ARS,자치구,정류장이름,가격_원per면,경도,위도,승차_일평균,하차_일평균,승하차_일평균,경유노선수,공시지가_원per㎡,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m,최근접지하철_거리_m,최근접역_승하차_일평균,교차로수_300m,가로망연장_300m,간선도로연장_300m,교차로수_500m,가로망연장_500m,간선도로연장_500m,간선도로거리_m
22879,서초구,서초역3번출구 [22879],1002540.0,127.0077861115,37.4910843274,1012.0,627.6,1639.6,3.0,31450000.0,8.769,1.905,8.106,1.905,71.0,1394.0,219.0,83.0,870.0,31.0,55.0,56.0,43.0,19.0,15.0,3.0,3215.0,90.6,44293.0,48.0,6211.0,2037.0,148.0,17300.0,3677.0,11.5
22885,서초구,"강남역, 뉴욕제과 [22885]",1002540.0,127.0264405862,37.4992095778,317.5,77.9,395.4,1.0,123200000.0,8.601,0.178,9.339,0.178,303.0,2307.0,445.0,434.0,499.0,111.0,246.0,64.0,84.0,70.0,351.0,3.0,5362.0,187.2,159206.0,40.0,6173.0,2670.0,78.0,14117.0,4372.0,38.4
22887,서초구,뱅뱅사거리 [22887],1002540.0,127.030304584,37.4892316317,49.9,148.9,198.8,1.0,6334000.0,9.736,0.993,10.015,0.993,157.0,1952.0,229.0,238.0,838.0,93.0,180.0,146.0,155.0,33.0,31.0,9.0,4076.0,614.0,77381.0,42.0,6075.0,1670.0,101.0,14894.0,3518.0,11.7
22890,서초구,남부터미널 [22890],1002540.0,127.0169521013,37.4819795068,75.0,115.8,190.8,2.0,5580000.0,9.989,2.004,9.285,2.004,11.0,164.0,40.0,39.0,33.0,10.0,15.0,6.0,9.0,5.0,6.0,1.0,1514.0,342.0,62680.0,25.0,3689.0,1592.0,97.0,12331.0,5086.0,9.8
22891,서초구,경남아파트 [22891],1002540.0,127.0004098253,37.477192125,39.7,172.7,212.3,1.0,4704000.0,10.105,3.325,8.34,3.325,61.0,204.0,32.0,32.0,36.0,26.0,31.0,23.0,10.0,9.0,5.0,0.0,405.0,529.8,37720.0,15.0,3308.0,1126.0,37.0,7614.0,2574.0,6.8
22895,서초구,예술의전당 [22895],1002540.0,127.0140414058,37.4811103218,123.8,569.9,693.7,2.0,5580000.0,9.995,2.217,9.108,2.217,58.0,287.0,76.0,64.0,61.0,19.0,28.0,7.0,15.0,11.0,4.0,2.0,968.0,471.2,62680.0,42.0,6137.0,2999.0,97.0,13565.0,5731.0,9.9
22899,서초구,서초동예술의전당/신중초등학교 [22899],1002540.0,127.010826,37.479771,133.1,198.0,331.1,2.0,13620000.0,10.05,2.501,8.941,2.501,11.0,174.0,39.0,53.0,33.0,13.0,10.0,4.0,13.0,6.0,1.0,2.0,681.0,748.2,62680.0,37.0,5971.0,2847.0,107.0,14667.0,5551.0,13.9
22900,서초구,동덕여중고 [22900],1002540.0,126.9929415,37.47403997,423.5,441.9,865.4,2.0,3297000.0,10.344,4.049,8.048,4.049,16.0,57.0,5.0,18.0,7.0,9.0,7.0,6.0,4.0,1.0,0.0,0.0,77.0,914.0,37720.0,22.0,3092.0,1257.0,26.0,5104.0,2923.0,10.3
22904,서초구,국립국악원 [22904],1002540.0,127.0073810943,37.4779435387,58.7,148.0,206.6,2.0,4725000.0,10.163,2.847,8.795,2.847,11.0,80.0,14.0,14.0,17.0,11.0,12.0,5.0,3.0,2.0,1.0,1.0,195.0,945.5,37720.0,21.0,3489.0,1519.0,63.0,10100.0,3168.0,7.9
22905,서초구,래미안아파트.파이낸셜뉴스 [22905],901600.0,127.029934,37.492482,1.0,72.6,73.6,1.0,10410000.0,9.404,0.637,9.859,0.637,267.0,3225.0,395.0,376.0,1367.0,166.0,322.0,218.0,206.0,59.0,104.0,12.0,5501.0,507.8,159206.0,24.0,5078.0,1774.0,65.0,13220.0,3699.0,18.7
22908,서초구,남부터미널.BC카드앞 [22908],1002540.0,127.0143960237,37.4847552499,202.2,118.5,320.7,1.0,6002000.0,9.622,1.869,8.941,1.869,183.0,1417.0,249.0,145.0,497.0,77.0,98.0,88.0,92.0,36.0,47.0,88.0,3481.0,160.8,62680.0,59.0,6396.0,1626.0,166.0,19396.0,6180.0,13.4
22909,서초구,양재역엘타워빌딩 [22909],2195200.0,127.0356299924,37.4825610693,,,,,24300000.0,10.612,1.847,10.735,1.847,112.0,677.0,199.0,105.0,171.0,37.0,30.0,15.0,15.0,38.0,61.0,6.0,1803.0,162.7,77381.0,42.0,6284.0,2965.0,136.0,17214.0,5152.0,17.7
22913,관악구,서래초등학교 [22913],1002540.0,126.9883726975,37.49573641,69.4,81.9,151.3,1.0,25950000.0,7.9,3.469,6.341,3.469,37.0,458.0,114.0,90.0,56.0,42.0,87.0,20.0,9.0,22.0,12.0,6.0,1214.0,628.8,4409.0,28.0,4899.0,996.0,99.0,15357.0,3274.0,16.5
22928,서초구,방배열린문화센터.가야치과병원 [22928],1002540.0,126.9928643282,37.4891551044,82.3,116.5,198.8,1.0,5656000.0,8.679,3.215,7.044,3.215,176.0,859.0,165.0,134.0,270.0,73.0,56.0,55.0,47.0,28.0,29.0,2.0,1620.0,179.3,30183.0,37.0,6006.0,1085.0,118.0,17048.0,1937.0,14.8
22931,서초구,신한은행 [22931],1002540.0,126.9921144436,37.490394075,22.6,104.5,127.0,1.0,4983000.0,8.533,3.24,6.917,3.24,134.0,751.0,144.0,113.0,226.0,57.0,65.0,49.0,37.0,31.0,27.0,2.0,1635.0,330.8,30183.0,34.0,5822.0,609.0,121.0,17066.0,1752.0,16.4
22933,서초구,뉴코아백화점 [22933],1002540.0,127.0080547391,37.5072825331,47.2,248.0,295.2,1.0,6745000.0,7.081,2.015,7.547,2.015,144.0,1474.0,175.0,931.0,36.0,71.0,93.0,87.0,21.0,11.0,49.0,0.0,1887.0,338.9,14022.0,27.0,4057.0,2078.0,62.0,10163.0,3453.0,11.5
22937,관악구,이수역2번출구 [22937],1002540.0,126.9824232165,37.4872077842,1858.2,633.8,2492.0,2.0,6052000.0,8.804,4.159,6.402,4.159,215.0,1244.0,417.0,266.0,73.0,125.0,70.0,44.0,31.0,62.0,143.0,13.0,2213.0,111.2,41992.0,68.0,8419.0,1966.0,173.0,20794.0,3236.0,5.2
22945,서초구,서초1동주민센터 [22945],1002540.0,127.0192223339,37.4896367481,44.4,64.9,109.3,1.0,14150000.0,9.271,1.179,9.093,1.179,42.0,291.0,39.0,50.0,88.0,29.0,36.0,15.0,19.0,8.0,1.0,6.0,2194.0,577.0,62680.0,70.0,6750.0,598.0,176.0,19035.0,3494.0,13.2
22979,관악구,서울메트로 [22979],1002540.0,126.9873538613,37.4774762857,162.2,43.7,205.9,3.0,4039000.0,9.912,4.215,7.426,4.215,74.0,278.0,71.0,40.0,68.0,20.0,32.0,12.0,20.0,8.0,4.0,3.0,891.0,506.6,144596.0,44.0,5603.0,1763.0,102.0,13446.0,3776.0,14.5
22980,서초구,서초구청 맞은편 [22980],1002540.0,127.030601072,37.4841889736,421.0,120.4,541.4,2.0,7317000.0,10.245,1.547,10.256,1.547,86.0,750.0,159.0,88.0,295.0,26.0,60.0,32.0,61.0,14.0,10.0,5.0,1658.0,293.1,77381.0,44.0,5231.0,2100.0,107.0,16381.0,7195.0,9.5
22981,서초구,방배역3번출구 [22981],1002540.0,126.9964879477,37.4812111266,437.0,463.7,900.8,2.0,5788000.0,9.602,3.313,7.797,3.313,110.0,757.0,184.0,106.0,143.0,81.0,82.0,29.0,32.0,36.0,54.0,10.0,1233.0,100.6,37720.0,39.0,4909.0,1362.0,73.0,10885.0,2173.0,12.9
22983,서초구,대검찰청.서초경찰서 [22983],1002540.0,127.0062446594,37.4945136356,84.8,149.6,234.4,2.0,6075000.0,8.364,1.921,7.827,1.921,1.0,439.0,34.0,15.0,329.0,4.0,19.0,17.0,16.0,3.0,2.0,0.0,1761.0,324.7,44293.0,17.0,2631.0,1117.0,55.0,8844.0,2769.0,1.1
22984,서초구,불교TV.서초어린이집 [22984],1002540.0,127.0002023829,37.4745006419,93.4,186.9,280.3,2.0,3297000.0,10.395,3.552,8.508,3.552,4.0,41.0,6.0,5.0,4.0,3.0,6.0,12.0,1.0,3.0,1.0,0.0,184.0,799.3,37720.0,4.0,1815.0,1493.0,14.0,4429.0,2517.0,8.7
22989,관악구,사당역 12번출구 [22989],1002540.0,126.9819882566,37.4778342637,1935.5,2060.7,3996.2,6.0,6527000.0,9.844,4.602,7.052,4.602,122.0,1274.0,543.0,151.0,189.0,77.0,75.0,47.0,54.0,80.0,42.0,16.0,2476.0,101.6,144596.0,79.0,10573.0,3666.0,181.0,23367.0,6182.0,15.0
22990,서초구,삼성래미안.이수역방향 [22990],1002540.0,127.001950895,37.503801116,774.7,616.1,1390.9,2.0,8398000.0,7.266,2.356,7.122,2.356,426.0,930.0,142.0,464.0,25.0,48.0,115.0,65.0,7.0,21.0,41.0,2.0,1802.0,279.3,173794.0,36.0,5447.0,2860.0,56.0,10171.0,4556.0,6.6
22993,서초구,서울성모병원.서울지방조달청 [22993],1002540.0,127.0041236994,37.5003496563,268.2,683.0,951.1,3.0,2830000.0,7.689,2.089,7.421,2.089,10.0,83.0,34.0,22.0,11.0,7.0,2.0,1.0,1.0,1.0,4.0,0.0,701.0,343.8,173794.0,16.0,3225.0,805.0,44.0,7436.0,1569.0,19.6
22994,서초구,아크로비스타 [22994],1002540.0,127.01282537,37.4980214836,20.7,396.1,416.8,2.0,7953000.0,8.193,1.303,8.231,1.303,43.0,792.0,52.0,35.0,523.0,19.0,94.0,23.0,16.0,21.0,7.0,2.0,2582.0,477.4,92843.0,16.0,2626.0,610.0,59.0,8577.0,1700.0,11.4
23101,강남구,신사중학교 [23101],2195200.0,127.0204991277,37.5229277357,1261.4,2427.1,3688.5,8.0,24150000.0,6.113,2.853,8.467,2.853,154.0,774.0,154.0,193.0,199.0,66.0,73.0,19.0,22.0,20.0,19.0,9.0,1836.0,729.7,54309.0,55.0,7581.0,3262.0,115.0,21902.0,11413.0,17.2
23102,강남구,✈️ 미성아파트 [23102],955500.0,127.021302,37.523733,2098.8,819.1,2917.9,8.0,3935000.0,6.087,2.926,8.539,2.926,67.0,735.0,142.0,178.0,159.0,67.0,93.0,22.0,19.0,23.0,25.0,7.0,1863.0,731.7,63654.0,49.0,6467.0,2169.0,105.0,19611.0,9378.0,11.1
23103,강남구,광림교회.현대고등학교(new) [23103],2195200.0,127.0252663803,37.5253868122,1156.2,1331.9,2488.0,7.0,41030000.0,6.175,3.063,8.895,3.063,129.0,1196.0,209.0,282.0,119.0,109.0,163.0,35.0,17.0,33.0,225.0,4.0,2669.0,337.9,63654.0,36.0,5849.0,2161.0,123.0,18706.0,6700.0,13.4
23104,강남구,광림교회.현대고등학교 [23104],2195200.0,127.0244392928,37.5252779533,1400.4,752.0,2152.3,7.0,3935000.0,6.135,3.057,8.822,3.057,89.0,770.0,149.0,125.0,85.0,84.0,138.0,32.0,10.0,27.0,116.0,4.0,2587.0,406.6,63654.0,31.0,5045.0,1403.0,121.0,18446.0,7084.0,6.2
23108,강남구,신사역8번출구.가로수길 [23108],1641500.0,127.0221753116,37.5174397364,1232.2,2019.9,3252.1,5.0,3491000.0,6.69,2.225,8.629,2.225,231.0,1874.0,431.0,251.0,533.0,148.0,102.0,65.0,72.0,32.0,225.0,15.0,4007.0,219.2,54309.0,62.0,7617.0,1933.0,156.0,21297.0,5128.0,15.3
23109,강남구,신사역사거리 [23109],2195200.0,127.019435,37.517422,377.4,454.3,831.7,5.0,42140000.0,6.554,2.287,8.387,2.287,359.0,1906.0,426.0,213.0,517.0,154.0,113.0,66.0,95.0,47.0,261.0,14.0,3547.0,134.4,54309.0,55.0,8400.0,3523.0,133.0,20731.0,7669.0,15.8
23110,강남구,신사역3번출구 [23110],1117200.0,127.0200787646,37.5152289207,1587.7,1160.5,2748.2,6.0,3491000.0,6.788,2.038,8.462,2.038,197.0,1805.0,311.0,181.0,565.0,105.0,123.0,90.0,90.0,46.0,275.0,19.0,3681.0,122.2,54309.0,63.0,7618.0,1909.0,149.0,21063.0,6009.0,19.4
23112,강남구,신사동고개 [23112],1127000.0,127.0260152561,37.5185545148,687.0,1427.0,2114.0,5.0,40720000.0,6.796,2.301,8.961,2.301,174.0,1287.0,244.0,201.0,511.0,75.0,69.0,37.0,71.0,15.0,55.0,9.0,3774.0,575.8,54309.0,67.0,7696.0,2075.0,151.0,19193.0,3687.0,19.9
23114,강남구,학동역 [23114],2200100.0,127.0301678528,37.5147842255,1691.7,1208.1,2899.8,4.0,22380000.0,7.352,1.891,9.353,1.891,110.0,1154.0,147.0,179.0,492.0,61.0,72.0,59.0,87.0,20.0,34.0,3.0,2652.0,145.0,45167.0,56.0,7035.0,1800.0,147.0,18789.0,4050.0,20.8
23115,강남구,학동역6번출구 [23115],2200100.0,127.0296320997,37.5137805482,478.9,385.0,863.9,4.0,3491000.0,7.41,1.775,9.316,1.775,175.0,1079.0,120.0,179.0,463.0,51.0,64.0,58.0,91.0,21.0,28.0,4.0,2447.0,185.4,45167.0,49.0,6758.0,1787.0,139.0,18647.0,3143.0,10.5
23116,강남구,영동시장 [23116],2195200.0,127.0234688746,37.5118508617,215.0,319.0,534.0,4.0,3491000.0,7.266,1.593,8.8,1.593,87.0,1104.0,205.0,163.0,389.0,47.0,52.0,75.0,63.0,20.0,85.0,5.0,3396.0,199.7,38253.0,50.0,7502.0,2084.0,150.0,19793.0,3856.0,7.7
23117,강남구,영동시장 [23117],2195200.0,127.0224536332,37.5113367768,590.9,692.6,1283.5,5.0,3491000.0,7.265,1.562,8.719,1.562,122.0,1416.0,296.0,203.0,439.0,77.0,70.0,92.0,71.0,35.0,121.0,12.0,3591.0,95.5,38253.0,57.0,7739.0,2355.0,164.0,20760.0,3985.0,7.9
23118,강남구,학동역5번출구 [23118],2200100.0,127.0301492658,37.5135731512,1022.0,787.8,1809.8,5.0,30290000.0,7.456,1.757,9.364,1.757,59.0,1156.0,127.0,180.0,497.0,60.0,71.0,67.0,94.0,21.0,34.0,5.0,2466.0,151.5,45167.0,52.0,6898.0,1786.0,143.0,18979.0,3885.0,13.2
23120,강남구,삼정호텔 [23120],901600.0,127.0316905107,37.5067856544,199.4,262.1,461.5,2.0,3211000.0,8.142,1.052,9.602,1.052,71.0,767.0,147.0,119.0,231.0,70.0,30.0,61.0,32.0,20.0,40.0,17.0,2619.0,200.0,23045.0,61.0,7435.0,445.0,147.0,19080.0,910.0,203.6
23121,서초구,신논현역 [23121],2195200.0,127.0258483824,37.5050754793,189.5,431.6,621.1,2.0,36790000.0,8.014,0.813,9.133,0.813,365.0,2053.0,415.0,250.0,598.0,186.0,107.0,93.0,116.0,65.0,202.0,21.0,4405.0,87.3,64687.0,56.0,7769.0,1078.0,134.0,19213.0,1945.0,126.5
23124,강남구,언북중학교입구 [23124],1617000.0,127.0308205822,37.5202978876,550.7,1064.5,1615.3,3.0,40940000.0,6.924,2.507,9.378,2.507,129.0,1118.0,222.0,170.0,419.0,72.0,67.0,29.0,50.0,28.0,54.0,7.0,3107.0,674.9,45167.0,50.0,6688.0,2526.0,148.0,18752.0,5921.0,21.2
23125,강남구,제일은행.호림아트센터앞 [23125],2205000.0,127.0349369258,37.5215790063,929.2,1376.5,2305.8,4.0,35030000.0,7.072,2.711,9.74,2.711,48.0,866.0,253.0,150.0,231.0,90.0,28.0,18.0,24.0,26.0,44.0,2.0,2636.0,712.2,53823.0,45.0,6408.0,2631.0,118.0,16707.0,4789.0,22.5
23126,강남구,영동119안전센터 [23126],1617000.0,127.0381006504,37.5225557208,798.4,667.0,1465.4,2.0,37470000.0,7.199,2.894,10.019,2.894,104.0,1362.0,378.0,241.0,286.0,180.0,55.0,27.0,58.0,39.0,97.0,1.0,3193.0,575.0,39439.0,39.0,6258.0,1734.0,114.0,16210.0,4638.0,24.9
23128,강남구,강남구청역 [23128],2195200.0,127.0399409789,37.5169580553,711.2,281.0,992.2,3.0,3491000.0,7.747,2.382,10.196,2.382,243.0,1687.0,302.0,211.0,616.0,156.0,123.0,49.0,111.0,43.0,69.0,7.0,2736.0,118.5,53823.0,49.0,6838.0,1757.0,118.0,16469.0,4115.0,8.9
23129,강남구,세관앞 [23129],1117200.0,127.0360665964,37.5157593644,226.6,292.7,519.3,2.0,3491000.0,7.608,2.122,9.863,2.122,235.0,976.0,174.0,119.0,432.0,57.0,38.0,42.0,65.0,20.0,25.0,4.0,2725.0,424.4,45167.0,58.0,7217.0,2403.0,143.0,18335.0,4321.0,8.2
23130,강남구,서울세관 [23130],901600.0,127.0356282732,37.5170273453,201.7,156.6,358.3,1.0,28470000.0,7.478,2.242,9.816,2.242,187.0,896.0,181.0,121.0,371.0,60.0,39.0,32.0,57.0,15.0,16.0,4.0,3056.0,467.5,45167.0,54.0,6635.0,2257.0,140.0,18433.0,4291.0,12.6
23131,강남구,서울세관 [23131],906500.0,127.0351676893,37.5173244793,169.8,282.1,451.9,1.0,26790000.0,7.426,2.261,9.773,2.261,54.0,831.0,173.0,115.0,342.0,53.0,37.0,30.0,51.0,12.0,15.0,3.0,3000.0,461.7,45167.0,55.0,6536.0,2130.0,143.0,18792.0,4915.0,12.3
23132,강남구,학동역 [23132],2200100.0,127.0303750209,37.515158129,1594.0,1643.5,3237.5,4.0,3491000.0,7.331,1.935,9.368,1.935,108.0,1152.0,143.0,175.0,496.0,60.0,73.0,59.0,91.0,21.0,33.0,1.0,2732.0,152.7,45167.0,54.0,7088.0,1776.0,148.0,18611.0,4169.0,13.0
23135,강남구,강남구청역 [23135],2195200.0,127.0401699369,37.5167710194,107.9,448.5,556.4,3.0,3491000.0,7.776,2.373,10.217,2.373,272.0,1662.0,307.0,209.0,599.0,147.0,122.0,48.0,110.0,43.0,70.0,7.0,2708.0,105.9,53823.0,48.0,6766.0,1753.0,115.0,16440.0,3990.0,1.8
23136,강남구,한국토지주택공사앞 [23136],901600.0,127.0426620828,37.5131909081,307.4,450.0,757.4,5.0,3348000.0,8.215,2.158,10.466,2.158,89.0,789.0,146.0,91.0,284.0,69.0,86.0,41.0,32.0,13.0,25.0,2.0,2354.0,285.9,35720.0,38.0,5742.0,589.0,96.0,15520.0,1897.0,13.9
23138,강남구,아크로힐스논현 [23138],2195200.0,127.0396748981,37.5092228723,99.4,115.9,215.3,2.0,22000000.0,8.364,1.649,10.256,1.649,60.0,971.0,168.0,137.0,360.0,66.0,70.0,55.0,60.0,22.0,17.0,16.0,2325.0,390.8,35720.0,49.0,6323.0,1189.0,124.0,17484.0,2643.0,86.5
23139,강남구,논현아이파크 [23139],1117200.0,127.0364372746,37.5112220456,403.8,310.8,714.6,4.0,25690000.0,8.009,1.674,9.944,1.674,71.0,745.0,222.0,99.0,227.0,65.0,39.0,33.0,29.0,13.0,8.0,10.0,2508.0,490.5,23045.0,61.0,7185.0,1298.0,147.0,18610.0,3646.0,13.5
23140,강남구,임페리얼팰리스호텔.워터게이트빌딩 [23140],1117200.0,127.0356009719,37.5143285583,180.3,288.8,469.1,2.0,26140000.0,7.699,1.958,9.835,1.958,200.0,958.0,154.0,118.0,421.0,56.0,42.0,46.0,63.0,21.0,35.0,2.0,2513.0,348.3,45167.0,57.0,7411.0,2401.0,153.0,19186.0,4668.0,12.0
23141,강남구,임피리얼팰리스호텔워터게이트 [23141],901600.0,127.0351526376,37.5135465374,487.6,568.6,1056.2,4.0,3491000.0,7.739,1.863,9.803,1.863,184.0,857.0,129.0,116.0,372.0,51.0,38.0,46.0,51.0,20.0,31.0,3.0,2548.0,317.7,45167.0,59.0,7430.0,2249.0,156.0,19573.0,4690.0,16.7
23142,강남구,논현아이파크 [23142],901600.0,127.0359197745,37.5111433662,246.1,511.5,757.6,4.0,25650000.0,7.987,1.645,9.899,1.645,65.0,813.0,258.0,107.0,244.0,59.0,38.0,38.0,34.0,19.0,8.0,8.0,2342.0,463.2,23045.0,61.0,7157.0,1240.0,150.0,18618.0,3778.0,18.9
23143,강남구,국민은행논현동지점 [23143],901600.0,127.0373832207,37.5085727966,212.1,170.0,382.0,2.0,34400000.0,8.289,1.467,10.066,1.467,144.0,995.0,281.0,136.0,283.0,82.0,41.0,50.0,55.0,25.0,34.0,8.0,2503.0,341.3,23045.0,54.0,6672.0,1246.0,134.0,17908.0,2836.0,56.1
23147,강남구,서울세관사거리 [23147],2195200.0,127.0346068386,37.515315407,128.8,156.0,284.7,3.0,3491000.0,7.559,2.033,9.738,2.033,86.0,1298.0,190.0,173.0,582.0,71.0,58.0,61.0,98.0,23.0,38.0,4.0,2522.0,286.8,45167.0,62.0,7454.0,2420.0,144.0,18521.0,4804.0,9.3
23148,강남구,현대아파트 [23148],1641500.0,127.030580671,37.5284384777,1852.4,2732.9,4585.3,11.0,3935000.0,6.269,3.406,9.383,3.406,108.0,783.0,150.0,204.0,53.0,62.0,160.0,22.0,15.0,24.0,92.0,1.0,1840.0,240.4,63654.0,47.0,6311.0,2927.0,94.0,16038.0,6822.0,10.3
23149,강남구,✈️ 압구정역 [23149],1171100.0,127.0311225746,37.5282986659,3766.4,2141.3,5907.7,11.0,36420000.0,6.314,3.394,9.43,3.394,183.0,677.0,134.0,113.0,59.0,58.0,162.0,21.0,11.0,28.0,90.0,1.0,1859.0,271.2,63654.0,49.0,6270.0,2788.0,100.0,16361.0,6902.0,18.2
23151,강남구,신사동교회 [23151],2195200.0,127.030625028,37.5206998289,900.5,584.5,1485.0,3.0,3491000.0,6.879,2.549,9.36,2.549,109.0,1309.0,245.0,199.0,485.0,85.0,93.0,31.0,57.0,29.0,77.0,8.0,3187.0,721.0,45167.0,52.0,6859.0,2581.0,146.0,18769.0,6063.0,15.5
23152,강남구,도산공원.호림아트센터앞 [23152],906500.0,127.0333295289,37.5221138227,304.3,330.5,634.8,1.0,31310000.0,6.93,2.739,9.598,2.739,66.0,923.0,244.0,153.0,296.0,68.0,53.0,18.0,33.0,19.0,37.0,2.0,2788.0,696.4,63654.0,49.0,6692.0,2642.0,124.0,17594.0,5249.0,18.7
23156,강남구,압구정파출소 [23156],2195200.0,127.0362762745,37.5291115096,1526.2,1346.1,2872.2,9.0,3935000.0,6.602,3.554,9.89,3.554,55.0,826.0,209.0,177.0,90.0,126.0,73.0,41.0,15.0,29.0,63.0,3.0,2165.0,421.7,39439.0,28.0,5233.0,2188.0,76.0,16508.0,8499.0,13.1
23157,강남구,압구정파출소 [23157],2195200.0,127.036267,37.528789,1576.6,2095.6,3672.2,10.0,3939000.0,6.624,3.519,9.886,3.519,124.0,970.0,273.0,206.0,106.0,142.0,80.0,42.0,16.0,35.0,66.0,4.0,2386.0,407.5,39439.0,31.0,5371.0,2130.0,79.0,16354.0,7875.0,12.3
23158,강남구,✈️ 갤러리아백화점 [23158],1171100.0,127.0395789565,37.5282700029,2649.7,2040.6,4690.4,9.0,3935000.0,6.888,3.538,10.173,3.538,151.0,1074.0,303.0,336.0,86.0,145.0,48.0,38.0,15.0,29.0,69.0,5.0,2575.0,129.5,39439.0,27.0,4642.0,1752.0,71.0,14044.0,4835.0,11.2
23159,강남구,✈️ 갤러리아 백화점 [23159],1171100.0,127.0392574486,37.527929495,2249.1,2088.2,4337.3,10.0,50810000.0,6.889,3.494,10.142,3.494,260.0,1337.0,414.0,387.0,131.0,169.0,56.0,41.0,21.0,33.0,80.0,5.0,2759.0,127.9,39439.0,31.0,5261.0,1735.0,76.0,14545.0,4818.0,24.0
23162,강남구,도산공원 [23162],901600.0,127.0335300905,37.5228130189,457.4,563.9,1021.3,3.0,4438000.0,6.887,2.819,9.616,2.819,64.0,779.0,192.0,134.0,242.0,64.0,58.0,10.0,26.0,15.0,36.0,2.0,3061.0,649.5,63654.0,50.0,6580.0,2560.0,120.0,17804.0,5155.0,10.9
23163,강남구,신구중학교 [23163],906500.0,127.0335404098,37.5256460711,379.3,454.7,834.0,3.0,27900000.0,6.671,3.129,9.625,3.129,69.0,887.0,250.0,193.0,141.0,87.0,119.0,8.0,14.0,19.0,55.0,1.0,3354.0,475.2,63654.0,37.0,5973.0,1208.0,136.0,19423.0,6722.0,13.9
23165,강남구,청담초등학교 [23165],2195200.0,127.045122136,37.5268028293,641.7,583.9,1225.7,4.0,4438000.0,7.376,3.566,10.651,3.566,124.0,622.0,102.0,186.0,91.0,88.0,25.0,12.0,44.0,13.0,61.0,0.0,2112.0,409.9,39439.0,35.0,5748.0,1215.0,95.0,16224.0,5572.0,7.2
23166,강남구,청담동주민센터 [23166],563500.0,127.0493317535,37.5246152832,2431.8,2697.0,5128.9,7.0,4438000.0,7.82,3.535,11.013,3.535,136.0,948.0,223.0,208.0,170.0,131.0,68.0,55.0,28.0,21.0,39.0,5.0,1982.0,680.1,38360.0,50.0,7178.0,2152.0,127.0,19127.0,5764.0,12.6
23167,강남구,✈️ 프리마호텔 [23167],955500.0,127.0513510007,37.5245198173,2820.1,1945.1,4765.2,8.0,4438000.0,7.97,3.626,11.191,3.626,51.0,735.0,190.0,130.0,164.0,89.0,47.0,54.0,16.0,22.0,19.0,4.0,1640.0,596.5,38360.0,50.0,6866.0,1915.0,118.0,19248.0,8267.0,13.1
23168,강남구,✈️ 리베라호텔 [23168],955500.0,127.056049,37.522598,395.6,440.3,835.9,5.0,4438000.0,8.431,3.72,11.602,3.72,166.0,730.0,103.0,150.0,175.0,77.0,58.0,74.0,42.0,22.0,25.0,4.0,1107.0,429.5,38360.0,27.0,5449.0,2984.0,78.0,13890.0,7792.0,15.3
23169,강남구,영동교입구 [23169],1127000.0,127.05519,37.522801,1023.6,1057.8,2081.4,9.0,4438000.0,8.356,3.686,11.526,3.686,137.0,750.0,113.0,145.0,184.0,79.0,63.0,77.0,39.0,25.0,20.0,5.0,1204.0,413.1,38360.0,32.0,5701.0,2880.0,83.0,15199.0,7985.0,17.4
23170,강남구,청담역.경기고교 [23170],1127000.0,127.0561675414,37.52098119,1019.0,1083.6,2102.6,8.0,4438000.0,8.545,3.597,11.612,3.597,73.0,737.0,108.0,136.0,173.0,77.0,58.0,90.0,46.0,20.0,26.0,3.0,1025.0,306.2,38360.0,32.0,5142.0,2185.0,70.0,12895.0,6058.0,18.2
23171,강남구,우리은행청담지점.청담삼익아파트 [23171],1117200.0,127.0568972469,37.5210776985,847.8,667.6,1515.4,8.0,4438000.0,8.59,3.65,11.677,3.65,139.0,731.0,106.0,129.0,174.0,76.0,63.0,90.0,47.0,18.0,25.0,3.0,994.0,365.9,38360.0,30.0,4702.0,2083.0,69.0,12327.0,6111.0,17.1
23173,강남구,진흥아파트 [23173],1127000.0,127.0520898501,37.5192911033,918.1,720.1,1638.2,6.0,4525000.0,8.373,3.213,11.256,3.213,10.0,433.0,71.0,97.0,86.0,48.0,39.0,20.0,9.0,17.0,45.0,1.0,1146.0,111.5,38360.0,30.0,5258.0,2208.0,89.0,14131.0,4802.0,5.6
23174,강남구,청담천주교회 [23174],1002540.0,127.0495735347,37.5204992022,467.7,364.4,832.0,4.0,30990000.0,8.116,3.174,11.032,3.174,91.0,515.0,84.0,109.0,99.0,63.0,44.0,30.0,14.0,18.0,54.0,0.0,1572.0,356.1,38360.0,39.0,5859.0,2105.0,98.0,15449.0,4825.0,16.0
23175,강남구,청담2치안센터 [23175],1004500.0,127.0482136037,37.5230254757,284.4,462.1,746.5,3.0,34600000.0,7.848,3.333,10.911,3.333,162.0,994.0,191.0,229.0,209.0,127.0,66.0,52.0,56.0,15.0,47.0,2.0,2319.0,607.6,38360.0,52.0,7192.0,2286.0,124.0,17688.0,4293.0,11.9
