자치구,정류장이름,ARS,가격_원,가격기준,가격_양면,가격_4면,상품유형,지원포맷,운영시간,야간조명,혼잡도,상세URL,수집일시,면수,가격_원per면
송파구,강남한양수자인아파트 [23393],23393,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1195,2026-05-31,2.0,205800.0
강남구,대치아파트 [23395],23395,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2288,2026-05-31,2.0,578200.0
서초구,삼성서초역삼세무서 [23396],23396,1617000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,매우혼잡,https://dukplace.com/ko/product/ad/166,2026-05-31,,
송파구,대청역 [23397],23397,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/774,2026-05-31,2.0,901600.0
송파구,✈️ 수서역(현대벤처빌) [23401],23401,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/227,2026-05-31,2.0,955500.0
송파구,수서역 [23402],23402,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2289,2026-05-31,2.0,578200.0
송파구,수서역KT수서지점 [23403],23403,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2290,2026-05-31,2.0,578200.0
송파구,수서역KT수서지점 [23404],23404,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2291,2026-05-31,2.0,578200.0
송파구,세곡동주민센터 [23405],23405,646800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2902,2026-05-31,2.0,323400.0
송파구,궁마을 [23406],23406,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2292,2026-05-31,2.0,578200.0
송파구,궁마을 [23407],23407,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2796,2026-05-31,2.0,662970.0
송파구,수서역6번출구 [23408],23408,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2797,2026-05-31,2.0,662970.0
송파구,수서역5번.출구 [23409],23409,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/775,2026-05-31,2.0,901600.0
송파구,수서역.로즈데일빌딩 [23410],23410,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2293,2026-05-31,2.0,578200.0
송파구,세곡문화복지회관 [23411],23411,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1211,2026-05-31,1.0,279300.0
송파구,은곡마을.LH이편한세상 [23412],23412,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2294,2026-05-31,2.0,578200.0
송파구,세곡동사거리 [23422],23422,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2296,2026-05-31,2.0,578200.0
송파구,방죽마을 [23423],23423,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/1206,2026-05-31,2.0,205800.0
송파구,래미안포레아파트 [23424],23424,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2297,2026-05-31,2.0,578200.0
송파구,쟁골마을 [23425],23425,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2298,2026-05-31,2.0,578200.0
송파구,쟁골마을 [23426],23426,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2299,2026-05-31,2.0,578200.0
송파구,래미안포레아파트 [23427],23427,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2300,2026-05-31,2.0,578200.0
강남구,영동고교앞 [23432],23432,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/776,2026-05-31,2.0,901600.0
송파구,은곡마을진입로 [23434],23434,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2301,2026-05-31,2.0,578200.0
강남구,탄천교 [23435],23435,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2302,2026-05-31,2.0,578200.0
강남구,우성아파트 [23436],23436,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2303,2026-05-31,2.0,578200.0
송파구,세곡푸르지오.은곡삼거리 [23437],23437,420420,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2903,2026-05-31,2.0,210210.0
강남구,삼성역 [23438],23438,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/680,2026-05-31,2.0,2195200.0
송파구,세곡푸르지오 [23439],23439,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1213,2026-05-31,2.0,205800.0
송파구,"세곡2지구3,4단지 [23442]",23442,420420,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2904,2026-05-31,2.0,210210.0
서초구,개포우성아파트 [23445],23445,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/777,2026-05-31,2.0,901600.0
송파구,래미안강남힐즈 [23446],23446,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1202,2026-05-31,2.0,205800.0
송파구,세곡중학교.세명초등학교 [23447],23447,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/1212,2026-05-31,2.0,205800.0
송파구,일원동한솔아파트 [23449],23449,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1223,2026-05-31,1.0,279300.0
송파구,시립수서청소년센터 [23450],23450,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2798,2026-05-31,2.0,662970.0
강남구,포스코사거리 [23453],23453,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/681,2026-05-31,2.0,2195200.0
서초구,그랑프리백화점 [23456],23456,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/778,2026-05-31,2.0,901600.0
서초구,개포중학교 [23457],23457,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/779,2026-05-31,2.0,901600.0
서초구,개포주공1단지아파트 [23459],23459,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/780,2026-05-31,2.0,901600.0
송파구,영희초등학교 [23462],23462,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2304,2026-05-31,2.0,578200.0
송파구,못골마을.LH강남아이파크 [23463],23463,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/1205,2026-05-31,2.0,205800.0
송파구,못골마을 [23464],23464,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/1204,2026-05-31,2.0,205800.0
송파구,태화기독교.사회복지관 [23465],23465,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2305,2026-05-31,2.0,578200.0
서초구,도곡교회.인바디빌딩 [23468],23468,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2306,2026-05-31,2.0,578200.0
서초구,강남세브란스병원 [23469],23469,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/781,2026-05-31,2.0,901600.0
서초구,도곡교회.인바디빌딩.건너 [23470],23470,646800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2905,2026-05-31,2.0,323400.0
송파구,래미안강남힐즈 [23471],23471,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2307,2026-05-31,2.0,578200.0
강남구,강남경찰서.강남운전면허시험장 [23473],23473,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/708,2026-05-31,2.0,1117200.0
서초구,개포동역 [23479],23479,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/1196,2026-05-31,1.0,279300.0
송파구,세곡푸르지오 [23482],23482,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/1214,2026-05-31,2.0,205800.0
서초구,럭키아파트 [23488],23488,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2308,2026-05-31,2.0,578200.0
강남구,개포4단지6단지 [23492],23492,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/783,2026-05-31,2.0,901600.0
서초구,개포4단지5단지 [23493],23493,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/784,2026-05-31,2.0,901600.0
서초구,강남역12번출구(A) [23494],23494,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/682,2026-05-31,2.0,2195200.0
강남구,학여울역 [23500],23500,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2309,2026-05-31,1.0,617400.0
강남구,학여울역 [23501],23501,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2310,2026-05-31,2.0,578200.0
서초구,현대1차우성아파트 [23505],23505,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/785,2026-05-31,2.0,901600.0
강남구,개포4단지7단지 [23508],23508,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/786,2026-05-31,2.0,901600.0
강남구,총회회관.휘문고입구 [23509],23509,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/787,2026-05-31,2.0,901600.0
서초구,예림당아트홀.신한은행전산센터 [23510],23510,2254000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/82,2026-05-31,2.0,1127000.0
강남구,새마을운동중앙회 [23511],23511,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/788,2026-05-31,2.0,901600.0
서초구,총지사 [23512],23512,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2799,2026-05-31,2.0,662970.0
강남구,포스코사거리 [23514],23514,1617000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/143,2026-05-31,,
서초구,우성3차아파트 [23515],23515,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/789,2026-05-31,2.0,901600.0
서초구,우성6차아파트 [23516],23516,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/790,2026-05-31,2.0,901600.0
송파구,코원에너지서비스 [23521],23521,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1225,2026-05-31,2.0,205800.0
서초구,삼익아파트앞 [23525],23525,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/791,2026-05-31,2.0,901600.0
송파구,래미안포레아파트 [23526],23526,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1203,2026-05-31,2.0,205800.0
송파구,세곡2지구3.4단지 [23528],23528,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2311,2026-05-31,2.0,578200.0
서초구,도곡한신아파트 [23529],23529,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/709,2026-05-31,2.0,1117200.0
송파구,은곡마을입구.리엔파크2단지 [23537],23537,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2312,2026-05-31,2.0,578200.0
서초구,신분당선.강남역4번출구 [23572],23572,1617000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/167,2026-05-31,,
서초구,✈️ 양재동 [23827],23827,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/263,2026-05-31,2.0,955500.0
서초구,✈️ 도곡동 [23828],23828,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/228,2026-05-31,2.0,955500.0
서초구,✈️ 타워팰리스 [23829],23829,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/229,2026-05-31,2.0,955500.0
강남구,✈️ 대치동 [23830],23830,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/230,2026-05-31,2.0,955500.0
강남구,✈️ 학여울역 [23831],23831,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/231,2026-05-31,2.0,955500.0
강남구,✈️ 개포동 [23832],23832,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/233,2026-05-31,2.0,955500.0
강남구,✈️ 학여울역 [23838],23838,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/234,2026-05-31,2.0,955500.0
강남구,✈️ 대치동(하나은행) [23839],23839,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/232,2026-05-31,2.0,955500.0
서초구,✈️ 타워펠리스 [23840],23840,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/235,2026-05-31,2.0,955500.0
서초구,✈️ 양재동 [23841],23841,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/236,2026-05-31,2.0,955500.0
강남구,✈️ 신사동 [23842],23842,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/237,2026-05-31,2.0,955500.0
강남구,✈️ 신사동미성아파트 [23843],23843,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/238,2026-05-31,2.0,955500.0
강남구,✈️ 리베라호텔 [23844],23844,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/239,2026-05-31,2.0,955500.0
강남구,✈️ 압구정역 [23848],23848,2342200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/240,2026-05-31,2.0,1171100.0
서초구,양재역.종합복지관 [23920],23920,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/3078,2026-05-31,2.0,1002540.0
서초구,양재역5번출구 [23921],23921,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/3079,2026-05-31,2.0,1002540.0
송파구,잠실역.잠실대교남단 [24001],24001,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/154,2026-05-31,,
송파구,잠실역.잠실대교남단 [24002],24002,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/155,2026-05-31,,
송파구,석촌호수.한솔병원 [24003],24003,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/156,2026-05-31,,
송파구,석촌호수.한솔병원 [24004],24004,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/157,2026-05-31,,
송파구,석촌역 [24005],24005,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/710,2026-05-31,2.0,1117200.0
송파구,송파역 [24007],24007,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/711,2026-05-31,2.0,1117200.0
송파구,가락시장.가락시장역 [24009],24009,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/712,2026-05-31,2.0,1117200.0
송파구,문정로데오거리입구 [24011],24011,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/713,2026-05-31,2.0,1117200.0
송파구,문정로데오거리입구 [24012],24012,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/714,2026-05-31,2.0,1117200.0
송파구,문정법조단지.건영아파트 [24013],24013,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/715,2026-05-31,2.0,1117200.0
송파구,문정법조단지.건영아파트 [24014],24014,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/716,2026-05-31,2.0,1117200.0
송파구,장지역.가든파이브 [24015],24015,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/717,2026-05-31,2.0,1117200.0
송파구,장지역.가든파이브 [24016],24016,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/718,2026-05-31,2.0,1117200.0
송파구,잠실역.롯데월드몰 [24017],24017,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/158,2026-05-31,,
강동구,천호역.풍납시장 [24101],24101,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/792,2026-05-31,2.0,901600.0
강동구,풍납1치안센터입구 [24102],24102,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2313,2026-05-31,2.0,578200.0
강동구,파크데일아파트2단지앞 [24103],24103,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2314,2026-05-31,2.0,578200.0
강동구,파크데일아파트1단지앞 [24104],24104,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2315,2026-05-31,2.0,578200.0
강동구,풍납1동동아한가람아파트 [24105],24105,1099560,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2557,2026-05-31,2.0,549780.0
강동구,풍납동신성노바빌 [24106],24106,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2316,2026-05-31,1.0,617400.0
강동구,풍납토성 [24108],24108,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2317,2026-05-31,2.0,578200.0
강동구,영파여고.강동구청역 [24109],24109,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2318,2026-05-31,2.0,578200.0
강동구,풍납동극동.쌍용아파트 [24110],24110,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/203,2026-05-31,2.0,578200.0
강동구,풍납중학교 [24111],24111,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2001,2026-05-31,1.0,279300.0
강동구,풍성중학교후문앞 [24112],24112,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/793,2026-05-31,2.0,901600.0
송파구,서울아산병원앞 [24113],24113,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/794,2026-05-31,2.0,901600.0
강동구,풍납토성서성벽 [24116],24116,420420,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2906,2026-05-31,2.0,210210.0
강동구,송파두산위브.송파소방서 [24117],24117,1099560,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2558,2026-05-31,2.0,549780.0
강동구,풍납동영어체험마을 [24120],24120,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/1999,2026-05-31,1.0,279300.0
송파구,잠실파크리오아파트상가.올림픽회관 [24123],24123,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/719,2026-05-31,2.0,1117200.0
송파구,잠실나루역 [24125],24125,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/795,2026-05-31,2.0,901600.0
송파구,잠실진주아파트 [24126],24126,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2319,2026-05-31,2.0,578200.0
송파구,몽촌토성역 [24127],24127,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2320,2026-05-31,2.0,578200.0
송파구,신천동진주아파트 [24128],24128,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2321,2026-05-31,2.0,578200.0
송파구,잠실나루역 [24129],24129,617400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2322,2026-05-31,2.0,308700.0
송파구,잠실중학교.장미종합상가 [24130],24130,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/796,2026-05-31,2.0,901600.0
송파구,잠실중학교 [24131],24131,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1145,2026-05-31,2.0,901600.0
송파구,잠실역8번출구 [24132],24132,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/720,2026-05-31,2.0,578200.0
송파구,잠실역7번출구 [24133],24133,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,매우혼잡,https://dukplace.com/ko/product/ad/146,2026-05-31,,
송파구,잠실역1번.11번출구 [24134],24134,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/147,2026-05-31,,
송파구,잠실역9번출구 [24135],24135,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/683,2026-05-31,2.0,2195200.0
송파구,잠실5단지 [24139],24139,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/721,2026-05-31,2.0,1117200.0
송파구,잠실리센츠아파트앞 [24140],24140,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/684,2026-05-31,2.0,2195200.0
송파구,잠실새내역.잠실2동주민센터 [24141],24141,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/651,2026-05-31,2.0,2195200.0
송파구,잠실엘스아파트앞 [24142],24142,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/652,2026-05-31,2.0,2195200.0
송파구,잠실트리지움아파트앞 [24145],24145,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/653,2026-05-31,2.0,2195200.0
송파구,잠실역.롯데월드 [24146],24146,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,혼잡,https://dukplace.com/ko/product/ad/148,2026-05-31,,
송파구,갤러리아팰리스 [24147],24147,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/722,2026-05-31,2.0,1117200.0
송파구,잠실트리지움 [24148],24148,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/723,2026-05-31,2.0,1117200.0
송파구,영동일고레이크팰리스앞 [24149],24149,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/797,2026-05-31,2.0,901600.0
송파구,영동일고.트리지움동문앞 [24150],24150,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2800,2026-05-31,2.0,662970.0
송파구,잠실트리지움 [24152],24152,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/724,2026-05-31,2.0,1117200.0
송파구,잠실119안전센터 [24153],24153,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/798,2026-05-31,2.0,901600.0
광진구,아시아선수촌아파트 [24155],24155,1099560,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2559,2026-05-31,2.0,549780.0
송파구,아주중학교 [24156],24156,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2801,2026-05-31,2.0,379995.0
송파구,잠실우성4차현대아파트 [24160],24160,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2802,2026-05-31,2.0,662970.0
송파구,잠실우성4차현대아파트 [24161],24161,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2803,2026-05-31,2.0,662970.0
송파구,아주중학교 [24165],24165,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2804,2026-05-31,2.0,662970.0
송파구,삼전역 [24167],24167,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2805,2026-05-31,2.0,662970.0
송파구,송파구민회관구의회 [24168],24168,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/799,2026-05-31,2.0,901600.0
송파구,송파구민회관구의회 [24169],24169,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2806,2026-05-31,2.0,662970.0
