ARS,자치구,정류장이름,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km
16159,강서구,공항동송정중학교 [16159],14.401,19.698,10.23,10.23
16160,강서구,공항동천주교회 [16160],14.679,20.074,10.612,10.612
16161,강서구,국립항공박물관.공항동천주교회 [16161],14.681,20.055,10.591,10.591
16162,강서구,공항동지하도입구 [16162],14.981,20.51,11.058,11.058
16166,강서구,방화동도시개발11단지 [16166],15.317,21.303,11.921,11.921
16168,강서구,개화2치안센터 [16168],15.514,21.648,12.298,12.298
16169,강서구,개화검문소 [16169],15.706,21.948,12.623,12.623
16171,강서구,상사마을 [16171],15.907,22.277,12.986,12.986
16173,강서구,영일고등학교.강서도서관 [16173],10.279,15.559,6.176,6.176
16175,강서구,등촌2동주민센터.등촌동대림아파트 [16175],10.487,15.323,5.866,5.866
16176,강서구,대일고교.임광아파트.배광교회 [16176],10.501,15.198,5.73,5.73
16179,양천구,목동사거리 [16179],10.788,14.942,5.478,5.478
16192,강서구,까치산역4번출구 [16192],12.213,16.449,7.001,7.001
16199,강서구,가로공원.나누리병원 [16199],12.872,17.389,7.923,7.923
16205,강서구,화곡역5번출구 [16205],12.405,17.134,7.657,7.657
16207,강서구,화곡역1번출구 [16207],12.476,17.323,7.846,7.846
16208,강서구,화곡역 [16208],12.527,17.38,7.903,7.903
16209,강서구,대원시장 [16209],12.558,17.472,7.997,7.997
16211,강서구,화곡중고등학교 [16211],12.668,17.746,8.278,8.278
16213,강서구,우장산역 [16213],12.607,17.793,8.333,8.333
16214,강서구,우장산역 [16214],12.622,17.836,8.379,8.379
16217,강서구,발산역.우장산힐스테이트 [16217],12.417,17.957,8.549,8.549
16219,강서구,발산역2번출구 [16219],12.301,18.048,8.686,8.686
16220,강서구,발산역3번출구 [16220],12.265,18.017,8.659,8.659
16221,강서구,서울호서전문학교.등촌주공3단지아파트 [16221],12.208,18.095,8.773,8.773
16223,강서구,서울강서우체국 [16223],12.123,18.098,8.805,8.805
16225,강서구,양천향교역.휴먼빌아파트 [16225],12.017,18.217,9.005,9.005
16226,강서구,양천향교입구 [16226],12.036,18.271,9.071,9.071
16228,강서구,가양한강타운아파트 [16228],11.827,18.106,8.934,8.934
16229,강서구,가양2단지성지아파트.동양고등학교 [16229],11.584,17.847,8.684,8.684
16230,강서구,가양2단지성지아파트.동양고등학교 [16230],11.512,17.784,8.628,8.628
16231,강서구,한보구암마을아파트 [16231],11.362,17.608,8.452,8.452
16232,강서구,가양동천주교.영등포공업고등학교 [16232],11.306,17.545,8.389,8.389
16233,강서구,공진중학교 우체국앞 허준박물관 [16233],11.156,17.331,8.161,8.161
16235,강서구,가양도시개발4단지아파트 [16235],10.984,17.098,7.916,7.916
16236,강서구,대림경동아파트 [16236],10.99,17.12,7.943,7.943
16237,강서구,가양도시개발5단지아파트 [16237],10.823,16.903,7.718,7.718
16238,강서구,가양2동강변아파트 [16238],10.779,16.86,7.679,7.679
16239,강서구,가양6단지아파트 [16239],10.583,16.62,7.437,7.437
16240,강서구,가양초등학교 [16240],10.42,16.409,7.22,7.22
16241,강서구,강서구청별관 [16241],10.429,16.389,7.189,7.189
16242,강서구,가양3동주민센터 [16242],10.34,16.32,7.134,7.134
16243,강서구,가양3동도시개발9단지아파트 [16243],10.126,16.04,6.847,6.847
16244,강서구,가양도시개발9단지.세현고등학교 [16244],10.1,16.016,6.826,6.826
16245,강서구,염창동아3차아파트.나이아가라호텔 [16245],9.043,14.4,5.123,5.123
16247,강서구,염창동새마을금고 [16247],9.39,14.798,5.504,5.504
16249,강서구,염창동한마음.관음삼성아파트 [16249],9.649,15.214,5.944,5.944
16250,강서구,염창동관음삼성아파트 [16250],9.682,15.237,5.962,5.962
16251,강서구,태영.삼성한사랑아파트 [16251],9.99,15.648,6.38,6.38
16252,강서구,금호.한솔아파트 [16252],9.982,15.663,6.402,6.402
16253,강서구,블루나인비지니스센터.이마트 [16253],10.124,15.839,6.579,6.579
16255,강서구,이마트.강서소방서 [16255],10.308,16.099,6.849,6.849
16256,강서구,강서소방서.이마트.증미역 [16256],10.29,16.047,6.788,6.788
16258,강서구,가양역.현대아파트 [16258],10.7,16.594,7.351,7.351
16259,강서구,가양역.우성아파트 [16259],10.936,16.863,7.616,7.616
16260,강서구,가양역.우성아파트 [16260],10.998,16.958,7.719,7.719
16261,강서구,SBS공개홀 [16261],11.207,17.212,7.975,7.975
16265,강서구,등촌동대림아파트 [16265],11.417,17.447,8.207,8.207
16266,강서구,강서한강자이아파트 [16266],11.462,17.518,8.284,8.284
16267,강서구,가양동CJ주식회사 [16267],11.719,17.829,8.601,8.601
16269,강서구,양천초등학교.겸재정선미술관 [16269],12.127,18.311,9.088,9.088
16270,강서구,양천향교역8번출구. 양천초교 [16270],12.114,18.283,9.055,9.055
16271,강서구,겸재정선미술관 [16271],12.286,18.485,9.259,9.259
16273,강서구,마곡실내배드민턴장 [16273],13.068,19.315,10.072,10.072
16274,강서구,마곡실내배드민턴장 [16274],12.882,19.15,9.922,9.922
16275,강서구,서남물재생센터 [16275],13.292,19.535,10.281,10.281
16277,강서구,서남환경공원 [16277],13.645,19.866,10.592,10.592
16278,강서구,서남환경공원 [16278],13.743,19.949,10.667,10.667
16280,강서구,방화동도시개발2단지아파트 [16280],14.043,20.238,10.942,10.942
16287,강서구,개화산역 [16287],15.151,21.214,11.854,11.854
16295,강서구,등촌3동주공4단지아파트 [16295],11.882,17.775,8.468,8.468
16296,강서구,등촌동부영아파트 [16296],11.919,17.823,8.518,8.518
16297,강서구,등촌3동주공10단지아파트 [16297],11.511,17.413,8.126,8.126
16298,강서구,등촌3동대림아파트 [16298],11.502,17.435,8.159,8.159
16301,강서구,마곡13단지힐스테이트아파트 [16301],14.138,19.609,10.159,10.159
16303,강서구,강서공업고등학교 [16303],14.25,20.507,11.225,11.225
16304,강서구,방화동도시개발1.2단지아파트 [16304],14.226,20.473,11.188,11.188
16305,강서구,서울항공비즈니스고등학교 [16305],14.2,20.219,10.869,10.869
16307,강서구,공항중학교 [16307],14.251,20.0,10.59,10.59
16309,강서구,양천향교역 [16309],12.089,18.18,8.926,8.926
16342,강서구,가양7단지상가 [16342],10.26,16.21,7.019,7.019
16348,강서구,가양7단지상가앞 [16348],10.249,16.203,7.014,7.014
16385,강서구,"마곡나루역4번출구,서울식물원 [16385]",13.233,19.146,9.796,9.796
16386,강서구,"마곡나루역4번출구,서울식물원 [16386]",13.256,19.173,9.823,9.823
16387,강서구,마곡역교차로 [16387],13.185,18.834,9.427,9.427
16388,강서구,이대서울병원 [16388],12.639,18.296,8.904,8.904
16393,강서구,발산역7번출구 [16393],12.377,18.003,8.613,8.613
16394,강서구,신방화역5번출구 [16394],14.142,20.078,10.708,10.708
16395,강서구,마곡엠밸리6.7단지.마곡중학교 [16395],13.79,19.74,10.383,10.383
16396,강서구,마곡나루역 [16396],13.406,19.372,10.03,10.03
16397,강서구,마곡역 [16397],13.325,19.045,9.648,9.648
16399,강서구,마곡나루역1번출구 [16399],13.339,19.319,9.983,9.983
16400,강서구,마곡동로사거리 [16400],12.927,18.599,9.203,9.203
16410,강서구,한국공항공사 [16410],15.786,21.408,11.958,11.958
16416,강서구,마곡수명산파크7단지 [16416],13.78,18.919,9.446,9.446
16417,강서구,마곡수명산파크5단지6단지 [16417],13.549,18.798,9.334,9.334
16418,강서구,마곡수명산파크2단지 [16418],13.412,18.839,9.394,9.394
16420,강서구,마곡수명산파크3단지4단지 [16420],13.556,18.823,9.359,9.359
16423,강서구,마곡역2번출구 [16423],13.418,19.082,9.672,9.672
16427,강서구,마곡엠밸리14단지아파트 [16427],13.389,18.938,9.51,9.51
16428,강서구,마곡엠밸리15단지아파트 [16428],13.359,18.909,9.481,9.481
16429,강서구,발산역9번출구 [16429],12.489,18.165,8.782,8.782
16432,강서구,신방화사거리 [16432],14.24,20.389,11.073,11.073
16453,강서구,송정중학교후문 [16453],14.313,19.668,10.205,10.205
16493,강서구,방화중학교 [16493],15.104,20.842,11.416,11.416
16532,강서구,다솔마을 [16532],14.266,19.661,10.202,10.202
16606,강서구,마곡나루역 [16606],13.231,19.231,9.904,9.904
16608,강서구,롯데R&D센터 [16608],13.186,19.367,10.096,10.096
16700,강서구,롯데R&D센터 [16700],13.171,19.311,10.027,10.027
16702,강서구,마곡엠밸리7단지.712동 [16702],13.607,19.575,10.228,10.228
16703,강서구,신방화역4번출구.마곡중학교 [16703],13.924,19.879,10.52,10.52
16704,강서구,신방화역7번출구 [16704],14.236,20.132,10.751,10.751
16706,강서구,마곡엠밸리5단지 [16706],14.201,20.081,10.698,10.698
16844,양천구,✈️ 목동사거리 [16844],10.821,14.91,5.451,5.451
16975,강서구,강서농수산물도매시장 [16975],14.157,19.482,10.018,10.018
17101,구로구,신도림역 [17101],10.082,12.002,3.342,3.342
17105,구로구,한국SGI [17105],10.523,12.168,3.747,3.747
17107,구로구,거리공원 [17107],10.582,11.979,3.774,3.774
17108,구로구,구로도서관.대성스카이렉스 [17108],10.662,12.045,3.855,3.855
17111,구로구,구로구청 [17111],11.251,12.328,4.433,4.433
17113,구로구,고대구로병원후문 [17113],11.565,12.629,4.751,4.751
17116,구로구,영서중학교 [17116],11.376,11.979,4.564,4.564
17122,구로구,한국산업단지공단.이마트구로점 [17122],11.605,11.645,4.86,4.86
17147,구로구,구로역.구로기계공구상가 [17147],11.178,13.123,4.509,4.509
17155,구로구,구로역 [17155],10.862,12.855,4.19,4.19
17170,양천구,오류1동주민센터.오류문화센터 [17170],14.08,16.141,7.587,7.587
17171,양천구,오류동역 [17171],14.226,16.256,7.728,7.728
17172,양천구,오류동역 [17172],14.293,16.328,7.799,7.799
17173,양천구,씨티월드 [17173],14.499,16.495,7.998,7.998
17174,양천구,오류지구대.텃골 [17174],14.601,16.603,8.106,8.106
17175,양천구,서울가든빌라앞 [17175],15.404,17.351,8.917,8.917
17176,양천구,서울가든빌라앞 [17176],15.341,17.3,8.856,8.856
17177,양천구,성공회대학교유한공고앞 [17177],15.96,17.895,9.486,9.486
17178,양천구,영풍마드레빌아파트.소공원사거리 [17178],14.79,16.609,8.238,8.238
17185,양천구,온수역 [17185],15.813,17.936,9.405,9.405
17201,양천구,구로우체국.이펜하우스5단지후문 [17201],15.199,16.446,8.505,8.505
17202,양천구,천왕역4번출구 [17202],15.135,16.66,8.508,8.508
17208,양천구,대원주유소 [17208],13.866,15.169,7.146,7.146
17223,양천구,고척파크푸르지오아파트 [17223],12.33,14.884,5.967,5.967
17225,양천구,고척시장 [17225],12.36,14.629,5.871,5.871
17227,양천구,고척중학교 [17227],12.438,14.447,5.855,5.855
17228,양천구,고척중학교 [17228],12.45,14.503,5.883,5.883
17229,구로구,구로디지털단지역 [17229],11.402,11.228,4.723,4.723
17232,구로구,구일우성아파트 [17232],12.36,13.419,5.561,5.561
17233,양천구,개봉역 [17233],13.373,15.081,6.736,6.736
17234,양천구,개봉역 [17234],13.347,15.008,6.696,6.696
17237,구로구,구로1동우체국 [17237],12.336,13.525,5.552,5.552
17293,구로구,구로구청 [17293],11.109,12.275,4.293,4.293
17296,구로구,대림역 [17296],10.944,11.764,4.127,4.127
17305,양천구,거성푸르뫼아파트 [17305],13.952,16.259,7.552,7.552
17310,구로구,구로역.나인스애비뉴 [17310],11.134,12.716,4.372,4.372
17315,양천구,동부골든아파트후문 [17315],14.101,16.382,7.696,7.696
17359,양천구,항동하버라인3단지 [17359],16.779,18.182,10.163,10.163
17360,양천구,항동하버라인3단지 [17360],16.745,18.168,10.133,10.133
17361,양천구,푸른수목원 [17361],16.495,18.017,9.905,9.905
17362,양천구,항동복합행정센터 [17362],16.783,18.245,10.183,10.183
17363,양천구,푸른수목원 [17363],16.506,18.011,9.911,9.911
17364,양천구,항동복합행정센터 [17364],16.777,18.23,10.175,10.175
17369,양천구,푸른수목원후문.저수지앞 [17369],16.508,18.182,9.963,9.963
17370,양천구,항동중흥S클래스 [17370],16.727,18.271,10.149,10.149
17371,양천구,항동하버라인2단지 [17371],16.71,18.264,10.135,10.135
17389,구로구,디지털단지오거리 [17389],12.395,12.409,5.615,5.615
17397,양천구,연지타운2단지 [17397],15.179,16.553,8.514,8.514
17399,양천구,연지타운2단지 [17399],15.147,16.518,8.48,8.48
17600,양천구,천왕역1번출구 [17600],15.161,16.679,8.532,8.532
17700,양천구,천왕이펜하우스2단지 [17700],15.254,16.785,8.631,8.631
17701,양천구,구로우체국.이펜하우스3단지후문 [17701],15.212,16.459,8.519,8.519
17704,양천구,금강수목원아파트 [17704],15.279,17.072,8.736,8.736
17717,구로구,구로중학교 [17717],11.214,12.134,4.392,4.392
17834,구로구,신도림역 [17834],9.939,12.239,3.312,3.312
17848,양천구,천왕이펜하우스3단지입구 [17848],15.452,16.798,8.787,8.787
17949,구로구,동아1차아파트102동 [17949],10.316,12.737,3.768,3.768
17975,양천구,천왕이펜하우스3단지입구 [17975],15.418,16.776,8.755,8.755
17982,양천구,천왕역2번출구 [17982],15.181,16.747,8.566,8.566
17984,양천구,천왕이펜하우스4단지 [17984],15.515,16.778,8.833,8.833
17985,양천구,천왕이펜하우스6단지 [17985],15.488,16.621,8.778,8.778
17986,양천구,천왕이펜하우스5단지 [17986],15.477,16.646,8.774,8.774
17987,양천구,천왕이펜하우스3.4단지 [17987],15.498,16.77,8.817,8.817
17999,양천구,유한공고.성공회대학교 [17999],15.977,17.921,9.507,9.507
18101,구로구,한일유엔아이아파트 [18101],12.696,13.427,5.878,5.878
18106,구로구,가산디지털단지역 [18106],12.74,13.062,5.923,5.923
18108,구로구,디지털3단지.월드벤처센터 [18108],13.032,13.242,6.218,6.218
18110,구로구,디지털3단지사거리 [18110],13.153,13.185,6.349,6.349
18112,구로구,디지털3단지사거리 [18112],13.185,13.137,6.388,6.388
18114,구로구,금천패션아울렛사거리.W몰 [18114],12.656,12.532,5.885,5.885
18115,구로구,금천패션아울렛사거리.현대아울렛 [18115],12.583,12.469,5.813,5.813
18120,구로구,가산동주민센터.금천글로벌센터 [18120],12.519,12.188,5.79,5.79
18122,금천구,구립가산도서관.두산위브아파트 [18122],12.602,12.079,5.91,5.91
18124,금천구,독산사거리 [18124],12.733,11.966,6.092,6.092
18126,금천구,독산주공13단지 [18126],14.544,13.169,7.932,7.932
18127,금천구,독산1동한신코아 [18127],14.528,13.125,7.924,7.924
18128,금천구,독산주공14단지 [18128],14.185,13.074,7.529,7.529
18129,금천구,독산주공14단지 [18129],14.152,13.047,7.496,7.496
18130,금천구,독산근린공원 [18130],14.033,13.179,7.328,7.328
18133,금천구,독산동우시장.금천50플러스센터 [18133],13.273,12.171,6.679,6.679
18135,금천구,시흥사거리.금천파출소 [18135],14.237,12.285,7.829,7.829
18136,금천구,벽산아파트1단지.호압사입구 [18136],13.594,10.681,7.695,7.695
18137,금천구,벽산아파트1단지.호압사입구 [18137],13.547,10.631,7.658,7.658
18139,금천구,벽산아파트5단지 [18139],14.324,11.191,8.417,8.417
18144,금천구,독산한신아파트 [18144],14.426,12.973,7.842,7.842
18145,금천구,금하마을 [18145],14.617,12.959,8.079,8.079
18146,금천구,독산고개 [18146],12.288,11.663,5.646,5.646
18148,금천구,독산사거리앞 [18148],12.622,11.782,6.01,6.01
18149,금천구,남문시장.청춘빌딩 [18149],12.513,11.712,5.901,5.901
18150,금천구,금천우체국.독산1동주민센터 [18150],12.811,11.861,6.214,6.214
18152,금천구,홈플러스금천점 [18152],12.934,11.907,6.348,6.348
18164,금천구,남서울힐스테이트.국립전통예술고 [18164],14.824,12.347,8.555,8.555
18165,금천구,금천폭포공원.천주교시흥성당 [18165],14.728,12.29,8.454,8.454
18166,금천구,박미마을 [18166],15.377,12.651,9.151,9.151
18170,금천구,석수역 [18170],15.961,12.978,9.785,9.785
18187,금천구,독산초등학교 [18187],13.067,11.802,6.542,6.542
18197,구로구,모두의학교.금천문화예술정보학교 [18197],11.526,10.948,4.954,4.954
18198,구로구,관악구보훈회관.신림푸르지오 [18198],11.291,10.627,4.784,4.784
18199,금천구,독산고등학교 [18199],11.498,10.499,5.088,5.088
18200,금천구,독산고등학교 [18200],11.515,10.501,5.109,5.109
18202,금천구,금천진로진학지원센터독산센터 [18202],11.763,10.874,5.267,5.267
18204,금천구,진도아파트 [18204],13.058,12.312,6.386,6.386
18207,구로구,마리오아울렛 [18207],12.776,12.818,5.98,5.98
18208,구로구,국민연금공단구로금천지사앞 [18208],12.616,12.812,5.809,5.809
18212,금천구,제일모직아울렛 [18212],13.039,12.77,6.274,6.274
18213,금천구,진도아파트 [18213],13.083,12.328,6.412,6.412
18214,금천구,현대지식산업센터 [18214],12.948,12.061,6.321,6.321
18219,금천구,범일운수종점 [18219],14.146,11.508,8.028,8.028
18222,구로구,디지털3단지.영창실업 [18222],12.698,13.214,5.876,5.876
18224,구로구,디지털3단지운동장 [18224],12.82,13.308,5.998,5.998
18232,금천구,금빛공원앞 [18232],14.162,11.967,7.854,7.854
18234,금천구,경동택배 [18234],14.454,12.124,8.167,8.167
18236,금천구,대우당약국 [18236],14.309,11.903,8.069,8.069
18239,금천구,시흥대교 [18239],14.44,12.526,8.0,8.0
18240,구로구,가산디지털단지역1호선 [18240],12.702,13.046,5.885,5.885
18643,금천구,독산역 [18643],13.674,12.839,6.984,6.984
18671,구로구,산업단지백양사 [18671],12.99,12.975,6.194,6.194
18740,금천구,한울중학교 [18740],13.102,11.323,6.76,6.76
18998,금천구,구로세관 [18998],13.268,12.901,6.509,6.509
19018,영등포구,당산역광역환승센터(1번) [19018],7.383,11.789,2.487,2.487
19103,영등포구,영등포공원 [19103],8.15,10.377,1.35,1.35
19114,영등포구,영등포역 [19114],8.175,10.672,1.465,1.465
19118,영등포구,김안과병원 [19118],8.367,11.261,1.905,1.905
19120,영등포구,영등포시장 [19120],8.159,11.142,1.74,1.74
19121,영등포구,신화병원 [19121],7.919,11.199,1.731,1.731
19125,영등포구,삼환아파트 [19125],7.6,11.306,1.848,1.848
19126,영등포구,당산푸르지오아파트 [19126],7.576,11.274,1.817,1.817
19127,영등포구,하이서울유스호스텔 [19127],7.955,11.359,1.884,1.884
19129,영등포구,국회의사당 [19129],6.652,10.299,1.057,1.057
19130,영등포구,KBS [19130],7.016,10.105,0.641,0.641
19132,영등포구,국회의사당역.국민은행 [19132],6.746,10.242,0.926,0.926
19133,영등포구,국회의사당역 [19133],6.813,10.265,0.912,0.912
19134,영등포구,영평동한솔아파트 [19134],8.102,13.172,3.923,3.923
19136,동작구,여의도순복음교회 [19136],6.119,9.786,1.002,1.002
19137,동작구,여의도순복음교회 [19137],6.188,9.967,1.098,1.098
19138,동작구,여의도공원 [19138],6.013,9.472,0.9,0.9
19139,동작구,여의나루역 [19139],5.95,9.093,0.872,0.872
19140,동작구,여의나루역 [19140],5.923,9.045,0.901,0.901
19142,동작구,여의도중학교 [19142],5.943,8.605,1.05,1.05
19143,동작구,63빌딩.가톨릭대학교여의도성모병원 [19143],6.31,8.29,1.189,1.189
19144,동작구,63빌딩.가톨릭대학교여의도성모병원 [19144],6.327,8.274,1.204,1.204
19145,동작구,시범아파트 [19145],6.285,8.548,0.948,0.948
19147,동작구,여의동주민센터 [19147],6.545,8.556,0.928,0.928
19151,동작구,샛강역.앙카라공원 [19151],6.806,8.872,0.663,0.663
19154,동작구,샛강역4번출구.여의도자이 [19154],6.956,9.191,0.409,0.409
19155,동작구,여의도역 [19155],6.901,9.403,0.148,0.148
19157,동작구,한국거래소 [19157],6.549,9.308,0.278,0.278
19158,동작구,한국거래소 [19158],6.523,9.319,0.3,0.3
19159,동작구,삼부아파트 [19159],6.222,9.116,0.612,0.612
19161,동작구,전경련회관 [19161],7.173,9.953,0.495,0.495
19163,영등포구,당산동진로아파트 [19163],8.732,11.803,2.428,2.428
19166,영등포구,교보앞 [19166],9.046,12.244,2.86,2.86
19169,영등포구,영등포구청 [19169],8.504,11.971,2.51,2.51
19171,영등포구,당산동삼익아파트 [19171],8.375,12.089,2.612,2.612
19173,영등포구,당산역 [19173],7.746,12.029,2.641,2.641
19174,영등포구,당산역삼성래미안아파트 [19174],7.539,11.631,2.235,2.235
19178,영등포구,당산역 [19178],7.711,11.797,2.379,2.379
19194,영등포구,문래동대림아파트 [19194],9.521,12.347,3.119,3.119
19202,영등포구,양평1동주민센터 [19202],9.271,12.595,3.196,3.196
19203,영등포구,양평신동아아파트 [19203],9.352,12.669,3.276,3.276
19205,영등포구,관악고등학교 [19205],9.503,12.901,3.5,3.5
19207,영등포구,당중초등학교 [19207],8.803,12.448,2.981,2.981
19210,영등포구,한신아파트.선유도역 [19210],8.085,12.676,3.309,3.309
19214,영등포구,양평한신아파트.선유도공원입구 [19214],7.852,12.713,3.443,3.443
19215,영등포구,영등포아리수정수센터 [19215],8.527,13.805,4.561,4.561
19216,영등포구,양평한신아파트.선유도공원입구 [19216],7.818,12.71,3.454,3.454
19217,영등포구,안양천입구 [19217],8.584,13.855,4.602,4.602
19218,영등포구,양평동한솔아파트 [19218],8.109,13.142,3.881,3.881
19220,영등포구,당산초등학교앞 [19220],7.962,12.59,3.246,3.246
19221,영등포구,선유고등학교 [19221],8.03,12.266,2.841,2.841
19223,영등포구,선유중학교 [19223],8.278,12.336,2.875,2.875
19226,동작구,신길새마을금고 [19226],7.766,9.648,0.999,0.999
19228,동작구,대신시장 [19228],8.123,9.926,1.322,1.322
19231,영등포구,영등포농협.신길2동새마을금고 [19231],8.359,10.204,1.538,1.538
19233,구로구,신길한화꿈에그린아파트 [19233],9.197,10.379,2.414,2.414
19234,구로구,성락교회 [19234],9.549,11.053,2.728,2.728
19238,영등포구,우신초등학교 [19238],8.645,10.381,1.824,1.824
19241,구로구,신풍역.백악관웨딩문화원앞 [19241],9.387,10.401,2.62,2.62
19247,구로구,태양의집.KT대방지사 [19247],9.991,10.485,3.287,3.287
19255,동작구,공군회관 [19255],7.868,9.231,1.338,1.338
19258,구로구,태양의집 [19258],9.929,10.532,3.202,3.202
19261,구로구,흰돌교회 [19261],10.639,11.021,3.896,3.896
19269,구로구,대림동우성아파트 [19269],10.289,11.079,3.496,3.496
19273,구로구,YDP미래평생학습관 [19273],10.055,11.671,3.255,3.255
19279,영등포구,신길역 [19279],7.688,10.209,0.93,0.93
19280,영등포구,국회의사당 [19280],6.523,10.234,1.08,1.08
19281,동작구,산업은행본점 [19281],6.593,9.991,0.747,0.747
19282,동작구,현대백화점 [19282],6.348,9.272,0.474,0.474
19283,동작구,✈️ 유진투자증권.파이낸셜뉴스신문 [19283],6.379,9.391,0.46,0.46
19284,동작구,LG트윈타워 [19284],6.244,9.431,0.625,0.625
19290,동작구,여의도지하차도입구 [19290],6.783,9.629,0.196,0.196
19301,동작구,신길보라매SK뷰아파트 [19301],8.639,9.582,2.036,2.036
19304,구로구,래미안에스티움 [19304],9.33,10.133,2.629,2.629
19305,영등포구,문래자이아파트 [19305],9.191,11.916,2.703,2.703
19307,동작구,대방역 [19307],7.437,9.132,0.933,0.933
19312,구로구,대림코오롱아파트 [19312],9.897,11.802,3.143,3.143
19318,영등포구,문래역 [19318],9.214,11.945,2.731,2.731
19321,구로구,신동아아파트 [19321],10.558,11.73,3.736,3.736
19357,구로구,대림동코오롱아파트 [19357],9.821,11.786,3.076,3.076
19365,영등포구,우신사거리 [19365],8.59,10.472,1.769,1.769
19402,구로구,현대2차아파트후문 [19402],10.205,11.792,3.407,3.407
19427,영등포구,두산위브진주아파트 [19427],9.869,12.719,3.51,3.51
19458,구로구,대림3동주민센터 [19458],10.327,11.406,3.507,3.507
19619,영등포구,문래힐스테이트 [19619],9.412,12.413,3.113,3.113
19827,구로구,대영고등학교.신길센트럴아이파크 [19827],9.383,10.85,2.562,2.562
19996,영등포구,당산역 [19996],7.708,11.998,2.616,2.616
20106,동작구,서울지방병무청앞 [20106],8.171,9.258,1.668,1.668
20107,동작구,공군회관 [20107],7.83,9.19,1.322,1.322
20117,동작구,사육신공원 [20117],6.512,7.375,2.144,2.144
20119,동작구,사육신공원 [20119],6.455,7.23,2.28,2.28
20121,동작구,노들역 [20121],6.396,6.955,2.548,2.548
20123,동작구,흑석동효사정앞 [20123],6.273,6.09,3.397,3.397
20127,동작구,흑석역.명수대현대아파트 [20127],6.618,5.575,3.958,3.958
20129,동작구,비계 [20129],6.709,5.372,4.175,4.175
20130,동작구,비계 [20130],6.707,5.292,4.251,4.251
20132,동작구,흑석동한강현대아파트 [20132],6.769,4.982,4.562,4.562
20133,관악구,동작역.국립현충원 [20133],7.085,4.506,5.094,4.506
20142,관악구,예술인마을 [20142],10.045,5.408,6.647,5.408
20143,동작구,서울공업고등학교 [20143],8.873,9.288,2.468,2.468
20149,동작구,상도초등학교입구 [20149],7.882,8.039,2.325,2.325
20156,동작구,상도터널노량진동 [20156],6.386,6.671,2.832,2.832
20157,동작구,상도터널노량진동 [20157],6.403,6.705,2.8,2.8
20158,동작구,상도터널상도동 [20158],7.303,6.929,2.927,2.927
20160,동작구,상도시장 [20160],7.641,6.979,3.1,3.1
20162,동작구,상도동중앙하이츠빌.상도전통시장 [20162],7.865,6.742,3.483,3.483
20163,동작구,상도동중앙하이츠빌.상도전통시장 [20163],7.863,6.69,3.528,3.528
20164,관악구,숭실대입구역 [20164],8.025,6.599,3.734,3.734
20166,관악구,숭실대입구역 [20166],8.053,6.518,3.828,3.828
20167,관악구,봉현초등학교 [20167],8.515,6.336,4.373,4.373
20168,관악구,봉천고개.관악현대아파트 [20168],8.502,6.302,4.389,4.389
20170,관악구,숭실대정문앞 [20170],8.1,6.21,4.135,4.135
20174,관악구,총신대 [20174],8.686,5.514,5.207,5.207
20176,관악구,사당중학교 [20176],8.93,5.389,5.525,5.389
20178,관악구,남성역 [20178],9.07,5.219,5.792,5.219
20180,관악구,사당시장 [20180],9.183,5.065,6.022,5.065
20188,동작구,보라매병원입구 [20188],9.126,8.865,3.027,3.027
20202,동작구,중앙대후문 [20202],7.164,6.57,3.196,3.196
20207,구로구,신대방역 [20207],10.537,10.274,4.005,4.005
20217,동작구,서울특별시.보라매병원 [20217],9.438,9.115,3.241,3.241
20241,동작구,상도SH빌아파트상도팰리스후문 [20241],7.385,6.517,3.367,3.367
20242,동작구,상도SH빌아파트상도팰리스후문 [20242],7.325,6.493,3.355,3.355
20248,동작구,대방역1번출구앞 [20248],7.4,8.992,1.013,1.013
20252,관악구,사당동대아신협앞 [20252],9.222,4.806,6.263,4.806
20254,관악구,사당롯데캐슬골든포레.사당해그린 [20254],8.317,5.725,4.723,4.723
20500,관악구,사당역10번출구 [20500],9.747,4.588,6.96,4.588
20511,관악구,이수역 [20511],9.043,4.386,6.43,4.386
20552,관악구,"이수시너스,이수역7번출구 [20552]",9.168,4.324,6.592,4.324
20578,관악구,이수역 [20578],9.096,4.457,6.422,4.457
20588,동작구,중대후문입구 [20588],7.311,6.871,2.987,2.987
20697,관악구,경문고등학교 [20697],8.474,4.075,6.21,4.075
20701,관악구,정금마을 [20701],8.012,3.993,5.968,3.993
20705,관악구,총신대역 [20705],8.787,4.187,6.366,4.187
20746,관악구,이수역 [20746],8.873,4.208,6.422,4.208
20834,동작구,대방역2번출구앞 [20834],7.423,8.976,1.05,1.05
20837,동작구,노량진역앞 [20837],6.671,7.8,1.75,1.75
20844,동작구,노량진역5번출구 [20844],6.799,7.9,1.693,1.693
20890,동작구,상도역 [20890],7.427,6.967,2.966,2.966
20901,동작구,중앙대병원 [20901],6.694,5.939,3.623,3.623
20904,동작구,중앙대병원후문.흑석시장 [20904],6.813,5.928,3.669,3.669
20909,동작구,신대방역삼거리.성대시장 [20909],8.759,8.793,2.65,2.65
20911,구로구,신대방1동경남아파트 [20911],10.516,10.627,3.856,3.856
20928,구로구,교수아파트 [20928],9.639,10.074,3.01,3.01
