ARS,자치구,정류장이름,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km
24212,송파구,송파나루역.방이전통시장서문 [24212],13.362,7.625,16.621,7.625
24213,송파구,송파나루역.방이전통시장서문 [24213],13.397,7.67,16.664,7.67
24216,송파구,잠실진주아파트 [24216],12.882,7.515,16.339,7.515
24217,송파구,올림픽베어스타운아파트앞 [24217],13.702,8.288,17.181,8.288
24219,송파구,방이전통시장동문 [24219],13.847,8.093,17.121,8.093
24221,송파구,올림픽공원남2문 [24221],13.924,8.467,17.388,8.467
24222,강동구,올림픽공원장미광장 [24222],14.27,8.74,17.706,8.74
24224,송파구,한양 삼익아파트 [24224],14.349,8.35,17.485,8.35
24228,송파구,신구블레스밸리 [24228],14.076,8.455,17.446,8.455
24231,송파구,올림픽회관 [24231],13.111,8.135,16.814,8.135
24232,강동구,풍납동극동 [24232],13.166,8.656,17.135,8.656
24233,송파구,한성백제박물관 [24233],13.686,8.323,17.195,8.323
24234,강동구,서울체육중.고등학교 [24234],14.392,9.544,18.245,9.544
24235,강동구,둔촌오륜역.서문교회 [24235],15.228,10.153,18.987,10.153
24236,강동구,서하남IC입구 [24236],15.535,10.385,19.261,10.385
24239,강동구,올림픽공원장미광장 [24239],14.358,8.852,17.814,8.852
24240,송파구,올림픽공원남2문 [24240],13.929,8.516,17.421,8.516
24242,강동구,보성중고등학교 [24242],14.658,9.665,18.439,9.665
24243,강동구,보성중고등학교 [24243],14.622,9.609,18.39,9.609
24244,강동구,올림픽공원역 [24244],14.573,9.349,18.212,9.349
24245,강동구,올림픽공원역 [24245],14.637,9.389,18.265,9.389
24246,강동구,올림픽공원테니스장 [24246],14.536,9.072,18.026,9.072
24247,강동구,올림픽선수촌아파트 [24247],14.593,9.136,18.09,9.136
24248,송파구,방이역 [24248],14.577,8.809,17.875,8.809
24249,송파구,오금역.오금동현대아파트 [24249],14.853,8.739,17.931,8.739
24250,송파구,오금공원앞 [24250],15.576,9.297,18.561,9.297
24251,송파구,오금동상아아파트 [24251],15.889,9.558,18.844,9.558
24252,송파구,보인고교.오금동삼성아파트 [24252],16.131,9.761,19.063,9.761
24253,강동구,송파사회복지관.성요셉성당 [24253],16.237,9.978,19.253,9.978
24256,강동구,송파참병원 [24256],15.705,9.717,18.898,9.717
24259,강동구,신흥운수입구 [24259],15.37,9.433,18.586,9.433
24263,강동구,오금공원사거리 [24263],15.059,9.175,18.3,9.175
24264,송파구,오금동대림아파트 [24264],14.741,8.926,18.015,8.926
24266,강동구,송파도서관 [24266],15.779,9.61,18.848,9.61
24267,강동구,우창아파트 [24267],15.788,9.571,18.823,9.571
24268,강동구,오금동사거리 [24268],15.779,9.744,18.942,9.744
24272,송파구,체육문화회관 [24272],16.835,10.245,19.614,10.245
24274,강동구,송파사회복지관 [24274],16.254,10.0,19.275,10.0
24275,송파구,거여아파트단지앞 [24275],16.869,10.265,19.638,10.265
24276,강동구,거여역5번출구 [24276],16.897,10.432,19.774,10.432
24279,강동구,종점 [24279],17.453,11.057,20.394,11.057
24282,강동구,마천1동주민센터.송파롯데캐슬 [24282],17.052,10.766,20.067,10.766
24293,강동구,마천동금호어울림1차아파트 [24293],17.341,11.168,20.446,11.168
24295,강동구,마천시장마천동우방아파트앞 [24295],16.994,10.933,20.172,10.933
24296,강동구,남천초교마천동우방아파트앞 [24296],17.029,10.971,20.209,10.971
24297,강동구,청암노인요양원 [24297],16.691,10.677,19.894,10.677
24298,강동구,청암노인요양원 [24298],16.823,10.808,20.029,10.808
24299,강동구,마천동사거리 [24299],16.678,10.501,19.764,10.501
24300,강동구,마천동사거리 [24300],16.705,10.543,19.803,10.543
24305,송파구,복정역1번출구 [24305],16.775,9.216,18.692,9.216
24311,송파구,문정대우아파트 [24311],15.963,8.978,18.408,8.978
24312,송파구,삼성래미안아파트후문 [24312],16.079,9.258,18.661,9.258
24313,송파구,문정시영가락프라자아파트 [24313],16.142,9.466,18.841,9.466
24314,송파구,문정시영.세양청마루아파트 [24314],16.181,9.58,18.939,9.58
24316,송파구,한림연예예술고교 [24316],16.278,9.293,18.727,9.293
24323,송파구,문정동푸르지오아파트 [24323],15.835,8.866,18.291,8.866
24325,송파구,문정동래미안아파트 [24325],15.701,8.999,18.371,8.999
24326,송파구,문정래미안현대아파트앞 [24326],15.696,8.971,18.347,8.971
24327,송파구,문정현대아파트 [24327],15.654,8.861,18.251,8.861
24329,송파구,문정현대아파트 [24329],15.63,8.96,18.324,8.96
24331,송파구,문정동제일은행 [24331],15.712,8.658,18.095,8.658
24332,송파구,삼성래미안아파트후문 [24332],16.058,9.25,18.65,9.25
24333,송파구,문정2동주민센터.청소년수련관 [24333],14.562,7.539,16.951,7.539
24334,송파구,훼미리근린공원 [24334],14.688,7.739,17.14,7.739
24335,송파구,문정로데오거리입구 [24335],15.027,8.137,17.533,8.137
24338,송파구,오금역2번출구 [24338],15.114,8.938,18.157,8.938
24339,송파구,오금역3번출구 [24339],15.15,8.944,18.173,8.944
24341,강동구,위례포레샤인18단지남문 [24341],17.769,11.11,20.508,11.11
24342,강동구,힐스테이트센트럴위례 [24342],17.816,11.165,20.562,11.165
24349,송파구,삼환아파트 [24349],16.065,9.693,18.995,9.693
24350,송파구,송파배드민턴체육관 [24350],16.224,9.75,19.081,9.75
24352,송파구,문정시영가락프라자아파트 [24352],16.106,9.396,18.778,9.396
24353,송파구,가락2동프라자아파트 [24353],15.996,9.407,18.76,9.407
24355,송파구,극동아파트 [24355],15.749,9.229,18.56,9.229
24357,송파구,가락동극동아파트 [24357],15.649,9.197,18.509,9.197
24358,송파구,가락동쌍용아파트앞 [24358],15.63,9.032,18.379,9.032
24360,송파구,가동초등학교 [24360],15.335,8.915,18.21,8.915
24361,송파구,가락2동주민센터 [24361],15.124,8.756,18.031,8.756
24362,송파구,가락2동주민센터 [24362],15.119,8.744,18.021,8.744
24364,송파구,문정로데오거리입구 [24364],15.139,8.235,17.637,8.235
24366,송파구,건너말공원입구 [24366],15.338,8.614,17.983,8.614
24369,송파구,송파경찰서.오금역 [24369],14.92,8.773,17.977,8.773
24370,송파구,가락동쌍용아파트 [24370],14.56,8.352,17.562,8.352
24371,송파구,가락대림아파트 [24371],14.403,7.976,17.244,7.976
24372,송파구,신가초등학교 [24372],14.621,8.171,17.453,8.171
24376,송파구,포레나송파 [24376],17.625,10.833,20.253,10.833
24377,송파구,경찰병원.KT가락지사 [24377],14.941,8.352,17.68,8.352
24378,송파구,경찰병원.KT가락지사 [24378],14.933,8.363,17.685,8.363
24379,송파구,경찰병원.서울동부고용노동지청 [24379],15.022,8.366,17.711,8.366
24380,송파구,가락시장역4번출구.제일오피스텔 [24380],14.915,8.144,17.513,8.144
24381,강동구,위례호반써밋 [24381],17.678,10.873,20.296,10.873
24383,강동구,북위례입구 [24383],17.947,11.418,20.792,11.418
24384,강동구,위례포레자이 [24384],17.979,11.44,20.817,11.44
24386,송파구,가락시장.가락몰 [24386],14.717,7.817,17.209,7.817
24387,송파구,가락시장남문 [24387],14.521,7.51,16.919,7.51
24388,송파구,가락시장.헬리오시티 [24388],13.765,6.836,16.209,6.836
24389,송파구,가락시장.헬리오시티 [24389],13.806,6.945,16.305,6.945
24390,송파구,가락1동주민센터 [24390],13.999,7.258,16.595,7.258
24391,송파구,서울방이동고분군 [24391],13.799,7.899,16.976,7.899
24392,송파구,문정동대우아파트 [24392],15.948,8.972,18.4,8.972
24394,강동구,풍납토성서성벽 [24394],12.323,8.077,16.371,8.077
24395,송파구,가락시장동문 [24395],14.523,7.806,17.153,7.806
24396,송파구,몽촌토성역.한성백제역 [24396],13.159,7.879,16.686,7.879
24397,강동구,풍납동강변현대아파트 [24397],12.301,8.377,16.517,8.377
24403,강동구,거여역7번출구 [24403],16.79,10.281,19.632,10.281
24404,강동구,거여역6번출구 [24404],16.826,10.298,19.654,10.298
24408,강동구,오륜사거리 [24408],15.754,9.882,19.027,9.882
24409,강동구,오륜사거리 [24409],15.751,9.825,18.987,9.825
24431,강동구,갑을.미성아파트 [24431],12.355,8.564,16.644,8.564
24432,송파구,송파배드민턴체육관 [24432],16.24,9.754,19.088,9.754
24434,강동구,풍납중학교앞 [24434],12.958,8.287,16.823,8.287
24435,송파구,복정역3번출구 [24435],16.77,9.061,18.528,9.061
24442,송파구,장지역2번출구 [24442],16.369,9.01,18.483,9.01
24444,송파구,가락시장역5번출구 [24444],14.934,8.132,17.508,8.132
24445,강동구,올림픽대교남단교차로 [24445],13.074,8.432,16.964,8.432
24448,송파구,아이코리아 [24448],16.676,9.522,18.981,9.522
24452,송파구,송파파인타운8단지.9단지 [24452],16.438,9.083,18.557,9.083
24453,송파구,송파구립산모건강증진센터 [24453],16.433,9.072,18.546,9.072
24454,송파구,장지동주민센터앞 [24454],16.284,9.372,18.794,9.372
24455,송파구,장지동주민센터.송파파인타운1단지 [24455],16.303,9.384,18.808,9.384
24457,송파구,건영아파트앞 [24457],16.122,8.906,18.367,8.906
24458,송파구,잠실새내역앞 [24458],11.381,5.34,14.304,5.34
24459,송파구,가락래미안앞 [24459],15.531,9.248,18.511,9.248
24462,송파구,송파파인타운2단지.구립송파복지센터 [24462],16.361,9.376,18.811,9.376
24463,송파구,송파파인타운3단지.한림예고 [24463],16.38,9.381,18.818,9.381
24464,송파구,송파글마루도서관.버들어린이집 [24464],16.502,9.349,18.807,9.349
24466,송파구,문현고등학교.송파파인타운5단지 [24466],16.414,9.191,18.655,9.191
24467,송파구,문현고등학교 [24467],16.387,9.16,18.624,9.16
24468,강동구,풍납현대아파트 [24468],13.151,8.791,17.201,8.791
24469,송파구,문정3차푸르지오아파트.송파파인타운1단지 [24469],16.337,9.434,18.855,9.434
24472,송파구,가든파이브 [24472],15.989,8.543,18.019,8.543
24475,송파구,장지역가든파이브 [24475],16.171,8.812,18.284,8.812
24476,송파구,장지역가든파이브 [24476],16.194,8.837,18.31,8.837
24478,송파구,가든파이브공구상가 [24478],15.804,8.36,17.835,8.36
24481,송파구,석촌호수서호사거리 [24481],12.545,6.316,15.436,6.316
24482,송파구,석촌호수서호사거리 [24482],12.591,6.393,15.505,6.393
24483,송파구,미켈란호수가아파트 [24483],12.787,6.709,15.792,6.709
24484,송파구,미켈란호수가아파트 [24484],12.792,6.759,15.827,6.759
24486,송파구,호수임광아파트 [24486],12.933,7.18,16.156,7.18
24489,송파구,문정중학교후문 [24489],15.972,9.117,18.524,9.117
24490,송파구,문정동래미안아파트남문 [24490],15.974,9.129,18.535,9.129
24491,강동구,파크데일아파트입구 [24491],17.379,11.23,20.502,11.23
24496,송파구,송파푸르지오시티.한화오벨리스크 [24496],15.727,8.381,17.85,8.381
24497,송파구,송파푸르지오시티.한화오벨리스크 [24497],15.757,8.404,17.874,8.404
24499,송파구,복정역 [24499],16.869,9.197,18.667,9.197
24510,송파구,잠실4동주민센터.파크리오B상가 [24510],12.977,7.934,16.632,7.934
24610,송파구,✈️ 잠실더스타파크(장미아파트) [24610],12.218,6.907,15.66,6.907
24611,송파구,✈️ 파크리오아파트 [24611],12.851,7.753,16.465,7.753
24662,송파구,✈️ 잠실새내역(신천역) [24662],11.141,5.22,14.116,5.22
24710,강남구,✈️ 종합운동장역 [24710],10.334,4.199,13.082,4.199
24715,송파구,✈️ 잠실롯데월드(잠실역) [24715],12.076,6.338,15.248,6.338
24744,강동구,✈️ 선수촌아파트 [24744],14.619,9.36,18.239,9.36
24745,강동구,✈️ 선수촌아파트 [24745],14.581,9.339,18.21,9.339
25113,강동구,상일동산.롯데캐슬베네루체 [25113],16.609,13.445,21.452,13.445
25114,강동구,상일동산.롯데캐슬베네루체 [25114],16.631,13.463,21.472,13.463
25115,강동구,상일근린공원 [25115],16.803,13.466,21.569,13.466
25116,강동구,상일근린공원 [25116],16.822,13.489,21.591,13.489
25117,강동구,GS강동자이아파트.둔촌동프라자아파트 [25117],15.434,11.559,19.871,11.559
25118,강동구,둔촌동프라자아파트.GS강동자이아파트 [25118],15.374,11.445,19.78,11.445
25122,강동구,둔촌2동주민센터.서울양병원 [25122],14.909,10.839,19.218,10.839
25124,강동구,길동사거리.강동세무서 [25124],14.491,10.471,18.804,10.471
25125,강동구,강동역1번출구.동신중학교 [25125],13.977,10.137,18.355,10.137
25126,강동구,강동역(동신중학교) [25126],13.907,10.056,18.275,10.056
25133,강동구,상일동역1번출구 [25133],16.435,13.677,21.46,13.677
25134,강동구,상일동역8번출구 [25134],16.516,13.74,21.536,13.74
25135,강동구,고덕그라시움 [25135],16.153,13.404,21.171,13.404
25136,강동구,고덕그라시움 [25136],16.118,13.35,21.126,13.35
25137,강동구,고덕평생학습관.온조대왕체육관 [25137],15.931,13.184,20.94,13.184
25139,강동구,고덕역 [25139],15.732,12.99,20.735,12.99
25140,강동구,고덕역 [25140],15.66,12.907,20.655,12.907
25141,강동구,배재중고등학교 [25141],15.164,12.464,20.159,12.464
25142,강동구,배재중고등학교 [25142],15.201,12.476,20.187,12.476
25143,강동구,서울장애인종합복지관 [25143],14.924,12.252,19.92,12.252
25145,강동구,서울시동부기술교육원 [25145],14.647,12.02,19.649,12.02
25147,강동구,암사3동주민센터(강동롯데캐슬퍼스트) [25147],14.274,11.704,19.282,11.704
25148,강동구,암사3동주민센터프라이어팰리스 [25148],14.288,11.694,19.286,11.694
25149,강동구,강일중선사고.양지종합시장 [25149],14.084,11.543,19.094,11.543
25150,강동구,강일중선사고.양지종합시장 [25150],14.004,11.46,19.008,11.46
25151,강동구,신암중학교 [25151],13.587,11.127,18.604,11.127
25152,강동구,신암중학교 [25152],13.581,11.112,18.593,11.112
25155,강동구,암사역선사현대아파트 [25155],13.306,10.591,18.189,10.591
25156,강동구,암사역2번출구.암사종합시장 [25156],13.32,10.522,18.165,10.522
25157,강동구,천호동공원 [25157],13.242,10.185,17.96,10.185
25160,강동구,서울현대요양병원 [25160],13.232,9.884,17.809,9.884
25161,강동구,천호역현대백화점 [25161],13.192,9.718,17.704,9.718
25163,강동구,천호역 [25163],13.209,9.401,17.554,9.401
25165,강동구,상일동역2번출구 [25165],16.533,13.812,21.579,13.812
25166,강동구,상일동역2번출구 [25166],16.56,13.826,21.602,13.826
25167,강동구,고덕초등학교 [25167],16.54,13.985,21.661,13.985
25168,강동구,고덕초등학교 [25168],16.563,13.998,21.68,13.998
25170,강동구,강덕초등학교.고덕그라시움 [25170],16.319,13.798,21.446,13.798
25172,강동구,광문고.서울컨벤션고 [25172],15.757,13.327,20.901,13.327
25174,강동구,고덕아이파크아파트 [25174],15.522,13.059,20.64,13.059
25177,강동구,강동경희대병원.명일동이마트 [25177],15.82,13.016,20.798,13.016
25178,강동구,강동아트센터.강동경희대병원 [25178],15.785,12.848,20.7,12.848
25181,강동구,한영중고한영외고 [25181],15.855,12.642,20.642,12.642
25182,강동구,길동자연생태공원 [25182],15.695,11.935,20.203,11.935
25183,강동구,길동자연생태공원 [25183],15.729,11.975,20.242,11.975
25187,강동구,동북고등학교.둔촌오륜역 [25187],15.234,10.191,19.012,10.191
25188,강동구,오륜교회앞 [25188],14.44,9.612,18.306,9.612
25190,강동구,보훈병원 [25190],15.181,10.79,19.33,10.79
25191,강동구,보훈병원 [25191],15.092,10.766,19.272,10.766
25194,강동구,명일여자고등학교 [25194],15.219,12.096,20.02,12.096
25195,강동구,명일여자고등학교 [25195],15.24,12.111,20.039,12.111
25197,강동구,길동성당 [25197],15.208,11.825,19.882,11.825
25239,강동구,십자성마을 [25239],14.707,11.275,19.332,11.275
25240,강동구,길동역1번출구 [25240],14.628,10.864,19.082,10.864
25242,강동구,예닮요양병원 [25242],14.603,10.674,18.97,10.674
25243,강동구,예닮요양병원 [25243],14.642,10.705,19.007,10.705
25244,강동구,강동리바트 [25244],14.582,10.369,18.798,10.369
25245,강동구,동명약국앞 [25245],14.62,10.293,18.776,10.293
25247,강동구,둔촌동역2번출구 [25247],14.627,10.15,18.701,10.15
25249,강동구,한국전력공사.올림픽파크포레온 [25249],14.638,9.952,18.595,9.952
25260,강동구,명일동현대아파트 [25260],15.569,12.464,20.395,12.464
25262,강동구,고덕삼환.주공9단지아파트 [25262],15.429,12.338,20.255,12.338
25263,강동구,고덕삼환.주공9단지아파트 [25263],15.473,12.368,20.295,12.368
25264,강동구,명일여자고등학교 [25264],15.147,12.099,19.98,12.099
25281,강동구,강동구청 [25281],13.368,9.112,17.489,9.112
25283,강동구,강동보건소앞 [25283],13.663,9.294,17.742,9.294
25284,강동구,강동보건소건너 [25284],13.666,9.277,17.734,9.277
25286,강동구,한양수자인아파트 [25286],13.975,9.483,18.005,9.483
25289,강동구,명일동신동아아파트 [25289],15.426,12.697,20.421,12.697
25290,강동구,명일동신동아아파트 [25290],15.388,12.639,20.372,12.639
25295,강동구,상일동동아아파트 [25295],16.873,13.442,21.596,13.442
25297,강동구,상일동주몽재활원 [25297],16.501,13.109,21.228,13.109
25300,강동구,상일동빌라단지 [25300],16.179,12.791,20.895,12.791
25302,강동구,중앙보훈병원역1번출구 [25302],15.594,11.139,19.726,11.139
