ARS,자치구,정류장이름,승차_일평균,하차_일평균,승하차_일평균,경유노선수
09175,강북구,삼양동사거리입구 [09175],143.3,1460.0,1603.3,7.0
09176,강북구,강북보건소 [09176],542.9,200.6,743.5,5.0
09177,강북구,신창교.강북소방서 [09177],176.7,148.4,325.1,2.0
09179,강북구,강북보건소 [09179],170.3,375.4,545.8,4.0
09181,강북구,초안교 [09181],182.7,486.9,669.6,5.0
09182,강북구,번동주공3단지 [09182],553.9,109.9,663.9,3.0
09183,강북구,번동주공3단지 [09183],166.1,317.3,483.4,3.0
09185,강북구,번동주공1단지 [09185],125.4,306.1,431.5,3.0
09186,강북구,오현초등학교 [09186],1168.5,785.9,1954.4,6.0
09187,강북구,북서울꿈의숲 [09187],756.0,212.1,968.0,4.0
09203,강북구,수유중앙시장 [09203],266.3,210.8,477.1,4.0
09205,강북구,대한병원 [09205],597.9,282.4,880.3,4.0
09218,강북구,솔샘중고등학교.팔팔·미송경로당 [09218],328.1,250.5,578.5,3.0
09225,강북구,SK아파트벽산아파트상가 [09225],417.9,303.3,721.2,3.0
09228,강북구,번동주공아파트3단지4단지 [09228],222.0,14.8,236.9,1.0
09233,강북구,번동해모로아파트 [09233],40.1,27.7,67.8,1.0
09239,강북구,북서울꿈의숲 [09239],207.4,65.0,272.4,2.0
09240,강북구,꿈의숲롯데캐슬아파트 [09240],114.2,293.5,407.7,2.0
09243,강북구,경남아너스빌.꿈의숲해링턴아파트 [09243],197.3,143.0,340.3,2.0
09261,성북구,미아사거리역 [09261],560.3,528.0,1088.2,2.0
09271,강북구,북서울꿈의숲 [09271],51.0,330.9,381.9,2.0
09275,강북구,삼각산동삼각산아이원아파트후문 [09275],104.0,422.7,526.7,2.0
09286,강북구,우이동도선사입구 [09286],182.9,11.0,193.9,2.0
09295,강북구,삼각산동삼각산아이원아파트정문 [09295],335.1,366.4,701.4,2.0
09302,강북구,삼각산고.래미안트리베라 [09302],235.2,299.9,535.2,2.0
09303,성북구,삼각산고.래미안트리베라 [09303],109.1,45.4,154.5,1.0
10107,도봉구,서울북부지방법원.검찰청.도봉역성황당 [10107],141.5,66.3,207.9,1.0
10109,도봉구,도봉견인차량보관소 [10109],65.6,190.8,256.4,2.0
10116,도봉구,방학사거리 [10116],231.0,110.3,341.3,2.0
10117,도봉구,도봉보건소 [10117],57.2,35.6,92.9,1.0
10120,강북구,함석헌기념관.정의여중고 [10120],183.6,1082.8,1266.4,3.0
10121,도봉구,도봉구민회관 [10121],440.3,270.5,710.8,3.0
10122,도봉구,도봉구민회관 [10122],457.9,349.5,807.4,3.0
10124,강북구,쌍문역.쌍문시장 [10124],1617.0,3722.7,5339.7,3.0
10126,강북구,쌍문역 [10126],5685.5,2357.9,8043.5,5.0
10133,도봉구,도봉구청 [10133],620.7,359.1,979.8,5.0
10139,노원구,자운고등학교앞 [10139],249.9,307.4,557.3,4.0
10141,노원구,창동동아청솔아파트 [10141],156.9,178.3,335.2,4.0
10144,노원구,창동농협물류센터 [10144],386.3,878.0,1264.3,6.0
10149,노원구,창동주공19단지 [10149],221.2,90.2,311.3,3.0
10150,노원구,창동주공19단지 [10150],101.9,183.6,285.5,3.0
10151,노원구,창동주공18단지 [10151],234.2,46.2,280.4,3.0
10152,노원구,창동주공18단지 [10152],38.4,187.7,226.0,3.0
10156,도봉구,도봉역 [10156],210.4,59.7,270.1,2.0
10158,도봉구,노원교 [10158],57.3,62.5,119.8,2.0
10159,도봉구,노원교 [10159],35.1,122.7,157.8,2.0
10178,도봉구,쌍문동청구아파트 [10178],199.8,106.7,306.5,1.0
10184,강북구,연산군.정의공주묘 [10184],561.1,159.1,720.2,4.0
10186,도봉구,방학동신동아타워 [10186],859.2,376.1,1235.3,6.0
10189,도봉구,방학동신동아아파트 [10189],1150.5,304.3,1454.8,6.0
10190,도봉구,방학동신동아아파트 [10190],296.0,724.6,1020.6,6.0
10191,도봉구,국민은행방학지점 [10191],953.6,344.7,1298.3,6.0
10193,도봉구,신한은행방학동지점 [10193],1019.3,434.7,1454.0,8.0
10194,도봉구,신한은행방학동지점 [10194],262.7,833.0,1095.8,5.0
10195,도봉구,방학사거리 [10195],773.7,300.2,1073.9,8.0
10200,강북구,쌍문동청한빌라 [10200],801.8,75.2,877.0,4.0
10204,강북구,초당초등학교 [10204],855.9,226.2,1082.0,4.0
10206,강북구,방학동우성아파트 [10206],511.9,108.9,620.8,4.0
10210,강북구,쌍문동성원아파트 [10210],572.2,198.4,770.5,3.0
10213,도봉구,쌍문동현대.한양아파트 [10213],321.5,942.5,1264.0,5.0
10214,도봉구,쌍문동삼익금호1차아파트 [10214],1360.5,442.4,1802.9,4.0
10216,도봉구,도봉구보건소앞 [10216],465.9,357.2,823.0,3.0
10218,강북구,북서울교회 [10218],187.6,559.8,747.4,7.0
10221,강북구,덕성여대입구 [10221],645.0,1126.2,1771.2,7.0
10224,강북구,숭미초등학교 [10224],274.8,232.7,507.5,3.0
10231,노원구,도봉등기소 [10231],87.1,209.7,296.8,3.0
10232,노원구,도봉등기소 [10232],86.9,92.6,179.4,2.0
10234,노원구,창동역서측 [10234],1363.4,628.7,1992.0,1.0
10235,노원구,창4동주민센터 [10235],28.9,72.2,101.1,1.0
10241,노원구,창동주공4단지 [10241],433.8,401.7,835.5,2.0
10242,노원구,창동주공4단지 [10242],643.0,389.0,1032.0,2.0
10251,강북구,창동서울탁주앞 [10251],796.5,354.2,1150.7,5.0
10259,강북구,KT도봉지점 [10259],24.6,93.4,118.0,1.0
10265,노원구,창동역동측 [10265],2498.3,2143.5,4641.9,4.0
10313,강북구,금용아파트 [10313],96.8,36.6,133.4,2.0
10335,노원구,창동농협물류센터 [10335],74.0,860.1,934.1,4.0
10342,강북구,한국사회봉사회 [10342],183.0,46.5,229.5,4.0
10564,강북구,청구아파트 [10564],67.5,234.7,302.2,3.0
10706,노원구,창일중학교 [10706],72.2,86.2,158.4,1.0
10747,강북구,청구아파트 [10747],191.2,121.1,312.3,4.0
11101,중랑구,공릉시장 [11101],555.7,413.0,968.7,6.0
11103,중랑구,태릉입구역4번출구 [11103],534.2,588.5,1122.8,6.0
11104,중랑구,태릉입구역3번출구 [11104],431.6,384.6,816.2,5.0
11114,중랑구,주유소앞다운복지관 [11114],394.9,256.3,651.2,4.0
11117,중랑구,태릉입구역7번출구 [11117],1191.5,195.3,1386.8,4.0
11127,중랑구,원자력병원 [11127],516.0,538.6,1054.7,2.0
11134,중랑구,효성화운트빌원자력병원후문 [11134],216.7,520.6,737.3,3.0
11135,중랑구,우방아파트 [11135],546.6,611.3,1157.9,3.0
11138,중랑구,청솔아파트 [11138],157.9,469.8,627.7,3.0
11140,중랑구,화랑대사거리 [11140],171.9,226.5,398.4,3.0
11141,중랑구,화랑대사거리 [11141],208.0,634.1,842.1,3.0
11142,중랑구,경춘선숲길.화랑대역공원 [11142],84.8,375.2,460.0,3.0
11144,중랑구,서울여대.육군사관학교행정안내소 [11144],255.3,761.3,1016.6,3.0
11145,중랑구,서울여대.육군사관학교행정안내소 [11145],1068.1,274.2,1342.3,3.0
11146,중랑구,태릉국제사격장 [11146],4.8,17.3,22.1,3.0
11148,중랑구,태릉 [11148],6.0,16.4,22.3,3.0
11149,중랑구,태릉 [11149],25.5,6.3,31.7,3.0
11150,중랑구,태릉선수촌 [11150],3.9,20.8,24.7,3.0
11151,중랑구,태릉선수촌 [11151],12.5,4.3,16.8,3.0
11153,중랑구,한국스포츠정책과학원 [11153],52.0,7.9,59.9,3.0
11154,중랑구,삼육대앞 [11154],218.7,368.0,586.8,3.0
11158,중랑구,예수사랑교회 [11158],688.7,267.2,955.9,3.0
11159,노원구,서울과학기술대입구 [11159],436.8,399.6,836.4,6.0
11161,중랑구,공릉역1번출구 [11161],453.1,505.4,958.4,6.0
11162,중랑구,공릉역4번출구 [11162],392.9,466.9,859.8,6.0
11165,중랑구,공릉대동2차아파트 [11165],59.8,66.9,126.6,1.0
11166,노원구,노원문화원 [11166],53.5,28.1,81.6,1.0
11167,노원구,노원문화원 [11167],42.3,135.3,177.6,1.0
11168,노원구,용원초등학교 [11168],203.7,188.2,391.9,1.0
11180,노원구,상계주공9단지 [11180],188.2,351.8,540.0,7.0
11181,노원구,노원고등학교 [11181],134.5,201.0,335.4,6.0
11183,노원구,상계주공7단지 [11183],180.1,347.0,527.1,10.0
11184,노원구,대림아파트상가 [11184],868.1,654.0,1522.0,10.0
11185,노원구,도봉면허시험장 [11185],1511.3,989.4,2500.6,12.0
11186,노원구,도봉면허시험장 [11186],845.4,1487.3,2332.8,10.0
11188,노원구,상계주공7단지.광림교회앞 [11188],75.9,176.3,252.2,7.0
11189,노원구,상계10동우체국 [11189],210.6,112.5,323.1,5.0
11192,노원구,온곡중학교노원정보도서관 [11192],26.2,62.2,88.4,2.0
11196,도봉구,수락산역3번출구 [11196],1683.4,1098.7,2782.1,8.0
11197,도봉구,수락산역 [11197],620.6,995.4,1616.1,7.0
11198,도봉구,노일초등학교 [11198],1012.1,390.2,1402.3,9.0
11199,도봉구,노원초등학교 [11199],536.0,867.2,1403.2,9.0
11203,도봉구,수락리버시티아파트 [11203],38.3,51.1,89.4,2.0
11204,도봉구,수락중고등학교 [11204],303.1,138.1,441.1,5.0
11206,도봉구,은빛아파트2단지 [11206],347.1,291.5,638.6,5.0
11207,도봉구,홍파복지원미주아파트 [11207],218.2,274.9,493.1,5.0
11214,노원구,중앙하이츠2차아파트 [11214],388.7,661.3,1050.0,3.0
11215,노원구,상계중학교정문 [11215],355.7,237.0,592.7,3.0
11219,노원구,상계119안전센터 [11219],235.1,216.2,451.3,3.0
11220,노원구,상계동주유소 [11220],267.3,116.9,384.2,3.0
11225,노원구,흥안운수종점 [11225],398.7,3.5,402.2,3.0
11244,노원구,상계주공3단지 [11244],2229.0,1016.4,3245.4,11.0
11245,노원구,상계주공2단지 [11245],1015.3,704.4,1719.7,11.0
11248,노원구,마들근린공원.노원에코센터 [11248],403.1,188.9,592.0,3.0
11251,노원구,노원구청 [11251],519.6,674.8,1194.4,5.0
11255,노원구,상계주공6단지 [11255],804.1,1582.1,2386.1,10.0
11256,노원구,상계주공4단지 [11256],681.5,1187.3,1868.8,10.0
11257,노원구,백병원 [11257],959.6,1265.1,2224.7,10.0
11267,도봉구,상계주공15단지 [11267],702.6,386.4,1088.9,8.0
11268,도봉구,상계주공11단지 [11268],505.5,383.3,888.8,7.0
11269,노원구,상계주공10단지 [11269],456.2,268.6,724.8,7.0
11270,노원구,노원고등학교 [11270],114.4,123.7,238.1,4.0
11272,도봉구,상계주공14단지 [11272],137.0,565.6,702.5,8.0
11273,도봉구,상계주공12단지 [11273],780.3,793.9,1574.1,8.0
11279,노원구,광운대역 [11279],809.7,240.1,1049.8,4.0
11280,중랑구,월계현대아파트 [11280],176.9,201.6,378.5,4.0
11281,중랑구,월계현대아파트 [11281],338.4,264.3,602.7,5.0
11299,강북구,신창중학교후문 [11299],110.9,160.4,271.3,3.0
11301,강북구,염광고등학교 [11301],459.8,537.0,996.8,4.0
11302,노원구,월계주공1단지상가 [11302],516.6,267.8,784.4,4.0
11307,노원구,월계주공1단지 [11307],566.2,186.1,752.3,4.0
11310,노원구,월계주공108동앞롯데캐슬루나아파트 [11310],842.9,619.3,1462.1,7.0
11311,노원구,인덕대학 [11311],681.3,737.0,1418.3,5.0
11312,중랑구,한진한화그랑빌아파트 [11312],288.8,743.8,1032.6,10.0
11315,중랑구,한천초등학교 [11315],132.4,242.0,374.4,5.0
11319,중랑구,월계미륭아파트 [11319],134.8,236.9,371.7,5.0
11321,노원구,월계삼호아파트 [11321],35.6,181.2,216.8,5.0
11323,노원구,월계삼호4차아파트 [11323],46.9,183.4,230.3,5.0
11329,노원구,월계역1번출구 [11329],261.5,103.8,365.3,2.0
11331,노원구,월계119안전센터 [11331],573.9,645.9,1219.8,7.0
11332,노원구,신도브래뉴.한전노원변전소 [11332],137.9,136.4,274.3,7.0
11335,노원구,광운대학교 [11335],438.7,755.0,1193.8,4.0
11340,노원구,월계보건지소 [11340],956.4,680.0,1636.4,9.0
11347,노원구,상명고등학교.성원아파트 [11347],693.3,445.6,1138.9,6.0
11349,노원구,은행사거리 [11349],1198.1,700.9,1899.0,5.0
11350,노원구,양지근린공원 [11350],90.2,7.5,97.7,1.0
11354,노원구,중계주공10단지 [11354],1036.3,353.9,1390.2,5.0
11355,노원구,롯데우성아파트 [11355],534.0,894.3,1428.3,5.0
11357,노원구,중계구민체육센터 [11357],452.7,203.3,656.0,5.0
11359,노원구,을지중학교 [11359],8.1,315.5,323.6,1.0
11361,노원구,청암중.고등학교 [11361],38.5,221.4,259.9,1.0
11364,노원구,중계주공5단지514동 [11364],470.4,54.7,525.1,1.0
11366,노원구,중계역 [11366],703.4,849.8,1553.2,12.0
11367,노원구,노원구민회관 [11367],1029.7,1363.2,2392.9,11.0
11368,노원구,건영옴니백화점 [11368],149.9,123.4,273.3,2.0
11369,노원구,브라운스톤중계.우리은행앞 [11369],146.1,149.2,295.3,2.0
11370,노원구,서울아이티고등학교 [11370],3.9,45.8,49.7,1.0
11371,노원구,서울아이티고등학교 [11371],46.3,2.6,48.9,1.0
11372,노원구,어린이교통공원 [11372],1079.2,135.6,1214.8,3.0
11373,노원구,중계역 [11373],662.8,677.0,1339.8,12.0
11375,노원구,중계건영2차아파트 [11375],144.6,1282.3,1426.9,5.0
11376,노원구,중계역2번출구 [11376],1647.0,384.2,2031.1,5.0
11377,노원구,상명초등학교 [11377],237.7,400.1,637.8,4.0
11378,노원구,중계3단지목련아파트 [11378],232.0,312.5,544.5,4.0
11379,노원구,상명고등학교 [11379],362.1,585.9,948.0,6.0
11380,노원구,목련아파트상가 [11380],511.4,431.4,942.8,4.0
11381,노원구,중계목화아파트4단지 [11381],285.3,310.8,596.1,4.0
11382,노원구,용동초등학교 [11382],30.5,153.9,184.4,2.0
11386,노원구,홈플러스중계점 [11386],1.0,169.3,170.4,2.0
11395,노원구,중계주공2단지 [11395],819.0,887.2,1706.2,3.0
11398,노원구,중계1동주민센터 [11398],1883.1,241.4,2124.5,3.0
11403,노원구,노원문화예술회관.불암초등학교 [11403],703.6,1155.9,1859.5,5.0
11404,노원구,영신여자고등학교입구 [11404],324.5,7.1,331.6,3.0
11408,노원구,노원우체국 [11408],974.7,3.7,978.4,5.0
11415,노원구,대림벽산아파트 [11415],1.3,167.7,169.0,1.0
11416,노원구,하계역 [11416],1129.3,1060.4,2189.7,11.0
11417,노원구,하계미성아파트 [11417],413.4,743.3,1156.6,7.0
11418,중랑구,서울과학기술대앞 [11418],249.0,383.9,632.9,4.0
11419,노원구,중계주공9단지후문 [11419],4.8,66.4,71.2,1.0
11420,노원구,중계주공9단지후문 [11420],16.1,20.0,36.2,1.0
11421,노원구,삼익선경아파트후문.시립과학관 [11421],32.4,43.1,75.5,1.0
11425,노원구,하계미성아파트.을지병원 [11425],2348.0,672.3,3020.3,7.0
11426,노원구,하계역 [11426],1121.9,1920.4,3042.3,6.0
11429,노원구,한성여객종점 [11429],101.4,272.0,373.4,5.0
11433,노원구,대진고등학교 [11433],173.2,669.7,842.9,4.0
11434,노원구,골마을근린공원 [11434],792.8,595.1,1387.8,4.0
11440,노원구,동천학교 [11440],186.0,167.3,353.3,2.0
11442,노원구,하계현대아파트 [11442],342.3,298.6,640.9,4.0
11446,노원구,한천중학교 [11446],196.8,174.7,371.5,4.0
11447,노원구,하계역 [11447],1274.4,953.6,2228.0,12.0
11448,노원구,하계장미아파트 [11448],837.9,484.7,1322.7,8.0
11451,노원구,중평초등학교 [11451],30.4,4.3,34.7,1.0
11452,노원구,하계극동아파트 [11452],459.4,385.9,845.3,9.0
11453,노원구,하계시영아파트 [11453],274.4,1115.8,1390.2,8.0
11455,노원구,하계장미아파트 [11455],763.6,2158.9,2922.4,11.0
11456,노원구,중평초등학교 [11456],54.0,39.7,93.7,2.0
11458,노원구,중계1동신안아파트 [11458],289.0,10.3,299.3,1.0
11464,중랑구,월계미성아파트 [11464],300.2,93.4,393.5,5.0
11469,노원구,하계1치안센터 [11469],1.5,52.2,53.7,1.0
11470,노원구,하계1치안센터 [11470],46.8,1.4,48.2,1.0
11503,도봉구,수락리버시티3.4단지 [11503],437.4,82.6,520.0,3.0
12106,은평구,연신내역 [12106],1234.3,1263.4,2497.7,5.0
12107,은평구,선일하이츠빌라 [12107],44.4,78.0,122.4,1.0
12109,은평구,세명컴퓨터고등학교 [12109],68.8,95.3,164.1,1.0
12111,은평구,구파발역2번출구 [12111],3228.0,2052.9,5281.0,10.0
12113,은평구,구파발역.롯데몰 [12113],36.3,1433.3,1469.6,3.0
12119,은평구,연신내역 [12119],1181.7,544.2,1725.9,6.0
12128,은평구,서부병원 [12128],991.5,1333.5,2325.0,12.0
12129,은평구,신진과학기술고교.이마트은평점 [12129],831.0,825.6,1656.6,7.0
12133,은평구,서부병원 [12133],1504.5,1263.8,2768.2,12.0
12134,은평구,은평세무서 [12134],855.2,928.6,1783.8,11.0
12138,은평구,역촌역역촌오거리 [12138],1352.6,1151.4,2504.0,7.0
12139,은평구,삼성타운 [12139],390.8,772.1,1162.9,6.0
12140,은평구,구산역1번출구.예일여고 [12140],548.4,1158.9,1707.3,5.0
12141,은평구,역촌중앙시장 [12141],470.0,726.1,1196.1,6.0
12145,은평구,806의무경찰대.우남아파트 [12145],99.4,359.6,459.0,3.0
12146,은평구,806의무경찰대.우남아파트 [12146],342.3,83.3,425.6,3.0
12147,은평구,선정중고등학교 [12147],496.7,251.8,748.5,3.0
12148,은평구,선진운수종점 [12148],2533.9,501.2,3035.0,12.0
12150,은평구,역촌중앙시장 [12150],780.1,400.8,1180.9,6.0
12151,은평구,구산역2번출구.예일여고 [12151],1338.5,992.0,2330.5,5.0
12152,은평구,하나은행역촌동지점 [12152],570.2,478.8,1049.0,5.0
12154,은평구,녹번초등학교.은평세무서 [12154],427.8,299.9,727.7,3.0
12155,은평구,응암초등학교 [12155],486.6,413.2,899.8,6.0
12157,은평구,응암오거리 [12157],1011.2,1362.0,2373.2,9.0
12158,은평구,신사초등학교 [12158],1094.1,644.8,1738.9,4.0
12159,은평구,신사동고개사거리 [12159],91.2,294.5,385.7,2.0
12160,은평구,신사동고개사거리 [12160],657.2,400.7,1058.0,4.0
12163,은평구,은평문화예술정보학교 [12163],671.9,480.5,1152.4,6.0
12165,은평구,대림시장 [12165],855.6,951.5,1807.0,5.0
12166,은평구,대림시장 [12166],1553.5,672.1,2225.6,5.0
12172,마포구,증산종합시장.증산중학교입구 [12172],573.3,465.2,1038.5,8.0
12173,마포구,증산종합시장.증산중학교입구 [12173],798.1,881.1,1679.1,8.0
12175,은평구,와산교 [12175],402.1,459.0,861.2,8.0
12177,은평구,신흥시장 [12177],570.6,578.2,1148.8,6.0
12181,은평구,구산역2번출구.예일여고 [12181],517.6,868.5,1386.1,5.0
12182,은평구,구산역1번출구 [12182],1244.4,694.2,1938.6,7.0
12184,은평구,연신내역.로데오거리 [12184],1307.2,4458.6,5765.8,8.0
12185,은평구,연서시장 [12185],3372.6,857.9,4230.5,7.0
12186,은평구,종로약국 [12186],400.9,754.1,1155.0,7.0
12187,은평구,불광지구대 [12187],333.1,1278.7,1611.9,6.0
12189,은평구,은평경찰서 [12189],383.6,684.4,1068.0,8.0
12190,은평구,폭포동 [12190],162.4,598.1,760.5,5.0
12192,은평구,신도중학교 [12192],539.7,246.2,786.0,5.0
12195,은평구,은평노인종합복지관.신도중학교 [12195],246.8,768.0,1014.7,5.0
12197,은평구,폭포동.은평노인종합복지관 [12197],718.6,254.5,973.1,5.0
12198,은평구,은평경찰서 [12198],975.9,470.1,1446.1,8.0
12199,은평구,연신초등학교 [12199],1585.3,295.3,1880.6,6.0
12200,은평구,불광지구대 [12200],1363.2,335.4,1698.6,6.0
12202,은평구,연서시장 [12202],1402.6,2735.3,4137.9,7.0
12204,은평구,은평연세병원 [12204],642.4,551.0,1193.4,8.0
12205,은평구,구산역4번출구 [12205],324.0,567.3,891.3,5.0
12207,은평구,역말사거리 [12207],763.7,732.2,1496.0,5.0
12208,은평구,역촌초등학교 [12208],329.0,409.5,738.5,4.0
12209,은평구,응암역2번출구 [12209],219.5,443.1,662.6,4.0
12225,은평구,불광롯데캐슬아파트 [12225],213.1,145.8,358.9,2.0
12227,은평구,진관초교입구 [12227],21.1,11.3,32.4,6.0
12229,은평구,푸르지오625동앞.관음사입구 [12229],209.7,11.4,221.0,6.0
12230,은평구,삼천리골입구56사단북한산부대 [12230],102.3,258.1,360.5,6.0
12232,은평구,흥국사 [12232],0.8,108.2,109.1,2.0
12234,은평구,북한산성입구 [12234],371.8,8.0,379.8,2.0
12235,은평구,흥국사 [12235],49.7,1.7,51.4,2.0
12236,은평구,백화사 [12236],101.2,8.7,109.9,2.0
12237,은평구,삼천리골입구56사단북한산부대 [12237],121.8,52.0,173.8,6.0
12238,은평구,진관초교관음사입구 [12238],19.8,153.1,173.0,5.0
12239,은평구,푸르지오618동앞.관음사입구 [12239],3.0,87.6,90.5,5.0
12240,은평구,진관중고교약수사입구 [12240],4.4,40.6,44.9,5.0
12243,은평구,이마트.은평점 [12243],313.8,342.0,655.8,2.0
12247,은평구,대조시장앞 [12247],135.8,402.9,538.7,2.0
12249,은평구,불광역.불광1동주민센터 [12249],1795.8,493.9,2289.7,3.0
12250,은평구,독박골.북한산래미안APT앞 [12250],213.0,239.0,452.0,3.0
12251,은평구,구기터널입구 [12251],40.6,256.3,296.9,3.0
12257,은평구,역촌오거리 [12257],146.0,301.2,447.3,4.0
12258,은평구,역촌역1번출구 [12258],167.0,257.6,424.6,2.0
12260,은평구,이마트.은평점 [12260],269.9,263.8,533.7,2.0
12264,은평구,백련산힐스테이트4차 [12264],206.9,354.0,560.9,7.0
12266,서대문구,충암고교앞.대주피오레아파트 [12266],318.4,128.1,446.6,6.0
12267,은평구,백련산힐스테이트2차 [12267],414.8,239.4,654.1,7.0
12280,은평구,불광대호아파트 [12280],133.1,179.6,312.7,2.0
12285,은평구,불광중학교 [12285],140.0,298.8,438.8,2.0
12289,은평구,북한산수자인아파트 [12289],187.9,185.4,373.4,2.0
12294,은평구,불광초등학교 [12294],436.8,921.7,1358.5,3.0
12295,은평구,신사동고개사거리 [12295],186.7,440.8,627.5,3.0
12296,은평구,백련산SK뷰아이파크아파트 [12296],740.8,428.2,1168.9,4.0
12304,은평구,신진과학기술고등학교 [12304],939.4,1060.1,1999.5,6.0
12305,은평구,응암시장 [12305],766.6,875.3,1641.9,5.0
12307,은평구,서서울농협본점 [12307],633.3,460.0,1093.3,5.0
12308,은평구,신진과학기술고등학교 [12308],914.8,570.0,1484.8,5.0
12309,은평구,서부경찰서 [12309],337.2,214.6,551.8,2.0
12310,마포구,디지털미디어시티역 [12310],1338.1,455.6,1793.8,5.0
12314,마포구,덕은교.은평차고지앞 [12314],17.1,201.4,218.5,9.0
12315,마포구,덕은교.은평차고지앞 [12315],491.2,196.4,687.6,13.0
12316,마포구,수색교 [12316],55.1,2.0,57.1,1.0
12318,마포구,수색역 [12318],8.0,223.4,231.4,1.0
12319,마포구,디지털미디어시티역 [12319],41.5,541.7,583.2,1.0
12337,은평구,현대아파트앞 [12337],199.6,615.2,814.8,2.0
12350,은평구,제각말5단지.은편뉴타운도서관 [12350],43.8,791.1,834.9,4.0
12351,은평구,제가말5단지.은펑뉴타운도서관 [12351],854.5,76.0,930.5,4.0
12361,은평구,연신초등학교 [12361],66.9,255.6,322.5,2.0
12364,마포구,증산역.증산동주민센터 [12364],734.9,1483.6,2218.5,8.0
12365,은평구,연신초등학교.연신내성당 [12365],145.7,54.5,200.3,2.0
12366,은평구,신사동고개 [12366],184.1,1015.9,1200.0,7.0
12368,은평구,신사동고개 [12368],275.2,137.2,412.3,2.0
12381,은평구,녹번역 [12381],1113.1,5012.4,6125.6,15.0
12422,마포구,연서중학교입구 [12422],194.7,224.0,418.7,8.0
12423,마포구,연서중학교입구 [12423],106.5,258.8,365.3,7.0
12424,은평구,지축교앞 [12424],1.7,39.5,41.2,7.0
12425,은평구,지축교앞 [12425],91.3,7.6,99.0,8.0
12426,은평구,진관중고교약수사입구 [12426],36.6,5.5,42.2,6.0
12427,은평구,응암3동주민센터 [12427],292.2,793.3,1085.5,6.0
12429,은평구,롯데캐슬823동앞 [12429],249.7,945.0,1194.7,8.0
12430,은평구,진관중고교.약수사앞 [12430],580.6,137.4,718.0,4.0
12431,은평구,아이파크701동앞 [12431],92.3,563.6,655.9,4.0
12432,은평구,푸르지오621동앞 [12432],851.2,175.3,1026.5,3.0
12436,은평구,래미안909동앞 [12436],925.6,522.7,1448.3,8.0
12437,은평구,하나고.삼천사.진관사입구 [12437],138.4,843.3,981.7,4.0
12441,은평구,입곡삼거리 [12441],13.6,90.3,104.0,2.0
12442,은평구,아이파크709동앞 [12442],108.5,5.5,114.1,1.0
12445,은평구,은진초교입구 [12445],176.9,119.8,296.7,3.0
12446,은평구,은진초교입구 [12446],80.8,225.2,306.0,3.0
12447,은평구,은평구민체육센터앞 [12447],103.5,106.1,209.6,3.0
12448,은평구,은평구민체육센터앞 [12448],112.4,181.4,293.8,3.0
12449,은평구,신도초중교입구.한국고전번역원 [12449],356.7,136.8,493.5,3.0
12450,은평구,신도초중교입구.한국고전번역원 [12450],267.8,391.5,659.3,3.0
12453,은평구,아이파크714동앞 [12453],75.2,723.5,798.7,4.0
12455,은평구,푸르지오604동앞 [12455],88.3,438.1,526.4,3.0
12456,은평구,푸르지오614동앞 [12456],63.5,219.6,283.1,3.0
12457,은평구,아이파크708동앞 [12457],1108.1,110.4,1218.5,3.0
12458,은평구,진관동주민센터 [12458],630.0,110.5,740.4,3.0
12459,은평구,진관동주민센터 [12459],79.5,428.2,507.7,3.0
12460,은평구,동부센트레빌324동앞 [12460],193.1,212.2,405.3,3.0
12461,은평구,두산위브253동앞 [12461],87.0,212.0,299.0,3.0
12462,은평구,동부센트레빌320동앞 [12462],266.1,458.4,724.6,3.0
12463,은평구,신도초교.은평메디텍고등학교 [12463],687.8,449.5,1137.3,3.0
12464,은평구,하나고.삼천사.진관사입구 [12464],1095.9,120.6,1216.5,4.0
12465,은평구,두산위브205동앞 [12465],384.9,191.9,576.9,3.0
12466,은평구,래미안922동앞 [12466],505.0,8.8,513.8,4.0
12467,은평구,롯데캐슬820동앞 [12467],7.2,219.5,226.8,4.0
12471,은평구,기자촌11단지앞 [12471],40.7,569.7,610.4,4.0
12472,은평구,수국사입구 [12472],313.6,53.1,366.7,2.0
12474,은평구,신도초교.은평메디텍고등학교 [12474],278.2,483.7,762.0,3.0
12498,은평구,덕산중학교.씨티아파트 [12498],186.9,56.7,243.6,1.0
12499,은평구,덕산중학교.두산위브아파트 [12499],78.1,246.9,325.0,1.0
13019,서대문구,동교동삼거리 [13019],1649.5,2351.9,4001.4,19.0
13023,서대문구,신촌오거리신촌역 [13023],1743.2,1826.0,3569.1,15.0
13025,서대문구,이대역 [13025],1554.1,2546.1,4100.2,17.0
13042,용산구,웨딩타운 [13042],1371.5,1565.6,2937.1,19.0
13044,용산구,아현역 [13044],2040.9,3096.2,5137.1,19.0
13109,마포구,사천교 [13109],2032.5,2843.6,4876.1,18.0
13113,서대문구,서대문우체국 [13113],114.2,64.5,178.7,1.0
13114,서대문구,연세대학교앞 [13114],1057.1,2527.1,3584.1,12.0
13115,서대문구,연대앞 [13115],217.7,31.1,248.8,1.0
13116,서대문구,세브란스병원 [13116],1510.7,1618.5,3129.2,11.0
13117,서대문구,세브란스병원 [13117],150.3,36.5,186.8,1.0
13118,서대문구,이대부중 [13118],118.7,598.2,716.9,3.0
13119,서대문구,이대부중 [13119],723.9,1035.8,1759.7,5.0
13120,서대문구,이대부고 [13120],932.3,1067.2,1999.5,9.0
