ARS,자치구,정류장이름,승차_일평균,하차_일평균,승하차_일평균,경유노선수
06181,동대문구,용두시장앞 [06181],127.9,398.2,526.2,4.0
06182,동대문구,서울시동부병원 [06182],826.1,741.7,1567.8,6.0
06183,동대문구,서울시동부병원 [06183],594.0,514.3,1108.3,5.0
06184,동대문구,동아제약앞 [06184],746.0,466.9,1213.0,4.0
06185,동대문구,동아제약앞 [06185],727.9,791.5,1519.4,5.0
06186,동대문구,떡전교앞 [06186],932.1,907.0,1839.1,7.0
06187,동대문구,떡전교앞 [06187],1453.0,1447.5,2900.6,9.0
06195,동대문구,미드카운티아파트.청솔우성아파트 [06195],1115.6,830.3,1945.9,6.0
06198,동대문구,답십리초등학교.현대시장 [06198],897.9,482.7,1380.6,4.0
06204,동대문구,동대문중학교 [06204],522.6,314.1,836.8,6.0
06205,동대문구,동대문중학교 [06205],420.5,840.0,1260.5,6.0
06206,동대문구,전농래미안크레시티아파트 [06206],850.9,503.7,1354.7,6.0
06208,동대문구,전농사거리 [06208],317.9,457.2,775.1,5.0
06211,동대문구,"배봉초등학교,전농우성아파트 [06211]",460.6,1054.7,1515.3,4.0
06212,동대문구,장안2동주민센터 [06212],1215.0,1089.2,2304.2,8.0
06214,중랑구,장안교앞 [06214],579.1,895.5,1474.6,8.0
06215,중랑구,장안교은석초등학교 [06215],754.0,443.4,1197.4,6.0
06216,동대문구,청량리역6번출구 [06216],229.5,1766.4,1995.9,4.0
06217,동대문구,청량리역6번출구 [06217],825.5,249.6,1075.1,3.0
06218,동대문구,롯데캐슬노블레스 [06218],564.9,593.8,1158.7,4.0
06220,동대문구,래미안크레시티.답십리도서관 [06220],587.1,361.3,948.5,4.0
06222,동대문구,답십리래미안위브아파트 [06222],98.5,203.5,302.0,2.0
06223,동대문구,답십리래미안미드카운티 [06223],405.4,202.1,607.6,2.0
06224,동대문구,답십리종합상가 [06224],151.1,224.0,375.0,2.0
06227,동대문구,답십리2동한양아파트앞 [06227],200.3,362.5,562.8,5.0
06228,동대문구,답십리2동한양아파트앞 [06228],162.9,299.8,462.7,3.0
06229,동대문구,동답한신.대림아파트동대문체육관 [06229],145.8,442.1,587.9,5.0
06231,동대문구,촬영소사거리.세양청마루아파트앞 [06231],459.9,245.5,705.4,3.0
06232,동대문구,동대문구.성동구선거관린위원회 [06232],382.5,861.8,1244.3,4.0
06233,동대문구,동대문구.성동구선거관린위원회 [06233],422.6,207.2,629.8,3.0
06234,동대문구,장안사거리 [06234],842.6,393.5,1236.1,3.0
06235,동대문구,국민은행장안동지점 [06235],1674.1,1131.4,2805.5,3.0
06237,동대문구,장안동근린공원 [06237],507.0,343.1,850.1,3.0
06238,동대문구,장안동근린공원 [06238],208.6,489.5,698.0,4.0
06242,동대문구,새서울병원 [06242],804.8,697.0,1501.9,4.0
06244,동대문구,장안동삼성쉐르빌아파트 [06244],1992.0,590.3,2582.3,3.0
06245,동대문구,힐스테이트장안센트럴 [06245],178.2,807.0,985.3,3.0
06246,동대문구,현대벤처빌 [06246],2087.9,529.1,2617.0,3.0
06247,동대문구,현대벤처빌 [06247],309.9,1100.6,1410.5,3.0
06248,동대문구,우리은행장안지점앞 [06248],623.9,1630.6,2254.4,3.0
06249,동대문구,우리은행장안지점앞 [06249],339.7,671.0,1010.8,3.0
06250,동대문구,북한연구소앞 [06250],222.2,253.9,476.1,3.0
06251,동대문구,장한평역 [06251],1547.3,4054.7,5602.0,2.0
06252,동대문구,장한평역 [06252],3846.5,761.7,4608.3,3.0
06253,중랑구,신이문역 [06253],1129.8,989.7,2119.5,3.0
06254,중랑구,이문동현대아파트앞 [06254],289.3,508.5,797.8,4.0
06255,중랑구,이문동현대아파트 [06255],440.1,257.1,697.3,4.0
06256,중랑구,휘경2동주민센터 [06256],136.7,611.3,748.0,2.0
06257,중랑구,휘경2동주민센터 [06257],596.3,175.0,771.3,2.0
06258,중랑구,동부아동보호전문기관.동대부중고 [06258],165.0,43.6,208.6,2.0
06259,중랑구,장안삼성래미안2차아파트 [06259],200.6,64.5,265.1,2.0
06260,광진구,장안삼성래미안2차아파트.성복교회 [06260],67.0,53.8,120.8,2.0
06262,광진구,구민회관앞 [06262],366.8,137.0,503.8,2.0
06276,동대문구,국방연구원 [06276],242.4,393.9,636.3,2.0
06278,동대문구,세종대왕기념관 [06278],227.0,59.6,286.6,2.0
06279,동대문구,세종대왕기념관 [06279],73.4,113.0,186.5,2.0
06280,동대문구,영휘원사거리.(구)홍릉사거리 [06280],375.6,85.9,461.5,3.0
06285,동대문구,현대코아 [06285],462.1,462.5,924.7,4.0
06290,동대문구,제기시장 [06290],109.8,80.2,190.0,2.0
06297,동대문구,청량리한신아파트.청량사입구 [06297],188.5,27.0,215.6,1.0
06300,동대문구,제기동천주교회 [06300],112.1,188.4,300.5,1.0
06301,중랑구,이문동쌍용아파트 [06301],232.9,155.0,387.9,2.0
06304,동대문구,전농동SK아파트 [06304],841.6,721.4,1563.0,5.0
06309,동대문구,휘경공고휘경주공아파트 [06309],330.0,223.6,553.6,3.0
06310,성동구,e편한세상청계센트럴포레아파트 [06310],715.4,386.3,1101.8,4.0
06315,동대문구,청량리미주상가앞 [06315],161.0,963.0,1124.0,5.0
06316,동대문구,동대문구청.용두역 [06316],88.3,263.6,352.0,2.0
06320,동대문구,회기동현대아파트 [06320],785.3,762.7,1548.0,6.0
06321,동대문구,우산빌딩앞 [06321],580.3,926.0,1506.2,6.0
06349,동대문구,청량리한신아파트 [06349],150.5,596.0,746.4,2.0
06357,동대문구,동대문노인종합복지관 [06357],84.4,134.9,219.3,2.0
06417,동대문구,동일스위트리버앞.휘봉고교 [06417],456.5,410.2,866.7,5.0
06418,동대문구,청량리수산시장 [06418],1179.6,1495.6,2675.2,8.0
06419,중랑구,휘봉초등학교 [06419],50.8,11.2,62.0,1.0
06422,동대문구,휘경미소지움아파트 [06422],294.9,365.8,660.6,2.0
06423,중랑구,서울반도체고교.휘경주공아파트 [06423],120.0,196.8,316.8,2.0
06426,동대문구,청량리수산시장 [06426],4566.3,2944.0,7510.3,18.0
06500,동대문구,답십리역 [06500],354.5,4.3,358.8,1.0
06501,중랑구,"서울가든아파트,한국산업인력공단 [06501]",109.9,138.2,248.0,1.0
06503,동대문구,농협답십리지점 [06503],123.1,4.7,127.8,1.0
06504,중랑구,"동일하이빌,현대베스트빌아파트 [06504]",84.0,8.1,92.0,1.0
06507,동대문구,청계한신휴플러스 [06507],391.0,249.2,640.2,4.0
06511,동대문구,한신휴플러스정문 [06511],71.1,51.7,122.8,1.0
06524,동대문구,휘경여중고.휘경주공아파트 [06524],546.3,17.6,563.9,1.0
06537,동대문구,시립대입구 [06537],99.8,107.9,207.7,1.0
06539,동대문구,외대앞 역 [06539],764.6,351.3,1115.9,1.0
06546,동대문구,회기역종점 [06546],1259.9,1108.5,2368.3,1.0
06557,성북구,신설동역1번출구 [06557],927.4,163.6,1090.9,1.0
06575,동대문구,서울시립대 [06575],104.8,55.0,159.8,1.0
06576,동대문구,영광빌딩 [06576],54.3,36.6,91.0,1.0
06578,동대문구,신성미소지움아파트 [06578],174.3,77.3,251.5,1.0
06580,동대문구,동대문해병전우회 [06580],80.2,51.0,131.2,1.0
06774,동대문구,신설동로터리.서울풍물시장 [06774],368.1,483.9,852.0,2.0
06776,동대문구,경동시장사거리 [06776],1361.1,746.4,2107.5,6.0
06779,동대문구,동답초교.대림아파트 [06779],703.6,553.1,1256.8,5.0
06781,동대문구,정화여중.정화고등학교 [06781],68.1,48.8,116.8,1.0
07101,중랑구,극동늘푸른아파트 [07101],409.4,295.4,704.8,4.0
07102,중랑구,묵동자이.신도브래뉴아파트 [07102],302.6,291.7,594.3,4.0
07103,중랑구,묵동삼거리.먹골역 [07103],388.2,213.6,601.8,4.0
07104,중랑구,먹골역. 묵동자이아파트 [07104],265.0,359.0,624.0,4.0
07105,중랑구,한국전력동부지사 [07105],732.9,711.7,1444.7,7.0
07107,중랑구,지하철7호선중화역 [07107],1200.3,1095.4,2295.8,7.0
07108,중랑구,지하철7호선중화역 [07108],1095.2,1004.3,2099.6,7.0
07109,중랑구,국민은행중화동지점 [07109],1102.6,796.9,1899.5,7.0
07113,중랑구,면목2동주민센터 [07113],388.6,435.0,823.6,7.0
07119,중랑구,면목신우아파트 [07119],117.2,131.5,248.7,4.0
07120,중랑구,면목신우아파트 [07120],68.7,254.1,322.8,4.0
07122,중랑구,경남아너스빌아파트앞 [07122],402.7,355.0,757.6,6.0
07130,중랑구,지하철7호선상봉역 [07130],302.6,245.8,548.4,1.0
07132,중랑구,지하철7호선상봉역 [07132],256.7,49.0,305.7,1.0
07144,중랑구,서울우유앞 [07144],240.7,549.4,790.1,3.0
07149,중랑구,동부시장남문입구 [07149],566.0,469.1,1035.1,2.0
07179,중랑구,지하철7호선사가정역 [07179],860.6,762.6,1623.2,6.0
07196,중랑구,용마문화복지센터.서일대후문 [07196],320.4,654.0,974.4,4.0
07197,중랑구,중화중학교 [07197],235.6,612.1,847.8,5.0
07201,중랑구,한양수자인사가정파크 [07201],126.4,261.5,387.9,3.0
07206,중랑구,용마폭포공원 [07206],159.8,326.0,485.8,4.0
07208,중랑구,용마산역 [07208],517.3,406.1,923.5,4.0
07214,중랑구,묵1동주민센터입구.먹골역 [07214],1045.9,406.1,1452.0,3.0
07218,중랑구,면목2동한신아파트 [07218],393.5,136.7,530.2,3.0
07219,중랑구,면목2동한신아파트 [07219],111.2,201.3,312.5,2.0
07221,중랑구,면목5동 [07221],243.0,119.5,362.5,3.0
07222,중랑구,동서그랜드맨션 [07222],468.7,591.0,1059.7,5.0
07226,중랑구,면목복개천 [07226],148.3,557.3,705.7,4.0
07234,중랑구,면목마젤란아파트 [07234],40.0,72.9,113.0,1.0
07237,중랑구,녹색병원입구 [07237],46.6,51.6,98.1,1.0
07239,중랑구,면목두산1차.사가정아이파크 [07239],42.1,49.6,91.7,1.0
07242,중랑구,사가정센트럴아이파크아파트 [07242],527.1,521.8,1049.0,8.0
07243,중랑구,홈플러스면목동점 [07243],756.5,680.6,1437.0,9.0
07247,중랑구,사가정역 [07247],995.3,1443.2,2438.5,7.0
07253,중랑구,지하철7호선중화역3번출구 [07253],2122.6,676.3,2798.9,5.0
07262,중랑구,쌍용아파트신내테크노타운앞 [07262],309.7,732.3,1042.0,8.0
07263,중랑구,엘지아파트앞 [07263],392.2,193.6,585.8,7.0
07267,중랑구,중랑구청 [07267],1829.7,857.5,2687.2,7.0
07268,중랑구,중랑구청 [07268],734.4,1824.5,2558.9,8.0
07273,중랑구,중랑구청사거리 [07273],1780.0,960.9,2740.9,9.0
07275,중랑구,신내동성3차아파트 [07275],551.9,730.2,1282.1,10.0
07276,중랑구,신내동성1.2차아파트 [07276],580.7,1054.3,1635.0,10.0
07280,중랑구,신내9단지아파트.서울의료원 [07280],657.9,845.6,1503.5,11.0
07294,중랑구,지하철6호선화랑대역 [07294],498.2,731.2,1229.4,5.0
07296,중랑구,봉화산역2번출구 [07296],358.8,1885.5,2244.2,7.0
07299,중랑구,새우개마을 [07299],68.0,6.6,74.5,4.0
07303,중랑구,신내교회.신내데시앙아파트 [07303],1462.3,153.1,1615.4,8.0
07309,중랑구,상봉터미널 [07309],1046.7,235.6,1282.3,4.0
07311,중랑구,망우3동주민센터.혜원여중고후문 [07311],331.3,224.9,556.1,2.0
07332,중랑구,양원역입구 [07332],286.8,273.8,560.6,4.0
07346,중랑구,면목아남아파트 [07346],55.2,50.7,105.9,1.0
07355,중랑구,송곡여고양원역 [07355],215.2,70.1,285.3,1.0
07372,중랑구,묵동교 [07372],126.6,21.2,147.8,1.0
07421,중랑구,양원역 [07421],268.6,193.2,461.9,1.0
07426,중랑구,먹골역 [07426],600.5,1027.0,1627.5,7.0
07433,중랑구,서울의료원후문 [07433],355.2,193.5,548.7,9.0
07435,중랑구,신내데시앙아파트후문 [07435],368.1,57.4,425.5,9.0
07443,중랑구,망우역사문화공원 [07443],5.6,43.2,48.8,1.0
07444,중랑구,망우역사문화공원 [07444],13.6,32.6,46.2,1.0
07446,중랑구,신내SKV1센터 [07446],212.1,224.3,436.5,6.0
07452,중랑구,신내데시앙포레아파트220동앞 [07452],165.3,358.9,524.2,6.0
07453,중랑구,신내데시앙포레아파트220동앞 [07453],558.6,42.1,600.7,6.0
07454,중랑구,신내데시앙포레아파트정문앞 [07454],82.7,914.1,996.8,6.0
07455,중랑구,새솔초등학교입구 [07455],949.2,29.8,979.0,6.0
07456,중랑구,새솔초등학교 [07456],9.2,617.1,626.3,6.0
07457,중랑구,중랑경찰서정문.우디안101동앞 [07457],6.9,428.0,434.9,2.0
07458,중랑구,중랑경찰서정문.우디안101동앞 [07458],679.0,5.3,684.2,2.0
07460,중랑구,신내우디안아파트107동앞 [07460],603.6,4.6,608.2,2.0
07466,중랑구,늘푸른근린공원 [07466],536.0,613.1,1149.0,7.0
08101,성북구,숭곡초교입구 [08101],765.5,844.8,1610.2,6.0
08104,강북구,장위동그린빌아파트 [08104],53.4,226.4,279.8,2.0
08105,강북구,북서울꿈의숲 [08105],511.4,665.2,1176.6,5.0
08106,강북구,장월초등학교 [08106],576.6,684.4,1260.9,5.0
08108,성북구,국민대앞 [08108],35.4,1705.7,1741.1,4.0
08110,성북구,국민대학교앞 [08110],2331.4,1951.4,4282.8,5.0
08112,성북구,청덕초교 [08112],926.9,1947.9,2874.8,8.0
08113,성북구,북악중학교 [08113],1347.7,230.1,1577.9,7.0
08114,성북구,고려대사범대학부속고등학교 [08114],405.3,1368.9,1774.3,7.0
08115,성북구,봉국사 [08115],146.9,261.2,408.0,8.0
08116,성북구,봉국사 [08116],260.1,459.0,719.0,7.0
08117,성북구,정릉2동주민센터 [08117],782.1,776.2,1558.3,7.0
08118,성북구,정릉2동주민센터 [08118],954.7,782.2,1736.9,6.0
08119,성북구,숭덕초교 [08119],2515.0,2161.3,4676.2,11.0
08120,성북구,숭덕초교 [08120],2239.3,1930.8,4170.1,13.0
08121,성북구,정릉길음시장 [08121],2483.5,1546.7,4030.2,11.0
08122,성북구,정릉길음시장.길음뉴타운9단지 [08122],218.0,546.2,764.2,4.0
08123,성북구,돈암동삼성아파트입구 [08123],1960.5,3131.5,5091.9,7.0
08128,성북구,KT월곡지사 [08128],259.0,197.2,456.2,5.0
08129,성북구,KT월곡지사 [08129],752.9,624.3,1377.2,5.0
08130,성북구,종암SK아파트 [08130],222.5,246.6,469.1,5.0
08133,동대문구,월곡역 [08133],1571.2,669.8,2241.0,4.0
08136,동대문구,상월곡역 [08136],600.5,346.4,946.9,4.0
08137,동대문구,월곡중학교 [08137],220.8,340.3,561.1,4.0
08138,동대문구,월곡중학교 [08138],349.6,273.7,623.2,4.0
08142,중랑구,돌곶이역 [08142],849.1,854.9,1704.0,4.0
08143,중랑구,장위동동원베네스트.온누리병원 [08143],344.7,336.2,680.9,6.0
08147,중랑구,석계역 [08147],1835.9,278.7,2114.6,11.0
08148,성북구,성가복지병원 [08148],1562.4,1511.3,3073.7,9.0
08149,성북구,성가복지병원 [08149],1345.0,1967.6,3312.7,9.0
08150,성북구,종암경찰서 [08150],3317.3,3417.4,6734.7,15.0
08151,성북구,종암경찰서 [08151],2904.5,2282.7,5187.2,16.0
08152,성북구,종암동주민센터 [08152],3374.3,2067.3,5441.7,15.0
08153,성북구,종암동주민센터 [08153],2406.0,3339.4,5745.4,16.0
08154,성북구,숭례초교 [08154],3297.6,2126.8,5424.4,15.0
08155,성북구,숭례초등학교 [08155],2538.6,3400.8,5939.4,16.0
08156,동대문구,고대앞 [08156],1718.4,2420.9,4139.3,10.0
08158,동대문구,안암오거리 [08158],1142.8,567.0,1709.8,5.0
08159,성북구,대광초교 [08159],602.0,514.0,1115.9,5.0
08163,성북구,정릉4동주민센터.경국사 [08163],621.6,303.0,924.5,8.0
08169,성북구,정릉우체국앞 [08169],1864.6,569.3,2433.9,8.0
08171,성북구,미아초교 [08171],1396.3,444.2,1840.5,5.0
08176,성북구,삼선동주민센터 [08176],2394.7,2288.2,4682.9,11.0
08179,성북구,보문역 [08179],1163.3,1451.8,2615.1,6.0
08181,성북구,보문동성상 [08181],985.0,655.4,1640.4,5.0
08182,성북구,보문동성상 [08182],503.2,767.9,1271.1,4.0
08184,성북구,보문동주민센터 [08184],693.2,779.2,1472.4,4.0
08185,강북구,월계2교.참누리아파트 [08185],588.7,445.9,1034.6,6.0
08186,강북구,월계2교 [08186],328.6,448.6,777.2,5.0
08187,강북구,광운초교앞 [08187],688.1,322.4,1010.5,6.0
08188,강북구,광운초교 [08188],376.6,457.0,833.6,5.0
08192,중랑구,장삼주유소 [08192],232.4,276.0,508.4,3.0
08196,중랑구,석관고등학교 [08196],182.0,241.3,423.3,3.0
08197,중랑구,석관동코오롱아파트 [08197],499.2,169.7,668.9,3.0
08198,중랑구,석관동코오롱아파트 [08198],184.6,481.7,666.3,3.0
08202,강북구,장곡초교앞 [08202],165.7,539.8,705.5,3.0
08209,중랑구,돌곶이역 [08209],1321.3,681.7,2003.0,5.0
08211,중랑구,석관시장 [08211],491.9,468.5,960.4,5.0
08214,중랑구,석관동새마을금고 [08214],376.4,532.9,909.2,5.0
08216,중랑구,한국예술종합학교 [08216],659.0,494.8,1153.8,5.0
08222,강북구,장곡초교사거리 [08222],580.1,192.6,772.7,5.0
08223,종로구,서울다원학교.한용운활동터 [08223],361.5,81.7,443.2,3.0
08226,성북구,성북구립미술관.쌍다리앞 [08226],571.8,7.4,579.2,3.0
08228,성북구,성북초교.성북선잠박물관 [08228],249.8,16.2,266.0,4.0
08230,성북구,홍익대부속중고등학교입구 [08230],940.5,50.3,990.8,5.0
08231,성북구,홍익대부속중고등학교입구 [08231],89.3,634.5,723.8,5.0
08232,성북구,경신중고입구 [08232],367.3,51.1,418.5,5.0
08239,강북구,장위래미안아파트 [08239],709.2,365.7,1074.9,5.0
08242,강북구,장위래미안아파트 [08242],354.5,272.4,627.0,5.0
08243,강북구,남대문중학교 [08243],405.5,135.3,540.8,4.0
08259,강북구,정릉초교 [08259],554.6,1.6,556.2,2.0
08260,성북구,정릉동풍림상가앞 [08260],680.0,7.9,687.9,2.0
08262,성북구,정릉동풍림아파트.청소년문화의집 [08262],540.6,445.2,985.8,4.0
08264,성북구,정릉입구.정릉역 [08264],686.8,646.8,1333.5,5.0
08265,성북구,아리랑고개.아리랑시네미디어센터 [08265],1717.9,631.9,2349.8,8.0
08284,성북구,월곡1동주민센터 [08284],526.0,425.7,951.7,4.0
08296,성북구,보문역 [08296],902.1,602.0,1504.1,6.0
08299,성북구,고려대이공대.고대병원 [08299],1023.0,1013.2,2036.2,6.0
08300,성북구,고려대이공대.고대병원 [08300],702.3,1100.7,1803.1,5.0
08327,성북구,성북우체국현대백화점 [08327],917.7,825.5,1743.2,6.0
08336,성북구,길음역 [08336],2574.8,347.8,2922.6,2.0
08367,성북구,구민회관입구 [08367],205.2,16.6,221.8,1.0
08400,성북구,길음뉴타운10단지.라온유아파트 [08400],824.4,1484.9,2309.3,7.0
08408,성북구,북한산보국문역2번출구 [08408],1093.8,998.8,2092.6,6.0
08409,성북구,북한산보국문역1번출구 [08409],1552.2,729.6,2281.8,6.0
08718,성북구,삼선교역2번출구 [08718],889.5,181.2,1070.7,2.0
08800,성북구,서경대정문앞 [08800],266.7,6.7,273.4,3.0
09104,강북구,우이동성원아파트 [09104],83.2,506.1,589.3,8.0
09116,강북구,인수중학교 [09116],461.5,193.1,654.6,3.0
09117,강북구,인수중학교 [09117],333.9,476.4,810.3,3.0
09142,강북구,강북노인종합복지관 [09142],293.6,650.9,944.5,6.0
09143,강북구,강북노인종합복지관 [09143],690.2,362.7,1052.9,6.0
09150,강북구,북부시장입구 [09150],546.4,384.3,930.7,5.0
09154,강북구,북부수도사업소 [09154],845.6,392.1,1237.7,5.0
09163,강북구,삼양초등학교 [09163],217.3,454.9,672.2,5.0
09166,강북구,삼양동사거리 [09166],1327.5,760.7,2088.2,6.0
