ARS,자치구,정류장이름,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m
15334,강서구,신월3동주민센터.신월3동우체국 [15334],87,402,113,113,23,56,21,12,19,28,15,2,754
15335,강서구,서부여성발전센터 [15335],82,396,116,106,20,55,19,12,20,29,17,2,810
15337,강서구,국민은행신월동지점 [15337],86,371,117,96,20,45,15,11,17,30,17,3,849
15338,강서구,서서울호수공원 [15338],27,184,51,48,8,41,9,7,6,12,2,0,587
15344,강서구,메디힐병원 [15344],47,380,136,93,15,41,17,10,13,32,20,3,732
15345,강서구,신화중학교 [15345],33,329,99,76,27,46,33,9,11,17,9,2,902
15346,강서구,신월5동주민센터.신월중학교 [15346],89,219,59,60,16,40,19,5,6,8,5,1,554
15348,강서구,신월중학교입구 [15348],8,154,42,41,9,32,15,3,5,3,3,1,313
15350,강서구,광영고.신동아파밀리에아파트 [15350],14,43,7,10,2,12,7,0,3,2,0,0,233
15351,강서구,서울금융고등학교 [15351],26,341,118,85,12,39,18,8,9,31,19,2,674
15358,강서구,양서중학교 [15358],10,301,80,89,20,59,12,10,13,11,6,1,925
15360,영등포구,신목동역-서울지방식품의약품안전청 [15360],2,93,11,20,25,13,13,4,5,0,2,0,158
15363,양천구,대일관광고.푸른마을3단지 [15363],1,97,18,19,2,15,25,7,2,2,7,0,219
15364,양천구,대일관광고.푸른마을3단지 [15364],1,101,19,21,2,15,26,7,2,2,7,0,211
15367,양천구,목동아파트1102동앞 [15367],19,46,8,9,3,9,8,4,1,1,3,0,388
15399,양천구,푸른마을1단지앞 [15399],0,165,33,31,7,19,48,4,2,8,13,0,255
15405,양천구,푸른마을1단지앞 [15405],0,151,29,28,6,18,45,4,1,7,13,0,261
15415,강서구,보람쉬움아파트.신영시장 [15415],50,443,122,137,19,66,16,19,12,36,13,3,1115
15416,양천구,신정이펜하우스2단지 [15416],1,90,20,14,5,7,27,2,1,8,6,0,117
15419,양천구,이펜하우스1단지.어르신요양센터 [15419],13,24,7,5,2,3,2,2,1,2,0,0,112
15421,양천구,신정이펜하우스3.4단지 [15421],2,99,22,16,5,11,29,2,0,7,7,0,111
15423,양천구,신정이펜하우스5단지.서남병원 [15423],11,91,18,16,5,10,29,0,0,6,7,0,192
16104,강서구,등촌중학교.한국임업진흥원 [16104],13,194,51,32,19,31,31,11,8,4,3,4,851
16112,강서구,발산역5번출구 [16112],88,1050,313,272,90,90,56,31,57,57,80,4,2210
16121,강서구,공항시장역.공항성산교회 [16121],81,362,108,94,29,45,18,14,15,13,18,8,996
16126,강서구,국민은행방화동지점 [16126],132,682,176,199,42,95,35,21,23,46,38,7,1194
16127,강서구,국민은행방화동지점 [16127],135,680,174,199,41,96,34,21,23,47,38,7,1178
16130,강서구,방화역 [16130],129,324,92,64,26,48,38,15,9,16,16,0,772
16133,강서구,방화도시7단지.국립국어원 [16133],11,216,63,41,16,24,28,10,7,13,14,0,334
16136,강서구,가양역.마포중고등학교 [16136],25,634,138,140,146,60,32,27,35,21,34,1,1247
16137,강서구,경복비즈니스고등학교 [16137],33,414,113,101,76,43,18,13,12,22,15,1,1356
16139,강서구,강서구청 [16139],176,760,342,91,64,75,28,28,21,72,21,18,1165
16140,강서구,강서구청 [16140],174,732,337,86,59,73,26,25,16,71,21,18,1160
16141,강서구,우장초등학교 [16141],106,437,152,88,49,66,15,11,19,20,7,10,1029
16142,강서구,우장초등학교 [16142],80,391,125,83,50,58,17,12,16,15,6,9,983
16145,강서구,화곡본동시장 [16145],144,683,219,141,37,96,36,27,23,45,49,10,1412
16147,강서구,화곡역 [16147],158,746,205,125,50,112,59,39,27,49,72,8,1689
16148,강서구,화곡역 [16148],127,677,214,125,44,97,46,32,19,43,52,5,1593
16149,강서구,강서구청소년상담복지센터 [16149],82,580,203,115,51,77,34,28,17,37,15,3,1416
16150,강서구,화곡푸르지오 [16150],99,528,185,100,49,73,34,21,17,32,14,3,1245
16151,강서구,외발산신광명마을 [16151],6,52,10,7,0,23,4,3,3,0,0,2,75
16152,강서구,외발산신광명마을 [16152],6,49,10,6,0,22,4,2,3,0,0,2,79
16153,강서구,강서면허시험장.메이필드호텔 [16153],1,15,2,2,2,2,0,0,2,0,0,5,154
16159,강서구,공항동송정중학교 [16159],0,83,18,24,9,14,3,3,5,5,0,2,344
16160,강서구,공항동천주교회 [16160],16,167,31,51,17,34,11,4,7,9,1,2,407
16161,강서구,국립항공박물관.공항동천주교회 [16161],2,146,30,41,16,31,6,4,5,9,1,3,374
16162,강서구,공항동지하도입구 [16162],12,249,88,44,28,27,9,7,10,19,4,13,613
16166,강서구,방화동도시개발11단지 [16166],3,228,77,108,9,11,2,6,7,3,4,1,393
16168,강서구,개화2치안센터 [16168],10,19,1,12,0,3,0,1,2,0,0,0,215
16169,강서구,개화검문소 [16169],5,19,1,6,3,1,0,1,3,1,0,3,32
16171,강서구,상사마을 [16171],3,10,2,2,0,0,3,0,3,0,0,0,28
16173,강서구,영일고등학교.강서도서관 [16173],183,634,174,171,37,81,37,26,20,44,40,4,1443
16175,강서구,등촌2동주민센터.등촌동대림아파트 [16175],24,131,22,31,19,24,12,8,5,4,4,2,554
16176,강서구,대일고교.임광아파트.배광교회 [16176],32,286,83,68,22,41,25,14,6,15,9,3,741
16179,양천구,목동사거리 [16179],122,685,196,183,49,69,32,19,20,59,46,12,1457
16192,강서구,까치산역4번출구 [16192],213,892,267,235,26,116,45,52,19,54,70,8,1527
16199,강서구,가로공원.나누리병원 [16199],72,479,150,117,34,75,30,22,25,18,7,1,1390
16205,강서구,화곡역5번출구 [16205],99,710,191,115,45,115,53,36,34,40,69,12,1491
16207,강서구,화곡역1번출구 [16207],85,780,206,141,42,129,54,34,24,57,81,12,1557
16208,강서구,화곡역 [16208],65,766,221,135,43,116,54,31,20,61,73,12,1519
16209,강서구,대원시장 [16209],74,508,156,90,27,79,41,22,5,37,40,11,1499
16211,강서구,화곡중고등학교 [16211],146,658,179,181,16,65,92,31,6,30,53,5,1121
16213,강서구,우장산역 [16213],145,676,170,183,21,69,119,28,4,30,50,2,1187
16214,강서구,우장산역 [16214],140,686,159,186,26,72,122,30,4,30,54,3,1196
16217,강서구,발산역.우장산힐스테이트 [16217],47,426,130,64,20,46,80,23,8,27,24,4,2009
16219,강서구,발산역2번출구 [16219],296,1239,436,291,103,95,45,45,65,68,83,8,2233
16220,강서구,발산역3번출구 [16220],226,1235,416,292,114,96,45,47,69,66,82,8,2196
16221,강서구,서울호서전문학교.등촌주공3단지아파트 [16221],93,403,156,63,41,26,19,36,25,20,13,4,1552
16223,강서구,서울강서우체국 [16223],58,420,142,81,45,36,16,46,29,18,4,3,974
16225,강서구,양천향교역.휴먼빌아파트 [16225],79,518,175,84,35,86,33,37,25,26,16,1,781
16226,강서구,양천향교입구 [16226],66,389,136,60,23,65,28,28,15,21,11,2,729
16228,강서구,가양한강타운아파트 [16228],70,224,53,47,12,35,26,20,10,12,8,1,551
16229,강서구,가양2단지성지아파트.동양고등학교 [16229],0,35,4,10,0,4,9,4,0,2,2,0,539
16230,강서구,가양2단지성지아파트.동양고등학교 [16230],0,23,2,6,0,4,5,3,1,1,1,0,440
16231,강서구,한보구암마을아파트 [16231],3,33,2,8,1,13,4,1,1,2,1,0,292
16232,강서구,가양동천주교.영등포공업고등학교 [16232],4,33,2,8,1,13,4,1,1,2,1,0,439
16233,강서구,공진중학교 우체국앞 허준박물관 [16233],1,31,7,11,1,3,4,0,1,3,1,0,592
16235,강서구,가양도시개발4단지아파트 [16235],11,208,49,38,23,28,10,12,8,14,26,0,672
16236,강서구,대림경동아파트 [16236],1,191,48,35,18,26,10,11,5,13,25,0,774
16237,강서구,가양도시개발5단지아파트 [16237],0,186,27,32,25,26,8,11,21,13,23,0,755
16238,강서구,가양2동강변아파트 [16238],12,146,14,27,27,24,6,11,20,5,12,0,732
16239,강서구,가양6단지아파트 [16239],0,164,18,40,22,22,19,13,17,3,10,0,827
16240,강서구,가양초등학교 [16240],46,130,23,32,17,18,17,6,8,1,8,0,850
16241,강서구,강서구청별관 [16241],50,291,57,45,105,26,20,10,19,1,8,0,922
16242,강서구,가양3동주민센터 [16242],57,180,34,34,53,16,14,6,14,1,8,0,708
16243,강서구,가양3동도시개발9단지아파트 [16243],0,171,24,30,65,14,6,8,23,0,1,0,618
16244,강서구,가양도시개발9단지.세현고등학교 [16244],0,137,23,28,39,14,5,8,19,0,1,0,628
16245,강서구,염창동아3차아파트.나이아가라호텔 [16245],80,292,66,42,69,42,16,13,12,20,7,5,656
16247,강서구,염창동새마을금고 [16247],85,335,63,65,21,49,62,22,3,28,22,0,1032
16249,강서구,염창동한마음.관음삼성아파트 [16249],45,264,39,56,16,26,73,18,4,17,15,0,978
16250,강서구,염창동관음삼성아파트 [16250],43,297,51,63,19,33,72,22,5,17,15,0,1095
16251,강서구,태영.삼성한사랑아파트 [16251],48,424,104,64,61,64,47,30,19,19,13,3,1025
16252,강서구,금호.한솔아파트 [16252],52,388,88,62,60,58,44,27,18,16,12,3,1019
16253,강서구,블루나인비지니스센터.이마트 [16253],2,402,90,68,57,68,42,27,20,15,14,1,963
16255,강서구,이마트.강서소방서 [16255],71,535,121,79,166,49,24,22,48,12,14,0,978
16256,강서구,강서소방서.이마트.증미역 [16256],67,474,103,80,107,55,38,20,41,14,15,1,1000
16258,강서구,가양역.현대아파트 [16258],37,680,141,138,196,61,32,26,35,19,32,0,1306
16259,강서구,가양역.우성아파트 [16259],143,645,110,117,169,63,30,29,46,24,57,0,1103
16260,강서구,가양역.우성아파트 [16260],159,513,100,104,74,66,26,26,40,24,53,0,956
16261,강서구,SBS공개홀 [16261],97,477,82,83,140,55,15,19,30,17,36,0,1020
16265,강서구,등촌동대림아파트 [16265],130,494,101,77,163,55,12,21,35,12,18,0,970
16266,강서구,강서한강자이아파트 [16266],258,419,78,64,156,43,9,17,33,8,11,0,873
16267,강서구,가양동CJ주식회사 [16267],15,352,86,55,81,55,9,16,28,12,10,0,965
16269,강서구,양천초등학교.겸재정선미술관 [16269],108,474,171,75,33,74,28,29,25,25,13,1,774
16270,강서구,양천향교역8번출구. 양천초교 [16270],87,522,187,86,43,80,24,34,25,29,13,1,792
16271,강서구,겸재정선미술관 [16271],8,261,91,46,40,43,9,11,10,5,4,2,713
16273,강서구,마곡실내배드민턴장 [16273],0,17,7,9,0,0,0,0,0,1,0,0,485
16274,강서구,마곡실내배드민턴장 [16274],15,15,7,7,0,0,0,0,0,1,0,0,26
16275,강서구,서남물재생센터 [16275],0,5,0,5,0,0,0,0,0,0,0,0,673
16277,강서구,서남환경공원 [16277],8,96,25,14,7,16,16,7,6,4,0,1,262
16278,강서구,서남환경공원 [16278],12,151,34,21,12,27,28,10,9,8,1,1,296
16280,강서구,방화동도시개발2단지아파트 [16280],30,172,32,27,14,37,24,12,9,12,4,1,542
16287,강서구,개화산역 [16287],76,175,58,38,15,21,4,7,12,9,8,3,605
16295,강서구,등촌3동주공4단지아파트 [16295],7,127,31,22,13,12,11,14,10,8,3,3,1544
16296,강서구,등촌동부영아파트 [16296],26,140,35,23,16,14,13,14,10,9,3,3,1671
16297,강서구,등촌3동주공10단지아파트 [16297],0,465,55,86,99,47,106,19,20,9,23,1,1232
16298,강서구,등촌3동대림아파트 [16298],0,419,63,74,98,49,66,18,22,9,20,0,1201
16301,강서구,마곡13단지힐스테이트아파트 [16301],31,154,40,29,20,26,8,8,13,7,0,3,424
16303,강서구,강서공업고등학교 [16303],4,116,22,25,7,17,15,9,6,9,6,0,726
16304,강서구,방화동도시개발1.2단지아파트 [16304],4,148,37,27,8,20,19,11,7,13,6,0,697
16305,강서구,서울항공비즈니스고등학교 [16305],7,368,71,68,35,57,66,26,18,9,11,7,1183
16307,강서구,공항중학교 [16307],5,100,19,21,16,8,13,6,11,2,4,0,685
16309,강서구,양천향교역 [16309],160,534,194,80,49,77,22,43,31,26,11,1,883
16342,강서구,가양7단지상가 [16342],0,228,34,44,71,20,15,9,27,1,7,0,687
16348,강서구,가양7단지상가앞 [16348],13,228,34,44,71,20,15,9,27,1,7,0,684
16385,강서구,"마곡나루역4번출구,서울식물원 [16385]",3,278,155,43,12,28,5,9,4,2,13,7,1643
16386,강서구,"마곡나루역4번출구,서울식물원 [16386]",8,339,201,48,13,30,6,9,4,3,18,7,1524
16387,강서구,마곡역교차로 [16387],499,2502,424,272,772,387,196,154,188,55,54,0,3662
16388,강서구,이대서울병원 [16388],245,1750,551,177,486,147,68,72,144,47,53,5,3257
16393,강서구,발산역7번출구 [16393],130,985,330,127,132,97,59,41,60,57,77,5,2334
16394,강서구,신방화역5번출구 [16394],150,438,82,86,36,44,101,26,17,13,26,7,783
16395,강서구,마곡엠밸리6.7단지.마곡중학교 [16395],2,192,45,38,11,20,41,10,1,8,18,0,1330
16396,강서구,마곡나루역 [16396],18,1242,384,115,340,134,63,36,104,35,28,3,1556
16397,강서구,마곡역 [16397],63,1363,308,161,346,204,85,79,92,35,51,2,3236
16399,강서구,마곡나루역1번출구 [16399],105,1318,396,121,370,138,65,41,113,42,28,4,1458
16400,강서구,마곡동로사거리 [16400],676,2730,599,283,885,333,173,144,226,54,32,1,3686
16410,강서구,한국공항공사 [16410],0,133,17,106,2,0,2,0,3,0,3,0,141
16416,강서구,마곡수명산파크7단지 [16416],9,27,9,3,2,2,4,3,3,1,0,0,171
16417,강서구,마곡수명산파크5단지6단지 [16417],6,308,34,51,50,23,78,12,27,17,16,0,367
16418,강서구,마곡수명산파크2단지 [16418],0,296,32,49,48,21,74,13,26,16,16,1,1828
16420,강서구,마곡수명산파크3단지4단지 [16420],7,309,34,51,50,23,78,12,27,17,16,1,366
16423,강서구,마곡역2번출구 [16423],168,1609,308,196,413,247,154,92,109,39,49,2,2984
16427,강서구,마곡엠밸리14단지아파트 [16427],11,1483,191,160,452,248,164,87,103,37,41,0,2952
16428,강서구,마곡엠밸리15단지아파트 [16428],11,1512,192,161,464,248,163,94,111,37,42,0,3174
16429,강서구,발산역9번출구 [16429],60,1508,527,163,265,150,71,62,105,68,93,4,3080
16432,강서구,신방화사거리 [16432],37,339,65,64,32,72,31,22,19,23,10,1,931
16453,강서구,송정중학교후문 [16453],15,258,54,106,20,30,9,8,13,12,1,5,407
16493,강서구,방화중학교 [16493],21,161,36,35,21,24,7,12,15,6,1,4,613
16532,강서구,다솔마을 [16532],28,276,55,106,27,36,12,11,16,7,1,5,423
16606,강서구,마곡나루역 [16606],146,1262,366,111,362,135,64,40,112,42,25,5,1428
16608,강서구,롯데R&D센터 [16608],2,331,51,32,138,21,19,11,43,14,2,0,1272
16700,강서구,롯데R&D센터 [16700],1,633,150,50,232,52,37,23,66,19,4,0,1292
16702,강서구,마곡엠밸리7단지.712동 [16702],16,579,179,52,136,74,35,18,45,24,16,0,1751
16703,강서구,신방화역4번출구.마곡중학교 [16703],4,311,55,56,25,24,87,15,9,14,26,0,774
16704,강서구,신방화역7번출구 [16704],132,446,79,88,42,49,102,21,21,12,26,6,844
16706,강서구,마곡엠밸리5단지 [16706],120,437,80,82,40,45,103,27,16,12,26,6,806
16844,양천구,✈️ 목동사거리 [16844],62,548,161,120,37,63,32,18,17,47,45,8,1432
16975,강서구,강서농수산물도매시장 [16975],89,191,46,88,12,15,3,6,9,7,0,5,334
17101,구로구,신도림역 [17101],5,956,257,463,48,68,28,20,19,33,18,2,1365
17105,구로구,한국SGI [17105],13,429,196,54,30,38,23,19,13,39,7,10,912
17107,구로구,거리공원 [17107],25,265,73,45,50,30,14,11,22,8,5,7,910
17108,구로구,구로도서관.대성스카이렉스 [17108],47,307,85,50,66,30,14,11,32,8,6,5,921
17111,구로구,구로구청 [17111],112,400,137,76,80,31,14,11,20,13,18,0,1267
17113,구로구,고대구로병원후문 [17113],24,414,137,99,51,28,11,10,23,23,24,8,1310
17116,구로구,영서중학교 [17116],90,502,143,120,26,47,39,22,23,39,34,9,1755
17122,구로구,한국산업단지공단.이마트구로점 [17122],145,1939,388,213,882,64,110,70,134,31,43,4,3840
17147,구로구,구로역.구로기계공구상가 [17147],16,695,140,181,169,55,32,35,43,22,16,2,1207
17155,구로구,구로역 [17155],61,387,78,58,41,38,80,20,25,27,20,0,1092
17170,양천구,오류1동주민센터.오류문화센터 [17170],129,566,180,126,51,59,27,25,23,24,34,17,986
17171,양천구,오류동역 [17171],216,679,221,149,53,76,30,35,24,33,39,19,1050
17172,양천구,오류동역 [17172],144,652,198,147,54,71,33,35,22,35,41,16,1066
17173,양천구,씨티월드 [17173],83,405,126,91,32,53,20,20,17,24,18,4,1026
17174,양천구,오류지구대.텃골 [17174],54,258,69,54,23,38,14,17,16,15,8,4,946
17175,양천구,서울가든빌라앞 [17175],2,61,10,16,7,12,5,3,5,3,0,0,224
17176,양천구,서울가든빌라앞 [17176],13,74,15,18,6,13,9,3,7,3,0,0,232
17177,양천구,성공회대학교유한공고앞 [17177],36,98,34,14,7,13,12,4,5,5,1,3,159
17178,양천구,영풍마드레빌아파트.소공원사거리 [17178],15,221,51,51,10,36,33,18,7,8,7,0,563
17185,양천구,온수역 [17185],18,94,33,20,12,10,4,6,0,5,3,1,210
17201,양천구,구로우체국.이펜하우스5단지후문 [17201],4,113,14,21,3,13,42,3,3,10,4,0,147
17202,양천구,천왕역4번출구 [17202],58,114,37,18,7,17,13,1,2,7,12,0,248
17208,양천구,대원주유소 [17208],139,393,133,92,23,62,23,14,8,20,18,0,821
17223,양천구,고척파크푸르지오아파트 [17223],15,230,66,39,7,28,43,14,3,19,10,1,538
17225,양천구,고척시장 [17225],104,313,84,81,23,46,23,10,11,12,21,2,785
17227,양천구,고척중학교 [17227],52,399,139,99,30,38,28,9,12,29,10,5,874
17228,양천구,고척중학교 [17228],42,360,131,77,28,35,22,10,12,23,18,4,860
17229,구로구,구로디지털단지역 [17229],228,1200,379,167,259,102,47,36,57,91,43,19,2446
17232,구로구,구일우성아파트 [17232],5,79,23,16,1,12,16,5,1,3,2,0,154
17233,양천구,개봉역 [17233],37,426,127,89,18,62,42,14,6,26,38,4,989
17234,양천구,개봉역 [17234],69,432,138,84,17,62,40,12,6,29,40,4,946
17237,구로구,구로1동우체국 [17237],0,81,23,17,5,11,17,3,0,3,2,0,185
17293,구로구,구로구청 [17293],40,498,147,80,128,37,20,20,38,10,17,1,1212
17296,구로구,대림역 [17296],35,650,190,133,56,44,22,17,93,72,16,7,1774
17305,양천구,거성푸르뫼아파트 [17305],16,207,39,53,29,36,16,11,13,8,2,0,744
17310,구로구,구로역.나인스애비뉴 [17310],69,536,155,174,34,53,24,17,19,31,19,10,976
17315,양천구,동부골든아파트후문 [17315],18,133,26,40,15,25,15,5,5,2,0,0,799
17359,양천구,항동하버라인3단지 [17359],10,165,27,19,9,19,55,8,3,14,11,0,220
17360,양천구,항동하버라인3단지 [17360],55,186,28,21,10,25,65,11,1,14,11,0,233
17361,양천구,푸른수목원 [17361],68,178,36,23,7,21,59,8,1,12,11,0,235
17362,양천구,항동복합행정센터 [17362],17,193,36,23,9,24,63,12,1,14,11,0,238
17363,양천구,푸른수목원 [17363],84,174,33,22,7,21,59,8,1,12,11,0,235
17364,양천구,항동복합행정센터 [17364],46,193,36,23,9,24,63,12,1,14,11,0,238
17369,양천구,푸른수목원후문.저수지앞 [17369],14,47,24,12,1,5,3,2,0,0,0,0,234
17370,양천구,항동중흥S클래스 [17370],13,214,49,28,9,26,65,12,1,13,11,0,241
17371,양천구,항동하버라인2단지 [17371],22,214,51,28,9,27,62,12,1,13,11,0,241
17389,구로구,디지털단지오거리 [17389],95,1207,239,386,259,91,27,40,52,61,9,43,3626
17397,양천구,연지타운2단지 [17397],0,49,8,10,3,10,11,2,3,1,1,0,239
17399,양천구,연지타운2단지 [17399],14,45,7,9,2,10,11,2,3,1,0,0,231
17600,양천구,천왕역1번출구 [17600],58,109,35,18,7,15,12,1,2,7,12,0,246
17700,양천구,천왕이펜하우스2단지 [17700],31,115,37,20,7,16,14,1,1,7,12,0,242
17701,양천구,구로우체국.이펜하우스3단지후문 [17701],3,115,15,21,3,13,42,4,3,10,4,0,147
17704,양천구,금강수목원아파트 [17704],17,59,12,14,3,14,5,3,4,3,0,1,207
17717,구로구,구로중학교 [17717],54,528,162,119,68,63,19,18,24,38,11,6,1451
17834,구로구,신도림역 [17834],37,246,127,46,10,20,12,3,6,8,13,1,1336
17848,양천구,천왕이펜하우스3단지입구 [17848],9,95,14,14,2,10,37,2,2,10,4,0,205
17949,구로구,동아1차아파트102동 [17949],18,102,22,13,6,20,21,11,1,5,3,0,694
17975,양천구,천왕이펜하우스3단지입구 [17975],9,95,14,14,2,10,37,2,2,10,4,0,206
17982,양천구,천왕역2번출구 [17982],49,123,38,21,7,19,14,2,2,7,12,1,256
17984,양천구,천왕이펜하우스4단지 [17984],55,93,13,14,2,10,37,2,2,9,4,0,139
17985,양천구,천왕이펜하우스6단지 [17985],0,95,14,14,1,12,38,2,1,9,4,0,136
17986,양천구,천왕이펜하우스5단지 [17986],25,95,14,14,1,12,38,2,1,9,4,0,140
17987,양천구,천왕이펜하우스3.4단지 [17987],55,93,13,14,2,10,37,2,2,9,4,0,144
17999,양천구,유한공고.성공회대학교 [17999],36,108,39,15,7,14,13,5,5,6,1,3,187
18101,구로구,한일유엔아이아파트 [18101],6,656,57,64,406,25,20,26,53,3,1,1,1418
18106,구로구,가산디지털단지역 [18106],376,1958,368,195,990,64,67,91,107,30,44,2,5031
18108,구로구,디지털3단지.월드벤처센터 [18108],145,1859,254,205,1014,39,55,94,156,15,23,4,3938
18110,구로구,디지털3단지사거리 [18110],417,1445,180,169,785,29,54,75,126,11,15,1,3507
18112,구로구,디지털3단지사거리 [18112],45,1195,162,142,641,26,41,64,102,8,8,1,3103
18114,구로구,금천패션아울렛사거리.W몰 [18114],112,1798,261,533,740,65,40,43,64,28,10,14,3715
18115,구로구,금천패션아울렛사거리.현대아울렛 [18115],186,1765,293,441,723,74,39,48,60,40,11,36,3742
18120,구로구,가산동주민센터.금천글로벌센터 [18120],109,854,242,228,172,70,20,29,21,36,15,21,2154
18122,금천구,구립가산도서관.두산위브아파트 [18122],30,438,142,79,38,69,17,32,17,26,11,7,1505
18124,금천구,독산사거리 [18124],68,446,125,75,48,64,13,27,16,41,29,8,1453
18126,금천구,독산주공13단지 [18126],6,36,11,6,0,8,3,3,2,2,1,0,97
18127,금천구,독산1동한신코아 [18127],6,36,11,6,0,8,3,3,2,2,1,0,110
18128,금천구,독산주공14단지 [18128],0,1,0,0,1,0,0,0,0,0,0,0,238
18129,금천구,독산주공14단지 [18129],0,1,0,0,1,0,0,0,0,0,0,0,272
18130,금천구,독산근린공원 [18130],0,98,1,8,77,2,4,3,3,0,0,0,823
18133,금천구,독산동우시장.금천50플러스센터 [18133],61,574,142,145,132,43,27,15,26,17,15,12,1091
18135,금천구,시흥사거리.금천파출소 [18135],130,679,256,189,22,48,19,17,18,42,54,14,1404
18136,금천구,벽산아파트1단지.호압사입구 [18136],0,31,3,6,2,5,5,4,4,2,0,0,59
18137,금천구,벽산아파트1단지.호압사입구 [18137],0,31,3,6,2,5,5,4,4,2,0,0,58
18139,금천구,벽산아파트5단지 [18139],0,3,1,0,2,0,0,0,0,0,0,0,33
18144,금천구,독산한신아파트 [18144],0,41,15,6,0,7,3,4,2,3,1,0,188
18145,금천구,금하마을 [18145],22,111,28,18,12,26,7,6,9,4,1,0,231
18146,금천구,독산고개 [18146],99,465,119,133,64,64,14,19,19,19,10,4,1179
18148,금천구,독산사거리앞 [18148],55,537,176,126,40,58,13,25,18,40,32,9,1726
18149,금천구,남문시장.청춘빌딩 [18149],74,529,177,156,36,54,14,18,15,28,24,7,1440
18150,금천구,금천우체국.독산1동주민센터 [18150],69,785,214,153,147,87,20,28,31,49,47,9,1608
18152,금천구,홈플러스금천점 [18152],162,754,215,161,136,82,21,20,30,44,38,7,1555
18164,금천구,남서울힐스테이트.국립전통예술고 [18164],77,275,55,65,24,37,48,17,13,12,4,0,698
18165,금천구,금천폭포공원.천주교시흥성당 [18165],107,303,61,72,28,47,51,17,10,13,4,0,865
18166,금천구,박미마을 [18166],40,236,59,56,27,38,13,10,17,11,5,0,313
18170,금천구,석수역 [18170],3,83,36,15,14,9,0,1,2,2,4,0,92
18187,금천구,독산초등학교 [18187],54,430,153,77,31,66,28,12,18,22,15,8,1469
18197,구로구,모두의학교.금천문화예술정보학교 [18197],89,477,160,130,32,53,20,20,18,25,15,4,1189
18198,구로구,관악구보훈회관.신림푸르지오 [18198],74,390,93,91,35,66,24,21,29,16,10,5,1143
18199,금천구,독산고등학교 [18199],14,196,23,54,24,46,19,10,16,4,0,0,712
18200,금천구,독산고등학교 [18200],21,138,23,42,14,31,15,6,3,4,0,0,699
18202,금천구,금천진로진학지원센터독산센터 [18202],22,116,23,35,16,21,13,3,2,3,0,0,654
18204,금천구,진도아파트 [18204],18,250,53,53,35,47,7,19,11,16,1,8,1291
18207,구로구,마리오아울렛 [18207],252,2288,269,467,1068,82,88,111,141,29,31,2,4976
18208,구로구,국민연금공단구로금천지사앞 [18208],452,2306,405,366,1003,95,93,109,140,43,44,8,4303
18212,금천구,제일모직아울렛 [18212],131,996,103,94,631,26,30,26,77,8,0,1,3283
18213,금천구,진도아파트 [18213],19,222,49,51,25,43,7,16,10,12,1,8,1293
18214,금천구,현대지식산업센터 [18214],16,685,149,149,152,72,21,23,26,45,37,11,1367
18219,금천구,범일운수종점 [18219],56,437,102,114,18,78,49,12,21,20,23,0,728
18222,구로구,디지털3단지.영창실업 [18222],324,1644,190,145,1012,41,56,65,117,7,10,1,3164
18224,구로구,디지털3단지운동장 [18224],301,1847,191,167,1180,39,51,71,129,11,7,1,3135
18232,금천구,금빛공원앞 [18232],50,734,293,150,32,77,41,26,10,60,38,7,1745
18234,금천구,경동택배 [18234],30,586,159,97,103,77,47,21,21,41,18,2,1485
18236,금천구,대우당약국 [18236],46,548,165,146,27,94,19,23,15,38,21,0,1368
18239,금천구,시흥대교 [18239],5,202,99,37,7,16,5,8,4,10,9,7,986
18240,구로구,가산디지털단지역1호선 [18240],192,1736,357,168,824,64,62,87,103,30,36,5,4952
18643,금천구,독산역 [18643],425,988,125,94,526,38,52,45,84,15,9,0,1250
18671,구로구,산업단지백양사 [18671],196,1607,204,276,817,39,53,73,115,12,17,1,4574
18740,금천구,한울중학교 [18740],23,218,45,58,12,48,32,9,0,7,6,1,586
18998,금천구,구로세관 [18998],153,876,71,101,517,22,22,42,80,15,0,6,1880
19018,영등포구,당산역광역환승센터(1번) [19018],28,316,111,30,60,24,22,6,28,22,6,7,980
19103,영등포구,영등포공원 [19103],10,160,31,40,18,26,12,11,5,4,1,12,1366
19114,영등포구,영등포역 [19114],99,1171,387,431,57,51,32,20,21,58,42,72,2617
19118,영등포구,김안과병원 [19118],181,1015,234,288,165,65,39,36,56,41,55,36,2985
19120,영등포구,영등포시장 [19120],170,1267,337,368,108,110,61,62,73,56,54,38,2846
19121,영등포구,신화병원 [19121],156,638,204,105,109,74,39,45,29,19,11,3,1663
19125,영등포구,삼환아파트 [19125],71,436,79,58,103,51,54,30,22,23,14,2,967
19126,영등포구,당산푸르지오아파트 [19126],74,422,76,57,105,48,46,28,23,23,14,2,879
19127,영등포구,하이서울유스호스텔 [19127],48,444,154,61,79,66,29,20,18,9,7,1,1489
19129,영등포구,국회의사당 [19129],3,754,249,58,290,18,34,23,49,13,13,7,1292
19130,영등포구,KBS [19130],24,189,92,25,33,4,7,6,16,1,5,0,727
19132,영등포구,국회의사당역.국민은행 [19132],12,838,277,72,311,21,39,24,62,11,16,5,1282
