ARS,자치구,정류장이름,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m
12267,은평구,백련산힐스테이트2차 [12267],0,122,11,19,12,23,34,18,2,1,1,1,572
12280,은평구,불광대호아파트 [12280],48,203,51,40,13,40,22,21,1,6,9,0,720
12285,은평구,불광중학교 [12285],29,176,47,43,20,34,15,7,5,3,0,2,445
12289,은평구,북한산수자인아파트 [12289],2,125,43,24,13,18,11,7,2,6,1,0,438
12294,은평구,불광초등학교 [12294],133,1051,283,365,59,82,49,44,30,35,90,14,1596
12295,은평구,신사동고개사거리 [12295],48,282,55,73,28,40,30,12,13,16,13,2,850
12296,은평구,백련산SK뷰아이파크아파트 [12296],80,461,147,85,26,58,55,34,10,29,14,3,1126
12304,은평구,신진과학기술고등학교 [12304],96,480,108,83,35,58,70,31,25,32,36,2,1320
12305,은평구,응암시장 [12305],134,488,155,93,33,55,44,32,13,32,23,8,1143
12307,은평구,서서울농협본점 [12307],123,472,159,89,29,50,41,26,12,34,24,8,1156
12308,은평구,신진과학기술고등학교 [12308],83,449,103,79,29,54,66,32,24,30,30,2,1306
12309,은평구,서부경찰서 [12309],36,566,172,112,58,73,38,18,16,36,40,3,1444
12310,마포구,디지털미디어시티역 [12310],35,109,35,27,4,9,9,9,6,1,7,2,460
12314,마포구,덕은교.은평차고지앞 [12314],1,51,2,12,21,4,4,4,4,0,0,0,115
12315,마포구,덕은교.은평차고지앞 [12315],1,17,4,8,2,1,0,1,1,0,0,0,68
12316,마포구,수색교 [12316],13,59,7,11,21,5,3,4,5,3,0,0,391
12318,마포구,수색역 [12318],10,165,56,40,12,16,5,13,9,7,3,4,780
12319,마포구,디지털미디어시티역 [12319],33,108,37,29,3,8,7,9,5,1,7,2,469
12337,은평구,현대아파트앞 [12337],14,119,18,26,12,19,25,6,10,2,1,0,413
12350,은평구,제각말5단지.은편뉴타운도서관 [12350],6,34,15,5,5,2,4,1,1,1,0,0,95
12351,은평구,제가말5단지.은펑뉴타운도서관 [12351],4,36,13,7,5,8,1,0,1,0,0,1,74
12361,은평구,연신초등학교 [12361],32,166,39,39,15,36,16,6,9,4,0,2,355
12364,마포구,증산역.증산동주민센터 [12364],32,328,100,77,19,48,28,24,10,10,10,2,899
12365,은평구,연신초등학교.연신내성당 [12365],0,116,29,30,7,23,13,4,8,2,0,0,242
12366,은평구,신사동고개 [12366],92,515,116,123,52,70,43,23,18,34,34,2,1036
12368,은평구,신사동고개 [12368],52,486,99,124,52,68,46,23,16,31,25,2,945
12381,은평구,녹번역 [12381],98,330,76,50,26,41,53,42,7,12,21,2,591
12422,마포구,연서중학교입구 [12422],23,278,82,65,29,30,22,23,15,5,4,3,1069
12423,마포구,연서중학교입구 [12423],25,272,79,59,27,35,20,26,12,6,5,3,945
12424,은평구,지축교앞 [12424],0,11,2,2,0,5,2,0,0,0,0,0,76
12425,은평구,지축교앞 [12425],1,47,15,13,0,9,3,5,0,2,0,0,121
12426,은평구,진관중고교약수사입구 [12426],0,45,13,7,0,7,8,7,0,2,1,0,110
12427,은평구,응암3동주민센터 [12427],59,504,176,113,34,53,33,31,13,23,22,6,1484
12429,은평구,롯데캐슬823동앞 [12429],16,96,30,24,2,15,12,9,0,3,1,0,314
12430,은평구,진관중고교.약수사앞 [12430],7,78,25,18,0,12,12,7,0,2,2,0,189
12431,은평구,아이파크701동앞 [12431],10,44,21,6,0,5,9,2,0,0,1,0,53
12432,은평구,푸르지오621동앞 [12432],1,27,10,5,1,2,7,1,0,0,1,0,42
12436,은평구,래미안909동앞 [12436],24,173,49,34,13,21,28,12,9,6,1,0,308
12437,은평구,하나고.삼천사.진관사입구 [12437],21,81,15,16,15,2,8,1,2,2,0,20,92
12441,은평구,입곡삼거리 [12441],6,25,13,4,0,1,0,3,0,0,0,4,44
12442,은평구,아이파크709동앞 [12442],13,35,15,4,0,5,9,1,0,0,1,0,74
12445,은평구,은진초교입구 [12445],1,59,11,7,13,6,11,3,4,4,0,0,306
12446,은평구,은진초교입구 [12446],1,59,11,7,13,6,11,3,4,4,0,0,342
12447,은평구,은평구민체육센터앞 [12447],1,18,4,4,2,1,3,0,0,4,0,0,270
12448,은평구,은평구민체육센터앞 [12448],3,20,2,7,2,0,3,1,0,4,1,0,218
12449,은평구,신도초중교입구.한국고전번역원 [12449],2,22,4,5,2,1,4,3,0,3,0,0,81
12450,은평구,신도초중교입구.한국고전번역원 [12450],1,24,5,6,2,0,7,2,0,2,0,0,77
12453,은평구,아이파크714동앞 [12453],15,34,15,4,0,4,9,1,0,0,1,0,90
12455,은평구,푸르지오604동앞 [12455],1,25,12,5,0,2,5,1,0,0,0,0,43
12456,은평구,푸르지오614동앞 [12456],2,8,3,0,1,0,3,0,0,0,1,0,30
12457,은평구,아이파크708동앞 [12457],12,45,21,6,0,5,10,2,0,0,1,0,57
12458,은평구,진관동주민센터 [12458],117,407,96,69,28,40,89,19,8,30,28,0,626
12459,은평구,진관동주민센터 [12459],117,405,96,68,28,40,88,19,8,30,28,0,622
12460,은평구,동부센트레빌324동앞 [12460],10,45,10,9,6,6,6,5,0,1,2,0,188
12461,은평구,두산위브253동앞 [12461],6,29,5,7,4,4,3,2,0,2,2,0,452
12462,은평구,동부센트레빌320동앞 [12462],10,53,11,13,5,9,8,5,0,1,1,0,94
12463,은평구,신도초교.은평메디텍고등학교 [12463],8,55,11,15,3,12,7,4,0,1,1,1,89
12464,은평구,하나고.삼천사.진관사입구 [12464],17,81,15,16,15,2,8,1,2,2,0,20,95
12465,은평구,두산위브205동앞 [12465],14,52,10,12,5,8,8,6,0,1,2,0,81
12466,은평구,래미안922동앞 [12466],25,70,21,19,0,12,9,6,0,2,1,0,152
12467,은평구,롯데캐슬820동앞 [12467],25,70,21,19,0,12,9,6,0,2,1,0,149
12471,은평구,기자촌11단지앞 [12471],4,33,7,10,3,9,1,1,0,0,1,1,72
12472,은평구,수국사입구 [12472],13,74,21,19,10,16,4,2,1,1,0,0,273
12474,은평구,신도초교.은평메디텍고등학교 [12474],2,41,7,11,2,10,5,3,0,1,1,1,84
12498,은평구,덕산중학교.씨티아파트 [12498],11,58,4,15,12,7,6,5,8,1,0,0,234
12499,은평구,덕산중학교.두산위브아파트 [12499],12,61,4,15,13,8,6,5,9,1,0,0,254
13019,서대문구,동교동삼거리 [13019],353,1182,218,183,283,113,102,36,94,11,7,135,3557
13023,서대문구,신촌오거리신촌역 [13023],186,1222,326,305,92,86,113,37,45,70,60,88,2719
13025,서대문구,이대역 [13025],125,813,222,154,61,102,80,66,43,24,32,29,1717
13042,용산구,웨딩타운 [13042],131,489,124,116,24,55,61,34,23,17,28,7,964
13044,용산구,아현역 [13044],84,578,139,179,26,54,46,51,19,12,44,8,1024
13109,마포구,사천교 [13109],6,317,110,82,30,29,13,10,10,11,11,11,856
13113,서대문구,서대문우체국 [13113],37,184,46,27,31,12,19,11,12,4,4,18,1182
13114,서대문구,연세대학교앞 [13114],22,664,396,76,27,31,20,19,15,47,2,31,1870
13115,서대문구,연대앞 [13115],2,401,245,46,16,19,8,16,9,18,2,22,1591
13116,서대문구,세브란스병원 [13116],18,653,379,74,30,30,21,11,13,60,6,29,1839
13117,서대문구,세브란스병원 [13117],0,340,161,51,18,19,19,2,12,33,3,22,1633
13118,서대문구,이대부중 [13118],7,97,43,19,8,2,6,0,3,2,11,3,928
13119,서대문구,이대부중 [13119],32,204,90,50,19,5,12,0,8,4,13,3,374
13120,서대문구,이대부고 [13120],16,181,68,45,22,10,14,1,7,6,4,4,333
13137,종로구,충정로역2호선 [13137],113,483,178,78,88,27,21,19,45,13,8,6,1107
13141,서대문구,신촌기차역입구 [13141],128,1233,376,229,105,160,104,78,47,47,41,46,1933
13151,서대문구,연희3거리 [13151],136,674,220,162,94,51,61,20,10,24,27,5,1106
13152,서대문구,한성화교중고교.서대문소방서 [13152],48,202,51,31,46,10,37,8,8,7,1,3,407
13153,서대문구,한성화교중고교.서대문소방서 [13153],56,214,52,31,47,12,41,11,8,7,2,3,420
13155,서대문구,서대문자연사박물관입구 [13155],37,178,32,27,50,14,20,14,6,4,3,8,435
13156,서대문구,서대문구청서대문보건소 [13156],40,153,42,35,40,9,8,6,9,1,1,2,413
13158,서대문구,동신병원 [13158],53,209,74,43,27,18,11,8,8,12,7,1,314
13159,서대문구,기업은행홍은동지점 [13159],45,185,56,40,18,28,11,6,5,12,7,2,302
13160,서대문구,정원여중 [13160],16,80,18,17,15,13,8,4,3,1,0,1,224
13161,서대문구,정원여중 [13161],5,112,28,17,25,16,9,5,10,1,0,1,156
13162,서대문구,홍은현대아파트 [13162],33,107,28,17,22,14,9,5,9,2,0,1,195
13171,서대문구,유원하나아파트 [13171],3,56,9,15,6,7,11,4,1,2,0,1,334
13172,서대문구,홍지문.옥천암 [13172],1,5,0,1,2,1,1,0,0,0,0,0,105
13173,서대문구,홍지문 [13173],4,6,0,1,2,1,1,0,1,0,0,0,116
13175,마포구,북가좌2동주민센터 [13175],115,462,147,71,40,56,59,18,16,26,22,7,923
13176,마포구,KT가좌지사 [13176],109,454,161,75,37,70,19,27,13,33,13,6,825
13182,마포구,모래내삼거리 [13182],141,413,125,99,17,29,62,12,9,15,38,7,648
13183,마포구,DMC래미안e.편한세상2.4단지 [13183],44,276,52,52,16,34,76,12,6,8,18,2,610
13185,마포구,북가좌삼호.가재울아이파크아파트 [13185],30,149,40,29,7,21,26,13,2,2,9,0,611
13195,서대문구,명지대 [13195],89,539,223,108,34,54,34,19,18,35,8,6,1118
13203,서대문구,홍남교 [13203],17,250,71,62,34,33,16,7,11,8,5,3,895
13204,서대문구,연가교 [13204],7,136,23,32,13,16,29,7,8,4,3,1,491
13220,서대문구,명지전문대.충암중고등학교 [13220],63,252,65,51,32,29,36,9,9,14,4,3,757
13232,서대문구,연가초교삼성아파트앞 [13232],23,137,25,27,10,25,27,10,6,4,1,2,681
13241,마포구,북가좌한양아파트앞 [13241],21,264,53,47,14,33,63,17,5,9,16,7,588
13250,서대문구,독립문역 [13250],26,118,37,22,4,7,17,7,8,11,5,0,234
13253,종로구,✈️ 충정로역 [13253],135,492,181,80,91,27,21,19,45,13,9,6,1117
13256,서대문구,연가교 [13256],8,149,26,36,14,17,33,8,7,4,3,1,541
13260,서대문구,서대문종합사회복지관 [13260],3,76,20,13,3,4,27,3,4,1,1,0,557
13261,서대문구,서대문종합사회복지관 [13261],4,66,15,13,3,5,21,2,5,1,1,0,521
13262,서대문구,홍남교백련시장입구 [13262],27,356,104,95,38,42,21,12,16,11,13,4,863
13264,마포구,북가좌초교사거리 [13264],101,379,71,73,33,53,81,18,10,16,20,4,766
13270,종로구,독립문공원.극동아파트 [13270],24,333,95,83,18,34,35,20,8,14,18,8,652
13331,마포구,DMC래미안e-편한세상3단지 [13331],46,172,48,33,16,23,14,16,4,7,4,7,447
14101,마포구,마포구청.성산자동차검사소 [14101],203,432,72,64,115,52,27,25,46,23,7,1,917
14103,마포구,마포농수산물시장.월드컵공원 [14103],0,165,42,111,2,4,0,0,4,1,1,0,367
14104,마포구,월드컵경기장남측.월드컵공원 [14104],0,164,42,110,2,4,0,0,4,1,1,0,200
14105,마포구,월드컵경기장서측.문화비축기지 [14105],0,107,31,64,3,4,0,0,3,1,1,0,111
14106,마포구,월드컵경기장서측.문화비축기지 [14106],0,107,31,64,3,4,0,0,3,1,1,0,109
14107,마포구,월드컵파크3단지.난지천공원 [14107],0,60,6,9,14,5,10,6,8,1,1,0,149
14108,마포구,월드컵파크3단지난지천공원 [14108],0,51,5,8,14,3,9,3,7,1,1,0,104
14109,마포구,서부면허시험장 [14109],0,72,6,8,6,5,43,0,1,0,3,0,114
14110,마포구,서부면허시험장 [14110],0,72,6,8,6,5,43,0,1,0,3,0,110
14111,마포구,DMC첨단산업센터 [14111],23,67,8,11,30,3,4,4,6,1,0,0,360
14115,마포구,월드컵공원입구.문화비축기지입구 [14115],0,6,4,1,1,0,0,0,0,0,0,0,109
14116,마포구,월드컵파크3단지정문 [14116],37,99,15,13,33,5,12,6,12,2,1,0,291
14117,마포구,월드컵파크2단지.에스플렉스센터 [14117],36,270,57,28,80,19,26,17,22,7,14,0,821
14119,마포구,합정역 [14119],174,1187,358,155,270,119,89,45,60,35,34,22,2901
14132,용산구,마포역 [14132],71,1094,367,118,259,71,64,41,89,41,30,14,2095
14134,용산구,공덕역10번출구 [14134],96,892,249,106,210,69,56,36,77,22,42,25,2214
14142,용산구,공덕시장 [14142],134,1046,247,156,288,60,62,47,117,20,40,9,2067
14143,용산구,신덕성결교회 [14143],49,558,203,84,112,36,35,21,21,15,13,18,1582
14149,용산구,공덕오거리 [14149],72,1035,303,152,221,67,60,39,88,29,50,26,2271
14150,용산구,공덕오거리 [14150],55,1034,309,152,221,73,56,38,84,28,47,26,2274
14153,용산구,공덕역 [14153],137,1247,359,166,293,83,76,45,114,36,59,16,2538
14158,마포구,성산2동주민센터 [14158],106,386,77,62,59,51,65,15,28,16,7,6,831
14161,마포구,성산119안전센터 [14161],147,257,43,49,18,27,55,20,7,16,21,1,584
14162,마포구,성산아파트 [14162],18,186,29,50,9,25,23,18,5,4,19,4,313
14163,마포구,성산아파트 [14163],18,184,28,50,9,25,23,17,5,4,19,4,307
14166,마포구,상암초등학교 [14166],68,653,336,62,76,40,39,20,26,21,18,15,1111
14169,서대문구,신촌로터리 [14169],179,776,174,110,89,87,94,37,49,30,63,43,2200
14170,서대문구,서강대학교 [14170],32,411,130,52,37,39,72,22,19,17,6,17,1213
14172,용산구,광성중고등학교 [14172],77,471,136,68,96,39,69,24,13,14,0,12,1218
14174,용산구,대흥역 [14174],68,688,209,103,128,47,121,19,14,14,15,18,1335
14186,마포구,성산2교 [14186],48,330,56,57,101,18,25,6,39,14,3,11,817
14188,마포구,성미약수터 [14188],94,328,52,50,104,19,25,7,41,15,1,14,1025
14195,마포구,마포구청역 [14195],91,613,114,100,146,53,47,35,68,28,12,10,1264
14196,마포구,마포중앙도서관 [14196],43,356,73,58,85,35,16,22,28,20,6,13,1301
14197,마포구,마포중앙도서관 [14197],33,244,41,37,74,30,10,9,18,9,2,14,1296
14198,마포구,성산2교 [14198],7,275,62,54,68,22,18,6,29,4,3,9,985
14199,마포구,성산2교 [14199],13,280,62,51,68,20,26,8,27,4,5,9,942
14200,서대문구,광흥창역.서강동주민센터 [14200],47,356,87,56,46,34,49,25,14,21,17,7,788
14203,서대문구,창전현대홈타운 [14203],19,251,61,46,25,28,34,18,11,12,11,5,1137
14204,서대문구,신촌로터리 [14204],121,1130,287,296,101,86,81,41,62,30,70,76,2663
14205,서대문구,신촌로터리 [14205],216,1250,297,324,118,111,103,47,66,39,85,60,2682
14207,서대문구,이화여대입구 [14207],128,1167,315,229,97,159,107,78,51,46,44,41,1800
14211,용산구,대흥교회 [14211],98,366,70,71,16,54,46,63,6,11,12,17,1087
14212,용산구,서강대후문.마포아트센터 [14212],28,201,53,40,24,24,28,15,4,2,0,11,860
14218,마포구,홀트아동복지회 [14218],65,954,318,128,198,90,66,33,45,37,17,22,2286
14219,마포구,합정역 [14219],244,1216,379,158,297,96,101,42,68,25,29,21,3692
14224,마포구,홍대입구역 [14224],391,2145,509,406,411,211,174,57,143,61,106,67,4920
14225,마포구,홍대입구역 [14225] 디지털,418,2163,551,417,389,226,163,53,129,53,106,76,4901
14239,용산구,한국출판콘텐츠센터 [14239],87,347,72,73,53,45,41,24,17,11,8,3,915
14241,용산구,용강동주민센터 [14241],74,465,128,65,89,33,52,27,35,30,5,1,1076
14244,마포구,메세나폴리스 [14244],1,1045,354,144,194,85,71,38,74,34,34,17,2755
14245,마포구,마포한강푸르지오 [14245],91,981,333,141,175,85,64,39,62,36,25,21,2704
14248,마포구,기업은행서교동지점(최규하대통령가옥) [14248],98,870,232,135,197,75,65,27,44,29,44,22,2443
14251,마포구,망원시장.망원동월드컵시장입구 [14251],161,1052,324,199,152,100,74,29,43,56,59,16,2293
14252,마포구,마포구청역입구 [14252],105,660,191,126,91,68,56,36,27,35,17,13,1738
14253,마포구,마포구청역입구 [14253],96,760,198,133,148,77,54,39,47,33,14,17,1742
14271,마포구,월드컵파크7단지 [14271],3,62,4,6,4,5,40,1,0,1,1,0,200
14273,마포구,월드컵경기장북측 [14273],0,54,12,14,3,9,5,5,4,0,1,1,377
14286,마포구,상암DMC홍보관.YTN [14286],111,561,280,75,84,26,21,16,20,9,29,1,1431
14287,마포구,✈️ 상암 DMC [14287],108,578,289,76,87,28,21,18,20,9,28,2,1371
14289,마포구,월드컵파크5단지 [14289],0,544,185,68,135,27,36,19,35,17,21,1,862
14290,마포구,상암DMC입구 [14290],6,51,5,13,10,1,7,9,4,1,1,0,349
14291,마포구,상암고등학교 [14291],4,124,31,18,12,7,28,9,6,7,5,1,615
14292,마포구,월드컵파크3단지후문 [14292],0,25,3,6,4,3,4,3,1,1,0,0,89
14295,마포구,월드컵파크4단지후문.JTBC [14295],77,419,183,63,75,23,15,14,17,8,21,0,1206
14296,마포구,디지털미디어시티역2번출구 [14296],0,150,56,31,25,9,5,2,9,3,6,4,650
14307,마포구,누리꿈스퀘어.MBC [14307],139,765,312,116,158,39,27,22,39,17,35,0,1197
14311,마포구,한강밤섬자이아파트 [14311],16,163,32,33,29,10,22,15,9,8,2,3,707
14312,서대문구,서강해모로아파트 [14312],15,287,63,50,39,25,46,24,9,18,9,4,635
14316,마포구,월드컵경기장북측 [14316],0,110,46,16,11,10,7,3,7,3,3,4,500
14332,마포구,월드컵공원입구.문화비축기지입구 [14332],0,1,0,0,1,0,0,0,0,0,0,0,109
14334,마포구,월드컵파크9.10.11.12단지 [14334],57,105,15,21,10,11,31,6,2,4,5,0,151
14335,마포구,월드컵파크9.10.11.12단지 [14335],61,110,15,23,10,12,31,8,2,4,5,0,219
14336,용산구,용마루고개.브라운스톤공덕아파트 [14336],3,194,31,47,29,19,26,17,6,1,2,16,1077
14337,마포구,하늘초등학교 [14337],57,105,15,21,10,11,31,6,2,4,5,0,152
14339,마포구,월드컵파크11.12단지 [14339],16,123,16,22,19,15,33,6,3,4,5,0,172
14340,마포구,수색교 [14340],33,58,6,10,18,6,11,4,2,1,0,0,178
14344,마포구,디지털미디어시티역3번출구A [14344],0,122,38,30,21,8,5,2,8,2,6,2,546
14349,마포구,중동현대아파트 [14349],5,89,19,14,6,9,23,6,2,6,3,1,690
14350,마포구,가좌행복주택.건영월드컵아파트 [14350],18,375,91,77,41,32,59,8,19,11,33,4,823
14352,마포구,월드컵아이파크 [14352],5,279,70,53,63,24,26,7,22,3,4,7,1153
14355,마포구,DMC첨단산업센터 [14355],7,197,74,23,45,10,10,7,12,8,7,1,709
14358,마포구,공항철도디지털미디어시티역 [14358],48,274,121,37,32,27,14,4,8,7,12,12,753
14537,마포구,청원빌딩 [14537],110,820,196,112,186,72,69,28,51,24,9,73,2672
14563,마포구,마포구청.마포구청역 [14563],17,415,79,100,93,40,25,18,38,14,7,1,806
14601,마포구,MBC [14601],34,715,316,104,140,39,22,13,35,12,33,1,1500
14628,마포구,YTN뉴스퀘어.CJENT [14628],31,797,355,109,153,44,26,20,38,15,35,2,1415
14803,용산구,✈️ 마포역 [14803],216,1316,410,152,270,101,92,48,112,54,66,11,2497
14828,마포구,✈️ 월드컵아파트5단지 [14828],48,464,175,65,95,23,33,14,22,16,20,1,813
14829,마포구,✈️ 월드컵5단지 [14829],0,458,173,62,95,23,33,14,21,16,20,1,846
14835,마포구,합정역 [14835],163,1409,447,179,332,120,106,51,82,42,38,12,3411
14863,마포구,홍대입구역 [14863],418,2130,521,398,402,215,164,55,135,61,105,74,4862
14895,마포구,합정역 [14895],187,1318,449,177,270,111,98,50,68,33,43,19,3480
14951,마포구,KBS미디어센터 [14951],79,412,175,39,85,19,27,19,23,6,18,1,1245
14989,서대문구,신촌역 [14989],198,1257,294,320,119,111,107,47,65,41,88,65,2784
14990,서대문구,신촌역 [14990],180,1351,340,337,123,121,112,46,71,41,87,73,2846
14991,서대문구,신촌농협.하나로마트 [14991],128,1459,462,326,162,119,79,35,76,40,46,114,3477
14992,서대문구,기업은행.신촌연세병원 [14992],79,669,194,88,72,57,54,27,38,21,43,75,2410
15103,양천구,목동3단지 [15103],25,223,44,35,12,28,57,15,7,14,9,2,691
15104,양천구,영도초등학교 [15104],35,241,43,36,12,30,78,15,5,10,12,0,693
15105,양천구,신목중학교.목동2단지후문 [15105],33,167,31,22,8,16,63,12,1,9,5,0,675
15106,영등포구,목동2단지 [15106],298,697,76,87,37,37,386,18,5,22,29,0,935
15107,양천구,목동3단지 [15107],0,443,46,63,29,36,223,22,3,12,9,0,918
15111,양천구,목동사거리 [15111],168,767,233,188,56,89,45,25,18,60,45,8,1412
15112,양천구,영도중.강서고입구.기아양서대리점 [15112],105,384,107,86,29,62,32,12,19,20,15,2,1328
15117,영등포구,신목동역2번출구 [15117],3,101,11,21,27,15,14,6,5,0,2,0,154
15118,영등포구,신목동역1번출구 [15118],4,101,11,21,27,15,14,6,5,0,2,0,161
15126,강서구,목동2차성원아파트 [15126],42,131,22,32,19,23,13,7,5,4,4,2,572
15127,강서구,목3동주민센터.현대아이파크.실로암안과 [15127],81,324,57,73,32,61,48,18,6,18,11,0,708
15128,강서구,목3동시장.강서도서관 [15128],187,899,242,205,108,96,49,38,44,59,51,7,1446
15140,영등포구,월촌초등학교 [15140],0,55,5,7,1,7,16,14,0,2,3,0,241
15141,양천구,월촌초등학교 [15141],18,59,6,9,2,8,16,14,0,1,3,0,279
15142,영등포구,목원초등학교.서울지방식품의약품안전청 [15142],0,112,10,20,27,14,18,15,3,1,4,0,160
15143,양천구,용왕산 [15143],2,106,24,14,6,8,37,5,0,8,4,0,634
15148,영등포구,월촌중학교 [15148],45,432,88,49,21,17,200,9,3,20,25,0,1014
15151,양천구,목동5단지C상가.목동운동장북문 [15151],56,130,27,27,5,6,53,1,3,8,0,0,1042
15152,영등포구,파리공원 [15152],13,668,87,84,39,33,363,11,4,25,22,0,944
15153,영등포구,목동5단지B상가.목5동주민센터 [15153],66,782,106,98,43,39,404,23,5,25,39,0,909
