ARS,자치구,정류장이름,경도,위도
22887,서초구,뱅뱅사거리 [22887],127.030304584,37.4892316317
22890,서초구,남부터미널 [22890],127.0169521013,37.4819795068
22891,서초구,경남아파트 [22891],127.0004098253,37.477192125
22895,서초구,예술의전당 [22895],127.0140414058,37.4811103218
22899,서초구,서초동예술의전당/신중초등학교 [22899],127.010826,37.479771
22900,서초구,동덕여중고 [22900],126.9929415,37.47403997
22904,서초구,국립국악원 [22904],127.0073810943,37.4779435387
22905,서초구,래미안아파트.파이낸셜뉴스 [22905],127.029934,37.492482
22908,서초구,남부터미널.BC카드앞 [22908],127.0143960237,37.4847552499
22909,서초구,양재역엘타워빌딩 [22909],127.0356299924,37.4825610693
22913,관악구,서래초등학교 [22913],126.9883726975,37.49573641
22928,서초구,방배열린문화센터.가야치과병원 [22928],126.9928643282,37.4891551044
22931,서초구,신한은행 [22931],126.9921144436,37.490394075
22933,서초구,뉴코아백화점 [22933],127.0080547391,37.5072825331
22937,관악구,이수역2번출구 [22937],126.9824232165,37.4872077842
22945,서초구,서초1동주민센터 [22945],127.0192223339,37.4896367481
22979,관악구,서울메트로 [22979],126.9873538613,37.4774762857
22980,서초구,서초구청 맞은편 [22980],127.030601072,37.4841889736
22981,서초구,방배역3번출구 [22981],126.9964879477,37.4812111266
22983,서초구,대검찰청.서초경찰서 [22983],127.0062446594,37.4945136356
22984,서초구,불교TV.서초어린이집 [22984],127.0002023829,37.4745006419
22989,관악구,사당역 12번출구 [22989],126.9819882566,37.4778342637
22990,서초구,삼성래미안.이수역방향 [22990],127.001950895,37.503801116
22993,서초구,서울성모병원.서울지방조달청 [22993],127.0041236994,37.5003496563
22994,서초구,아크로비스타 [22994],127.01282537,37.4980214836
23101,강남구,신사중학교 [23101],127.0204991277,37.5229277357
23102,강남구,✈️ 미성아파트 [23102],127.021302,37.523733
23103,강남구,광림교회.현대고등학교(new) [23103],127.0252663803,37.5253868122
23104,강남구,광림교회.현대고등학교 [23104],127.0244392928,37.5252779533
23108,강남구,신사역8번출구.가로수길 [23108],127.0221753116,37.5174397364
23109,강남구,신사역사거리 [23109],127.019435,37.517422
23110,강남구,신사역3번출구 [23110],127.0200787646,37.5152289207
23112,강남구,신사동고개 [23112],127.0260152561,37.5185545148
23114,강남구,학동역 [23114],127.0301678528,37.5147842255
23115,강남구,학동역6번출구 [23115],127.0296320997,37.5137805482
23116,강남구,영동시장 [23116],127.0234688746,37.5118508617
23117,강남구,영동시장 [23117],127.0224536332,37.5113367768
23118,강남구,학동역5번출구 [23118],127.0301492658,37.5135731512
23120,강남구,삼정호텔 [23120],127.0316905107,37.5067856544
23121,서초구,신논현역 [23121],127.0258483824,37.5050754793
23124,강남구,언북중학교입구 [23124],127.0308205822,37.5202978876
23125,강남구,제일은행.호림아트센터앞 [23125],127.0349369258,37.5215790063
23126,강남구,영동119안전센터 [23126],127.0381006504,37.5225557208
23128,강남구,강남구청역 [23128],127.0399409789,37.5169580553
23129,강남구,세관앞 [23129],127.0360665964,37.5157593644
23130,강남구,서울세관 [23130],127.0356282732,37.5170273453
23131,강남구,서울세관 [23131],127.0351676893,37.5173244793
23132,강남구,학동역 [23132],127.0303750209,37.515158129
23135,강남구,강남구청역 [23135],127.0401699369,37.5167710194
23136,강남구,한국토지주택공사앞 [23136],127.0426620828,37.5131909081
23138,강남구,아크로힐스논현 [23138],127.0396748981,37.5092228723
23139,강남구,논현아이파크 [23139],127.0364372746,37.5112220456
23140,강남구,임페리얼팰리스호텔.워터게이트빌딩 [23140],127.0356009719,37.5143285583
23141,강남구,임피리얼팰리스호텔워터게이트 [23141],127.0351526376,37.5135465374
23142,강남구,논현아이파크 [23142],127.0359197745,37.5111433662
23143,강남구,국민은행논현동지점 [23143],127.0373832207,37.5085727966
23147,강남구,서울세관사거리 [23147],127.0346068386,37.515315407
23148,강남구,현대아파트 [23148],127.030580671,37.5284384777
23149,강남구,✈️ 압구정역 [23149],127.0311225746,37.5282986659
23151,강남구,신사동교회 [23151],127.030625028,37.5206998289
23152,강남구,도산공원.호림아트센터앞 [23152],127.0333295289,37.5221138227
23156,강남구,압구정파출소 [23156],127.0362762745,37.5291115096
23157,강남구,압구정파출소 [23157],127.036267,37.528789
23158,강남구,✈️ 갤러리아백화점 [23158],127.0395789565,37.5282700029
23159,강남구,✈️ 갤러리아 백화점 [23159],127.0392574486,37.527929495
23162,강남구,도산공원 [23162],127.0335300905,37.5228130189
23163,강남구,신구중학교 [23163],127.0335404098,37.5256460711
23165,강남구,청담초등학교 [23165],127.045122136,37.5268028293
23166,강남구,청담동주민센터 [23166],127.0493317535,37.5246152832
23167,강남구,✈️ 프리마호텔 [23167],127.0513510007,37.5245198173
23168,강남구,✈️ 리베라호텔 [23168],127.056049,37.522598
23169,강남구,영동교입구 [23169],127.05519,37.522801
23170,강남구,청담역.경기고교 [23170],127.0561675414,37.52098119
23171,강남구,우리은행청담지점.청담삼익아파트 [23171],127.0568972469,37.5210776985
23173,강남구,진흥아파트 [23173],127.0520898501,37.5192911033
23174,강남구,청담천주교회 [23174],127.0495735347,37.5204992022
23175,강남구,청담2치안센터 [23175],127.0482136037,37.5230254757
23176,강남구,강남구청.강남세무서 [23176],127.0472972241,37.5184307316
23177,강남구,청담동래미안아파트 [23177],127.0429049989,37.5176597984
23178,강남구,강남구청역 [23178],127.0409428973,37.518511943
23179,강남구,✈️ 프리마호텔 [23179],127.051344,37.524927
23180,강남구,농협앞 [23180],127.0443867144,37.5240778005
23182,강남구,청담초등학교앞 [23182],127.045085725,37.5264613268
23183,강남구,청담2치안센터 [23183],127.0477909496,37.5229351646
23186,강남구,진흥아파트청담역 [23186],127.0521305938,37.5190458844
23187,강남구,청담역.경기고교 [23187],127.0564579528,37.5198187578
23190,강남구,봉은사.코엑스북문 [23190],127.0588290285,37.5141705618
23193,강남구,봉은사역5번출구.광동한방병원 [23193],127.0621999736,37.514457156
23194,강남구,노블발렌티웨딩홀 [23194],127.0647588832,37.5148306999
23196,강남구,강남경찰서면허시험장 [23196],127.0659088469,37.5098983164
23197,강남구,삼성역7번출구 [23197],127.061718,37.51231
23199,강남구,무역센터 [23199],127.0619023166,37.5105781837
23200,강남구,강남보건소.강남구립국제교육원 [23200],127.0417754477,37.5154775223
23202,강남구,포스코사거리 [23202],127.0563179719,37.5078226593
23204,강남구,센트럴아이파크.강남구도시관리공단 [23204],127.0520466841,37.5157795361
23205,강남구,삼성동서광아파트 [23205],127.0424517989,37.5173233382
23206,강남구,강남구청.강남세무서 [23206],127.0476647353,37.5182413732
23207,강남구,✈️ 청담역7번출구 [23207],127.0506188246,37.5176356522
23208,강남구,센트럴아이파크.강남구도시관리공단 [23208],127.0518696115,37.5153174045
23209,강남구,한별구립어린이집 [23209],127.0546026643,37.5102276026
23210,강남구,삼성중앙역.플래티넘아파트 [23210],127.0515286905,37.512663758
23211,강남구,삼성중앙역.플래티넘아파트 [23211],127.0518271312,37.5123779785
23214,강남구,선릉역8번출구.선정릉 [23214],127.0483328457,37.5062014334
23216,강남구,한국토지주택공사앞 [23216],127.0432054996,37.5126364282
23218,강남구,선릉역 [23218],127.050205,37.505143
23219,서초구,✈️ 도곡역2번출구.동부센트레빌[23219],127.0565229085,37.4915855937
23220,서초구,중대부고 [23220],127.0550936879,37.4918872375
23221,강남구,단대부고.대치아이파크아파트 [23221],127.0537770662,37.4946749575
23222,강남구,한티역2번출구.한티역3번출구.서울강남고용노동지청 [23222],127.0541425059,37.4964463596
23223,강남구,삼성아파트입구 [23223],127.05956007,37.4981982
23224,강남구,농협대치지점 [23224],127.0611545494,37.4979369667
23226,강남구,대치역1번출구 [23226],127.0614984174,37.4938592964
23227,강남구,래미안.대치.팰리스 [23227],127.0585796232,37.4925595861
23228,서초구,도곡역 [23228],127.0565474837,37.4911818874
23229,강남구,대치동우성아파트 [23229],127.0596110202,37.4925770923
23230,강남구,대치역8번출구 [23230],127.0622309495,37.4938624098
23231,강남구,대치역7번출구 [23231],127.06408,37.492458
23233,강남구,은마아파트 [23233],127.0628615031,37.4955959062
23234,강남구,은마파출소 [23234],127.0615233829,37.4980989737
23235,강남구,은마아파트 [23235],127.0631318417,37.4994819598
23236,강남구,대치동은마아파트 [23236],127.0684549688,37.4989023513
23237,강남구,은마아파트 [23237],127.0669737834,37.4957666584
23238,강남구,대치동미도아파트 [23238],127.0677076244,37.4956049426
23239,강남구,대치역6번출구.강남구민회관 [23239],127.064278,37.492785
23240,강남구,쌍용아파트 [23240],127.0693334711,37.4980841758
23243,강남구,강남경찰서.강남운전면허시험장 [23243],127.0670284926,37.5097985758
23244,강남구,삼성역 [23244],127.0636868176,37.5071289459
23245,강남구,휘문고.대치2동주민센터 [23245],127.065214,37.504394
23246,강남구,래미안하이스턴.대치순복음교회 [23246],127.0638660962,37.4999449909
23247,강남구,대치현대아파트 [23247],127.0600625549,37.5008238066
23249,강남구,휘문중고등학교 [23249],127.0614966158,37.5040741974
23252,강남구,한티역 [23252],127.0521475206,37.4981160997
23253,강남구,도성초등학교 [23253],127.0512135652,37.5001223629
23257,강남구,도성초교사거리 [23257],127.0516118811,37.5008818613
23259,강남구,선릉역 [23259],127.050462265,37.5047611955
23260,강남구,포스코빌딩 [23260],127.0548888307,37.5060493833
23261,강남구,대치사거리 [23261],127.058292,37.503405
23262,강남구,대치동현대아파트 [23262],127.0591748622,37.501646012
23263,강남구,은마아파트입구사거리 [23263],127.0600675492,37.4987273789
23264,강남구,도곡초등학교 [23264],127.0566485239,37.4976896078
23265,강남구,한티역2번출구.서울강남고용노동지청 [23265],127.0539289896,37.4967735576
23267,강남구,삼정호텔앞 [23267],127.0311108359,37.5062420273
23268,강남구,차병원 [23268],127.0344860558,37.50553234
23271,강남구,스포월드.라움아트센터 [23271],127.0389267017,37.5078627567
23273,강남구,아크로힐스논현 [23273],127.0406479555,37.5091077534
23278,강남구,KT강남지사 [23278],127.0419791463,37.5047549674
23279,강남구,KT강남지사 [23279],127.0414645036,37.5047578524
23280,강남구,아가방빌딩.하나은행 [23280],127.0387713026,37.5016408218
23281,서초구,역삼역.GS타워 [23281],127.036766173,37.5015046036
23290,강남구,강남보건소.강남구립국제교육원 [23290],127.042151467,37.515333228
23291,서초구,역삼럭키아파트.역삼월드메르디앙아파트 [23291],127.0387194718,37.491838771
23294,서초구,뱅뱅사거리.역삼동 [23294],127.033598088,37.4902625053
23298,강남구,역삼자이아파트 [23298],127.044319709,37.499810373
23301,강남구,역삼동개나리아파트 [23301],127.047567,37.499583
23305,강남구,대한사회복지회 [23305],127.038818,37.501137
23306,강남구,한국자산신탁.르네상스호텔 [23306],127.044247,37.502783
23307,강남구,진선여자중고등학교 [23307],127.0498724735,37.5022648571
23308,강남구,역삼e-편한세상아파트 [23308],127.0512977977,37.4992545645
23309,강남구,한티역 [23309],127.0522475418,37.4972023372
23310,강남구,한티역7번출구 [23310],127.0514784788,37.4960052231
23311,서초구,역삼중학교.강남세브란스병원 [23311],127.0476983171,37.49471181
23312,서초구,도곡1차IPARK.모커리한방병원 [23312],127.0417858592,37.4928082151
23314,서초구,도곡1동주민센터.역삼럭키아파트 [23314],127.0390292015,37.4915800523
23316,서초구,✈️ 도곡동 [23316],127.0489606775,37.4881449495
23317,서초구,매봉역양재최의원 [23317],127.0445616798,37.4861642605
23323,서초구,매봉역 [23323],127.0448542288,37.4859166406
23324,서초구,도곡개포한신아파트 [23324],127.049239,37.48791
23325,서초구,도곡동개포한신아파트 [23325],127.050372953,37.4870851555
23326,서초구,우성캐릭터빌아파트 [23326],127.0508009097,37.4870096821
23327,서초구,군인공제회관 [23327],127.0520250488,37.4892113897
23329,서초구,숙명여고 [23329],127.0523674556,37.4897270653
23330,서초구,도곡렉슬아파트.강남세브란스병원 [23330],127.0481867043,37.4944367753
23331,강남구,한티역6번출구 [23331],127.05194,37.495722
23332,강남구,도곡렉슬아파트정문 [23332],127.053435578,37.4947508051
23333,서초구,중대부고앞 [23333],127.054525,37.492538
23334,서초구,구룡중학교앞 [23334],127.057243,37.485803
23335,서초구,개포고등학교앞 [23335],127.059951,37.483066
23336,서초구,개포1단지 [23336],127.062072,37.481319
23338,서초구,개포파크빌리지 [23338],127.057772,37.477328
23339,서초구,하나은행사거리 [23339],127.0542007012,37.4809034856
23340,서초구,현대아파트경남아파트 [23340],127.0531173735,37.4828745638
23341,서초구,우성3차아파트 [23341],127.056549,37.482973
23343,서초구,개포고등학교 [23343],127.058944,37.484213
23344,서초구,개포1단지연금매장 [23344],127.0609693505,37.4825013593
23345,서초구,래미안블레스티지아파트 [23345],127.063217,37.480651
23346,서초구,시립개포도서관 [23346],127.0638958786,37.4836959018
23347,서초구,개포3단지.수도전기공고후문 [23347],127.0656239958,37.484782057
23348,서초구,개포3단지.수도전기공고후문 [23348],127.065984,37.485273
23349,서초구,디에이치아너힐즈 [23349],127.068697,37.48373
23350,서초구,주공4단지 [23350],127.069256,37.483766
23351,서초구,경기여고 [23351],127.067244,37.48653
23353,서초구,개포주공5단지경기여고 [23353],127.0674711689,37.4867075784
23354,서초구,개포동역.개포시장 [23354],127.0665798221,37.4885440958
23355,강남구,개포시장.개포5단지상가 [23355],127.0680732652,37.4895230906
23359,강남구,공무원아파트 [23359],127.0755690336,37.4923003831
23360,강남구,개원중학교 [23360],127.072156,37.492262
23361,강남구,개포주공7단지앞 [23361],127.0738085758,37.4891592437
23362,강남구,✈️ 개포동(연금매장) [23362],127.0746897303,37.488338773
23363,서초구,현대아파트 [23363],127.0528285196,37.4822653767
23364,서초구,개포래미안포레스트 [23364],127.0546102524,37.4799411421
23367,서초구,능인선원앞 [23367],127.0523276925,37.4720609789
23368,서초구,구룡사입구 [23368],127.0507511248,37.4719206884
23369,서초구,국악고교사거리 [23369],127.0480450265,37.474526919
23370,서초구,삼호물산 [23370],127.0452517449,37.4772430549
23379,서초구,구룡초등학교 [23379],127.052903,37.480467
23380,송파구,수서삼성아파트앞 [23380],127.0909893034,37.4843993977
23381,송파구,일원본동주민센터 [23381],127.0847497652,37.4834885153
23384,송파구,일원본동주민센터 [23384],127.0859753943,37.4833831017
23385,송파구,수서119.안전센터앞 [23385],127.0938503097,37.4842412879
23386,송파구,삼성서울병원정문 [23386],127.0829902821,37.4865445092
23388,송파구,일원역 [23388],127.0833076652,37.484911433
23389,송파구,삼성서울병원후문 [23389],127.0875200547,37.4901997236
23392,송파구,삼성서울병원사거리 [23392],127.0824473261,37.4891174907
23393,송파구,강남한양수자인아파트 [23393],127.1133506298,37.4781574286
23395,강남구,대치아파트 [23395],127.0724873208,37.4924140029
23397,송파구,대청역 [23397],127.0786043309,37.4932399657
23401,송파구,✈️ 수서역(현대벤처빌) [23401],127.1021201028,37.4876807848
23402,송파구,수서역 [23402],127.1007452609,37.4883076816
23403,송파구,수서역KT수서지점 [23403],127.0998654903,37.4885476793
23404,송파구,수서역KT수서지점 [23404],127.1007358421,37.4871885183
23405,송파구,세곡동주민센터 [23405],127.1080981819,37.4696395193
23406,송파구,궁마을 [23406],127.0973286229,37.4854278045
23407,송파구,궁마을 [23407],127.0976066393,37.4852808034
23408,송파구,수서역6번출구 [23408],127.1020425697,37.4867911067
23409,송파구,수서역5번.출구 [23409],127.1025969044,37.4868602717
23410,송파구,수서역.로즈데일빌딩 [23410],127.1028677279,37.4873984409
23411,송파구,세곡문화복지회관 [23411],127.1076740129,37.469461957
23412,송파구,은곡마을.LH이편한세상 [23412],127.1025352444,37.4653476974
23422,송파구,세곡동사거리 [23422],127.108561756,37.465796284
23423,송파구,방죽마을 [23423],127.107350365,37.4723837769
23424,송파구,래미안포레아파트 [23424],127.1067825531,37.4745489674
23425,송파구,쟁골마을 [23425],127.1050772751,37.4818869624
23426,송파구,쟁골마을 [23426],127.1043990475,37.4826545844
23427,송파구,래미안포레아파트 [23427],127.1062605211,37.4751350942
23432,강남구,영동고교앞 [23432],127.0398932882,37.5215035461
23434,송파구,은곡마을진입로 [23434],127.0987019628,37.4657576277
23435,강남구,탄천교 [23435],127.068123,37.501358
23436,강남구,우성아파트 [23436],127.0684146056,37.501143627
23437,송파구,세곡푸르지오.은곡삼거리 [23437],127.0946994252,37.4649702658
23438,강남구,삼성역 [23438],127.0637122939,37.5071627199
23439,송파구,세곡푸르지오 [23439],127.096478,37.465062
23442,송파구,"세곡2지구3,4단지 [23442]",127.1100617023,37.4769291284
23445,서초구,개포우성아파트 [23445],127.0578638641,37.4765644257
23446,송파구,래미안강남힐즈 [23446],127.0973806587,37.4723483229
23447,송파구,세곡중학교.세명초등학교 [23447],127.0917980067,37.4702479734
23449,송파구,일원동한솔아파트 [23449],127.0793139035,37.4825445295
23450,송파구,시립수서청소년센터 [23450],127.089107,37.483863
23453,강남구,포스코사거리 [23453],127.055736576,37.5080791101
23456,서초구,그랑프리백화점 [23456],127.0556100386,37.4899733606
23457,서초구,개포중학교 [23457],127.063631,37.480019
23459,서초구,개포주공1단지아파트 [23459],127.056741,37.478381
23462,송파구,영희초등학교 [23462],127.0804871277,37.4911914327
23463,송파구,못골마을.LH강남아이파크 [23463],127.1017217712,37.4732649886
23464,송파구,못골마을 [23464],127.1018882443,37.4731023528
23465,송파구,태화기독교.사회복지관 [23465],127.0933527923,37.4845282141
23468,서초구,도곡교회.인바디빌딩 [23468],127.0554585033,37.4744335616
23469,서초구,강남세브란스병원 [23469],127.0474623305,37.4933489347
23470,서초구,도곡교회.인바디빌딩.건너 [23470],127.0559940835,37.4742753543
23471,송파구,래미안강남힐즈 [23471],127.0952484632,37.4722905356
23473,강남구,강남경찰서.강남운전면허시험장 [23473],127.0660087348,37.5095036021
23479,서초구,개포동역 [23479],127.0654139271,37.488967804
23482,송파구,세곡푸르지오 [23482],127.0939126611,37.4676884285
23488,서초구,럭키아파트 [23488],127.0411232813,37.4916371451
23492,강남구,개포4단지6단지 [23492],127.0719670062,37.4869928876
23493,서초구,개포4단지5단지 [23493],127.068237,37.486497
23494,서초구,강남역12번출구(A) [23494],127.0294748515,37.4987376489
23500,강남구,학여울역 [23500],127.071451,37.497144
23501,강남구,학여울역 [23501],127.0713978002,37.4966786872
23505,서초구,현대1차우성아파트 [23505],127.05525,37.482287
23508,강남구,개포4단지7단지 [23508],127.0729326014,37.4876526608
23509,강남구,총회회관.휘문고입구 [23509],127.066098,37.504156
23510,서초구,예림당아트홀.신한은행전산센터 [23510],127.0442961535,37.498222358
23511,강남구,새마을운동중앙회 [23511],127.0673747926,37.5020166731
23512,서초구,총지사 [23512],127.0395898829,37.4947101031
23515,서초구,우성3차아파트 [23515],127.0571827363,37.4838187251
23516,서초구,우성6차아파트 [23516],127.0551994825,37.4775486459
23521,송파구,코원에너지서비스 [23521],127.076162131,37.4984896319
23525,서초구,삼익아파트앞 [23525],127.041707484,37.4898912383
23526,송파구,래미안포레아파트 [23526],127.1072950785,37.4756585108
23528,송파구,세곡2지구3.4단지 [23528],127.110393,37.476668
23529,서초구,도곡한신아파트 [23529],127.0414335753,37.4865461779
23537,송파구,은곡마을입구.리엔파크2단지 [23537],127.102457,37.465026
23827,서초구,✈️ 양재동 [23827],127.0384964886,37.4849998548
23828,서초구,✈️ 도곡동 [23828],127.0491445012,37.4879492434
23829,서초구,✈️ 타워팰리스 [23829],127.0520250488,37.4892113897
23830,강남구,✈️ 대치동 [23830],127.0616002918,37.4935766706
23831,강남구,✈️ 학여울역 [23831],127.0676293089,37.4956366787
23832,강남구,✈️ 개포동 [23832],127.0737651349,37.4888592582
23838,강남구,✈️ 학여울역 [23838],127.0672656518,37.4958593062
23839,강남구,✈️ 대치동(하나은행) [23839],127.0613687324,37.4938876386
23840,서초구,✈️ 타워펠리스 [23840],127.052447,37.489825
23841,서초구,✈️ 양재동 [23841],127.0388556909,37.485414201
23842,강남구,✈️ 신사동 [23842],127.0193598476,37.5176547419
23843,강남구,✈️ 신사동미성아파트 [23843],127.0215333659,37.5235221474
23844,강남구,✈️ 리베라호텔 [23844],127.0546317101,37.5237692203
23848,강남구,✈️ 압구정역 [23848],127.0309163621,37.5286017159
23920,서초구,양재역.종합복지관 [23920],127.0361954353,37.4847100069
23921,서초구,양재역5번출구 [23921],127.0366159066,37.484670255
24005,송파구,석촌역 [24005],127.109062,37.503242
24007,송파구,송파역 [24007],127.111934,37.500093
24009,송파구,가락시장.가락시장역 [24009],127.117262,37.494271
24011,송파구,문정로데오거리입구 [24011],127.1214160323,37.488212078
24012,송파구,문정로데오거리입구 [24012],127.120756,37.489317
24013,송파구,문정법조단지.건영아파트 [24013],127.124583,37.481955
24014,송파구,문정법조단지.건영아파트 [24014],127.123821,37.483219
24015,송파구,장지역.가든파이브 [24015],127.126126,37.478856
24016,송파구,장지역.가든파이브 [24016],127.12543,37.480076
24101,강동구,천호역.풍납시장 [24101],127.122573363,37.5370408432
24102,강동구,풍납1치안센터입구 [24102],127.1215873404,37.5342780446
24103,강동구,파크데일아파트2단지앞 [24103],127.1584215427,37.4979450637
24104,강동구,파크데일아파트1단지앞 [24104],127.1584260863,37.4981356955
24105,강동구,풍납1동동아한가람아파트 [24105],127.1144409964,37.5370174691
24106,강동구,풍납동신성노바빌 [24106],127.1158760068,37.538146277
24108,강동구,풍납토성 [24108],127.1219626352,37.5389358276
24109,강동구,영파여고.강동구청역 [24109],127.1205104608,37.5312540389
24110,강동구,풍납동극동.쌍용아파트 [24110],127.1180236157,37.5265632485
24111,강동구,풍납중학교 [24111],127.1149375554,37.5246379417
24112,강동구,풍성중학교후문앞 [24112],127.1135650154,37.5248109306
24113,송파구,서울아산병원앞 [24113],127.1099764895,37.5248334207
24116,강동구,풍납토성서성벽 [24116],127.1107357443,37.5314550714
24117,강동구,송파두산위브.송파소방서 [24117],127.1416513795,37.5001266228
24120,강동구,풍납동영어체험마을 [24120],127.112225803,37.5311067795
24123,송파구,잠실파크리오아파트상가.올림픽회관 [24123],127.1146491783,37.521023915
24125,송파구,잠실나루역 [24125],127.106058,37.519021
24126,송파구,잠실진주아파트 [24126],127.11125,37.5196
24127,송파구,몽촌토성역 [24127],127.113109,37.518515
24128,송파구,신천동진주아파트 [24128],127.109397,37.516665
24129,송파구,잠실나루역 [24129],127.104243,37.518236
24130,송파구,잠실중학교.장미종합상가 [24130],127.10066,37.51715
24131,송파구,잠실중학교 [24131],127.100445,37.516785
24132,송파구,잠실역8번출구 [24132],127.1015366899,37.514013177
24135,송파구,잠실역9번출구 [24135],127.1042158389,37.5149140996
24139,송파구,잠실5단지 [24139],127.0939144028,37.5122132454
24140,송파구,잠실리센츠아파트앞 [24140],127.0913235945,37.5119152103
24141,송파구,잠실새내역.잠실2동주민센터 [24141],127.0872805398,37.5117722886
24142,송파구,잠실엘스아파트앞 [24142],127.0833904794,37.5118706155
24145,송파구,잠실트리지움아파트앞 [24145],127.091102025,37.5115214003
24147,송파구,갤러리아팰리스 [24147],127.0929234933,37.511317434
24148,송파구,잠실트리지움 [24148],127.0926278344,37.5109779513
24149,송파구,영동일고레이크팰리스앞 [24149],127.0921466781,37.5088084767
24150,송파구,영동일고.트리지움동문앞 [24150],127.091732,37.509037
24152,송파구,잠실트리지움 [24152],127.0902574376,37.5076826578
24153,송파구,잠실119안전센터 [24153],127.0947494345,37.5070078199
24155,광진구,아시아선수촌아파트 [24155],127.0784474662,37.5104100042
24156,송파구,아주중학교 [24156],127.0765948239,37.5047809208
24160,송파구,잠실우성4차현대아파트 [24160],127.0852075828,37.5052624454
24161,송파구,잠실우성4차현대아파트 [24161],127.0853685093,37.5049573596
24165,송파구,아주중학교 [24165],127.0779320598,37.5053703912
24167,송파구,삼전역 [24167],127.0897903395,37.5039542558
24168,송파구,송파구민회관구의회 [24168],127.0947575704,37.5027059543
24169,송파구,송파구민회관구의회 [24169],127.0945601098,37.5024275447
24176,송파구,삼전사회복지관 [24176],127.0942398906,37.498093007
24178,송파구,석촌고분역.올림픽병원 [24178],127.0983927355,37.5026705428
24179,송파구,석촌고분역.올림픽병원 [24179],127.0986427773,37.5024287111
24181,송파구,석촌역.잠실한솔아파트 [24181],127.1056431899,37.504393607
24185,송파구,석촌동남현교회앞 [24185],127.1006951845,37.49902004
24188,송파구,송파책박물관.헬리오시티 [24188],127.1040226991,37.4999173582
24194,송파구,송파여성문화회관 [24194],127.1096247621,37.5067280867
24196,송파구,송파초등학교.송파동성당 [24196],127.111379311,37.5087366131
24201,송파구,송파동한양1차아파트 [24201],127.1154171073,37.5059567152
24203,송파구,송파역 [24203],127.1129081285,37.4992928463
24204,송파구,성지아파트 [24204],127.1174306486,37.4997831426
24205,송파구,송파동삼익아파트 [24205],127.1219127896,37.5029232975
24206,송파구,삼익아파트미성아파트 [24206],127.1203825294,37.5060869823
24207,송파구,송파2동한양삼성아파트 [24207],127.1157233661,37.5059979239
24210,송파구,방이중학교 [24210],127.114367187,37.5141640145
24212,송파구,송파나루역.방이전통시장서문 [24212],127.1124463657,37.5110032307
24213,송파구,송파나루역.방이전통시장서문 [24213],127.1129451561,37.5110903245
24216,송파구,잠실진주아파트 [24216],127.1096189729,37.5161753691
24217,송파구,올림픽베어스타운아파트앞 [24217],127.1191035641,37.5148280531
24219,송파구,방이전통시장동문 [24219],127.1180475372,37.5101122511
24221,송파구,올림픽공원남2문 [24221],127.1214072807,37.5140240154
24222,강동구,올림픽공원장미광장 [24222],127.1249201549,37.512651295
24224,송파구,한양 삼익아파트 [24224],127.1217137999,37.5059143549
24228,송파구,신구블레스밸리 [24228],127.1218814103,37.511617539
24231,송파구,올림픽회관 [24231],127.1151501871,37.5209125924
24232,강동구,풍납동극동 [24232],127.1186989404,37.5268432202
24233,송파구,한성백제박물관 [24233],127.1193031384,37.5155282741
24234,강동구,서울체육중.고등학교 [24234],127.1313779815,37.5222031515
24235,강동구,둔촌오륜역.서문교회 [24235],127.1397435665,37.5184657678
24236,강동구,서하남IC입구 [24236],127.142813844,37.5171037198
24239,강동구,올림픽공원장미광장 [24239],127.1261589886,37.5128834629
24240,송파구,올림픽공원남2문 [24240],127.1218099465,37.5146224597
24242,강동구,보성중고등학교 [24242],127.1335690395,37.5200225221
24243,강동구,보성중고등학교 [24243],127.1330029301,37.5197348402
24244,강동구,올림픽공원역 [24244],127.1308988886,37.5167177922
24245,강동구,올림픽공원역 [24245],127.1314785378,37.516324269
24246,강동구,올림픽공원테니스장 [24246],127.1285971938,37.5132952952
24247,강동구,올림픽선수촌아파트 [24247],127.1293296238,37.5133215257
24248,송파구,방이역 [24248],127.1264971658,37.5088511089
24249,송파구,오금역.오금동현대아파트 [24249],127.1264326302,37.5032944565
24250,송파구,오금공원앞 [24250],127.1329750231,37.4992235146
24251,송파구,오금동상아아파트 [24251],127.1359380431,37.497653816
24252,송파구,보인고교.오금동삼성아파트 [24252],127.138225687,37.4964468948
24253,강동구,송파사회복지관.성요셉성당 [24253],127.1407036537,37.4980789633
24256,강동구,송파참병원 [24256],127.1375165211,37.5036199871
24259,강동구,신흥운수입구 [24259],127.1341530556,37.5050336659
24263,강동구,오금공원사거리 [24263],127.1310586523,37.5063791494
24264,송파구,오금동대림아파트 [24264],127.1279923625,37.5079159405
24266,강동구,송파도서관 [24266],127.136481,37.500556
24267,강동구,우창아파트 [24267],127.1360639933,37.4997505359
24268,강동구,오금동사거리 [24268],127.1378915552,37.5027436793
24272,송파구,체육문화회관 [24272],127.1433758342,37.4908038511
24274,강동구,송파사회복지관 [24274],127.140953,37.498118
24275,송파구,거여아파트단지앞 [24275],127.1435753484,37.4904638928
24276,강동구,거여역5번출구 [24276],127.145676706,37.492903745
24279,강동구,종점 [24279],127.152763,37.492768
24282,강동구,마천1동주민센터.송파롯데캐슬 [24282],127.1496062555,37.4957685389
24293,강동구,마천동금호어울림1차아파트 [24293],127.1541947193,37.4971997434
24295,강동구,마천시장마천동우방아파트앞 [24295],127.15151,37.499937
