ARS,자치구,정류장이름,최근접지하철_거리_m,최근접역명,최근접역호선,최근접역_승하차_일평균
08129,성북구,KT월곡지사 [08129],613.5,월곡(동덕여대),6호선,25284.0
08130,성북구,종암SK아파트 [08130],344.7,월곡(동덕여대),6호선,25284.0
08133,동대문구,월곡역 [08133],144.0,월곡(동덕여대),6호선,25284.0
08136,동대문구,상월곡역 [08136],205.4,상월곡(한국과학기술연구원),6호선,13704.0
08137,동대문구,월곡중학교 [08137],127.9,상월곡(한국과학기술연구원),6호선,13704.0
08138,동대문구,월곡중학교 [08138],92.6,상월곡(한국과학기술연구원),6호선,13704.0
08142,중랑구,돌곶이역 [08142],20.4,돌곶이,6호선,24252.0
08143,중랑구,장위동동원베네스트.온누리병원 [08143],279.1,돌곶이,6호선,24252.0
08147,중랑구,석계역 [08147],121.7,석계,경원선,42734.0
08148,성북구,성가복지병원 [08148],602.7,길음,4호선,45538.0
08149,성북구,성가복지병원 [08149],635.6,길음,4호선,45538.0
08150,성북구,종암경찰서 [08150],738.3,길음,4호선,45538.0
08151,성북구,종암경찰서 [08151],697.6,월곡(동덕여대),6호선,25284.0
08152,성북구,종암동주민센터 [08152],711.4,월곡(동덕여대),6호선,25284.0
08153,성북구,종암동주민센터 [08153],701.0,월곡(동덕여대),6호선,25284.0
08154,성북구,숭례초교 [08154],478.1,고려대(종암),6호선,19309.0
08155,성북구,숭례초등학교 [08155],430.0,고려대(종암),6호선,19309.0
08156,동대문구,고대앞 [08156],251.7,고려대(종암),6호선,19309.0
08158,동대문구,안암오거리 [08158],418.5,안암(고대병원앞),6호선,30735.0
08159,성북구,대광초교 [08159],405.9,신설동,1호선,42844.0
08163,성북구,정릉4동주민센터.경국사 [08163],233.0,북한산보국문,우이신설선,13112.0
08169,성북구,정릉우체국앞 [08169],284.8,정릉,우이신설선,9653.0
08171,성북구,미아초교 [08171],733.6,미아사거리,4호선,53430.0
08176,성북구,삼선동주민센터 [08176],252.5,성신여대입구(돈암),우이신설선,57586.0
08179,성북구,보문역 [08179],74.3,보문,6호선,20658.0
08181,성북구,보문동성상 [08181],342.7,보문,6호선,20658.0
08182,성북구,보문동성상 [08182],353.9,보문,6호선,20658.0
08184,성북구,보문동주민센터 [08184],443.6,신설동,우이신설선,42844.0
08185,강북구,월계2교.참누리아파트 [08185],1012.5,광운대,경원선,18788.0
08186,강북구,월계2교 [08186],1033.0,광운대,경원선,18788.0
08187,강북구,광운초교앞 [08187],882.7,광운대,경원선,18788.0
08188,강북구,광운초교 [08188],854.0,광운대,경원선,18788.0
08192,중랑구,장삼주유소 [08192],478.9,돌곶이,6호선,24252.0
08196,중랑구,석관고등학교 [08196],580.2,석계,경원선,42734.0
08197,중랑구,석관동코오롱아파트 [08197],533.6,신이문,경원선,17048.0
08198,중랑구,석관동코오롱아파트 [08198],537.6,신이문,경원선,17048.0
08202,강북구,장곡초교앞 [08202],1090.6,돌곶이,6호선,24252.0
08209,중랑구,돌곶이역 [08209],104.8,돌곶이,6호선,24252.0
08211,중랑구,석관시장 [08211],309.8,돌곶이,6호선,24252.0
08214,중랑구,석관동새마을금고 [08214],537.1,돌곶이,6호선,24252.0
08216,중랑구,한국예술종합학교 [08216],637.0,신이문,경원선,17048.0
08222,강북구,장곡초교사거리 [08222],941.4,돌곶이,6호선,24252.0
08223,종로구,서울다원학교.한용운활동터 [08223],1436.5,한성대입구(삼선교),4호선,32810.0
08226,성북구,성북구립미술관.쌍다리앞 [08226],1078.3,한성대입구(삼선교),4호선,32810.0
08228,성북구,성북초교.성북선잠박물관 [08228],831.1,한성대입구(삼선교),4호선,32810.0
08230,성북구,홍익대부속중고등학교입구 [08230],720.2,한성대입구(삼선교),4호선,32810.0
08231,성북구,홍익대부속중고등학교입구 [08231],674.2,한성대입구(삼선교),4호선,32810.0
08232,성북구,경신중고입구 [08232],474.0,한성대입구(삼선교),4호선,32810.0
08239,강북구,장위래미안아파트 [08239],978.3,광운대,경원선,18788.0
08242,강북구,장위래미안아파트 [08242],966.9,광운대,경원선,18788.0
08243,강북구,남대문중학교 [08243],845.1,돌곶이,6호선,24252.0
08259,강북구,정릉초교 [08259],656.1,솔샘,우이신설선,11698.0
08260,성북구,정릉동풍림상가앞 [08260],513.9,북한산보국문,우이신설선,13112.0
08262,성북구,정릉동풍림아파트.청소년문화의집 [08262],488.4,북한산보국문,우이신설선,13112.0
08264,성북구,정릉입구.정릉역 [08264],30.0,정릉,우이신설선,9653.0
08265,성북구,아리랑고개.아리랑시네미디어센터 [08265],278.5,정릉,우이신설선,9653.0
08284,성북구,월곡1동주민센터 [08284],590.4,미아사거리,4호선,53430.0
08296,성북구,보문역 [08296],73.8,보문,우이신설선,20658.0
08299,성북구,고려대이공대.고대병원 [08299],266.6,안암(고대병원앞),6호선,30735.0
08300,성북구,고려대이공대.고대병원 [08300],276.4,안암(고대병원앞),6호선,30735.0
08327,성북구,성북우체국현대백화점 [08327],607.6,미아사거리,4호선,53430.0
08336,성북구,길음역 [08336],147.5,길음,4호선,45538.0
08367,성북구,구민회관입구 [08367],911.7,한성대입구(삼선교),4호선,32810.0
08400,성북구,길음뉴타운10단지.라온유아파트 [08400],418.4,정릉,우이신설선,9653.0
08408,성북구,북한산보국문역2번출구 [08408],33.9,북한산보국문,우이신설선,13112.0
08409,성북구,북한산보국문역1번출구 [08409],7.0,북한산보국문,우이신설선,13112.0
08718,성북구,삼선교역2번출구 [08718],51.4,한성대입구(삼선교),4호선,32810.0
08800,성북구,서경대정문앞 [08800],437.1,북한산보국문,우이신설선,13112.0
09104,강북구,우이동성원아파트 [09104],111.5,북한산우이,우이신설선,6777.0
09116,강북구,인수중학교 [09116],536.8,가오리,우이신설선,8958.0
09117,강북구,인수중학교 [09117],513.4,가오리,우이신설선,8958.0
09142,강북구,강북노인종합복지관 [09142],135.2,화계,우이신설선,7597.0
09143,강북구,강북노인종합복지관 [09143],144.2,화계,우이신설선,7597.0
09150,강북구,북부시장입구 [09150],614.8,수유(강북구청),4호선,71087.0
09154,강북구,북부수도사업소 [09154],1012.5,수유(강북구청),4호선,71087.0
09163,강북구,삼양초등학교 [09163],259.4,삼양사거리,우이신설선,5707.0
09166,강북구,삼양동사거리 [09166],366.6,삼양사거리,우이신설선,5707.0
09168,강북구,송천초등학교.미아뉴타운입구 [09168],665.6,삼양사거리,우이신설선,5707.0
09175,강북구,삼양동사거리입구 [09175],438.8,미아사거리,4호선,53430.0
09176,강북구,강북보건소 [09176],1306.7,미아(서울사이버대학),4호선,33196.0
09177,강북구,신창교.강북소방서 [09177],1249.8,수유(강북구청),4호선,71087.0
09179,강북구,강북보건소 [09179],1334.1,미아(서울사이버대학),4호선,33196.0
09181,강북구,초안교 [09181],1420.8,미아(서울사이버대학),4호선,33196.0
09182,강북구,번동주공3단지 [09182],1433.3,월계,경원선,14843.0
09183,강북구,번동주공3단지 [09183],1371.8,월계,경원선,14843.0
09185,강북구,번동주공1단지 [09185],1232.1,월계,경원선,14843.0
09186,강북구,오현초등학교 [09186],1222.7,광운대,경원선,18788.0
09187,강북구,북서울꿈의숲 [09187],1411.9,미아사거리,4호선,53430.0
09203,강북구,수유중앙시장 [09203],368.3,수유(강북구청),4호선,71087.0
09205,강북구,대한병원 [09205],269.1,수유(강북구청),4호선,71087.0
09218,강북구,솔샘중고등학교.팔팔·미송경로당 [09218],338.3,솔샘,우이신설선,11698.0
09225,강북구,SK아파트벽산아파트상가 [09225],221.6,솔샘,우이신설선,11698.0
09228,강북구,번동주공아파트3단지4단지 [09228],1267.3,미아(서울사이버대학),4호선,33196.0
09233,강북구,번동해모로아파트 [09233],956.7,미아(서울사이버대학),4호선,33196.0
09239,강북구,북서울꿈의숲 [09239],1114.4,미아(서울사이버대학),4호선,33196.0
09240,강북구,꿈의숲롯데캐슬아파트 [09240],727.1,미아사거리,4호선,53430.0
09243,강북구,경남아너스빌.꿈의숲해링턴아파트 [09243],552.5,미아사거리,4호선,53430.0
09261,성북구,미아사거리역 [09261],311.1,미아사거리,4호선,53430.0
09271,강북구,북서울꿈의숲 [09271],1133.5,미아(서울사이버대학),4호선,33196.0
09275,강북구,삼각산동삼각산아이원아파트후문 [09275],570.2,삼양사거리,우이신설선,5707.0
09286,강북구,우이동도선사입구 [09286],25.8,북한산우이,우이신설선,6777.0
09295,강북구,삼각산동삼각산아이원아파트정문 [09295],523.9,솔샘,우이신설선,11698.0
09302,강북구,삼각산고.래미안트리베라 [09302],737.9,미아사거리,4호선,53430.0
09303,성북구,삼각산고.래미안트리베라 [09303],761.9,삼양사거리,우이신설선,5707.0
10107,도봉구,서울북부지방법원.검찰청.도봉역성황당 [10107],266.2,도봉,경원선,11766.0
10109,도봉구,도봉견인차량보관소 [10109],603.3,도봉,경원선,11766.0
10116,도봉구,방학사거리 [10116],614.8,방학,경원선,20796.0
10117,도봉구,도봉보건소 [10117],791.1,창동,4호선,58134.0
10120,강북구,함석헌기념관.정의여중고 [10120],426.8,쌍문,4호선,57935.0
10121,도봉구,도봉구민회관 [10121],680.3,쌍문,4호선,57935.0
10122,도봉구,도봉구민회관 [10122],748.7,쌍문,4호선,57935.0
10124,강북구,쌍문역.쌍문시장 [10124],85.7,쌍문,4호선,57935.0
10126,강북구,쌍문역 [10126],126.8,쌍문,4호선,57935.0
10133,도봉구,도봉구청 [10133],242.6,방학,경원선,20796.0
10139,노원구,자운고등학교앞 [10139],689.6,창동,4호선,58134.0
10141,노원구,창동동아청솔아파트 [10141],455.7,창동,4호선,58134.0
10144,노원구,창동농협물류센터 [10144],372.0,창동,4호선,58134.0
10149,노원구,창동주공19단지 [10149],479.2,녹천,경원선,8424.0
10150,노원구,창동주공19단지 [10150],494.0,녹천,경원선,8424.0
10151,노원구,창동주공18단지 [10151],295.2,녹천,경원선,8424.0
10152,노원구,창동주공18단지 [10152],303.2,녹천,경원선,8424.0
10156,도봉구,도봉역 [10156],127.4,도봉,경원선,11766.0
10158,도봉구,노원교 [10158],302.4,도봉,경원선,11766.0
10159,도봉구,노원교 [10159],311.2,도봉,경원선,11766.0
10178,도봉구,쌍문동청구아파트 [10178],1206.6,방학,경원선,20796.0
10184,강북구,연산군.정의공주묘 [10184],945.9,북한산우이,우이신설선,6777.0
10186,도봉구,방학동신동아타워 [10186],1366.4,북한산우이,우이신설선,6777.0
10189,도봉구,방학동신동아아파트 [10189],1290.9,방학,경원선,20796.0
10190,도봉구,방학동신동아아파트 [10190],1221.6,방학,경원선,20796.0
10191,도봉구,국민은행방학지점 [10191],1052.0,방학,경원선,20796.0
10193,도봉구,신한은행방학동지점 [10193],836.1,방학,경원선,20796.0
10194,도봉구,신한은행방학동지점 [10194],830.3,방학,경원선,20796.0
10195,도봉구,방학사거리 [10195],619.8,방학,경원선,20796.0
10200,강북구,쌍문동청한빌라 [10200],219.9,솔밭공원,우이신설선,5317.0
10204,강북구,초당초등학교 [10204],876.0,솔밭공원,우이신설선,5317.0
10206,강북구,방학동우성아파트 [10206],982.4,솔밭공원,우이신설선,5317.0
10210,강북구,쌍문동성원아파트 [10210],1119.9,쌍문,4호선,57935.0
10213,도봉구,쌍문동현대.한양아파트 [10213],1078.4,쌍문,4호선,57935.0
10214,도봉구,쌍문동삼익금호1차아파트 [10214],1041.5,쌍문,4호선,57935.0
10216,도봉구,도봉구보건소앞 [10216],975.0,창동,4호선,58134.0
10218,강북구,북서울교회 [10218],139.6,솔밭공원,우이신설선,5317.0
10221,강북구,덕성여대입구 [10221],178.8,4.19민주묘지,우이신설선,8488.0
10224,강북구,숭미초등학교 [10224],619.3,쌍문,4호선,57935.0
10231,노원구,도봉등기소 [10231],326.9,창동,4호선,58134.0
10232,노원구,도봉등기소 [10232],303.3,창동,4호선,58134.0
10234,노원구,창동역서측 [10234],131.3,창동,4호선,58134.0
10235,노원구,창4동주민센터 [10235],450.9,창동,4호선,58134.0
10241,노원구,창동주공4단지 [10241],270.8,녹천,경원선,8424.0
10242,노원구,창동주공4단지 [10242],287.4,녹천,경원선,8424.0
10251,강북구,창동서울탁주앞 [10251],989.7,수유(강북구청),4호선,71087.0
10259,강북구,KT도봉지점 [10259],271.6,쌍문,4호선,57935.0
10265,노원구,창동역동측 [10265],258.9,창동,4호선,58134.0
10313,강북구,금용아파트 [10313],834.3,수유(강북구청),4호선,71087.0
10335,노원구,창동농협물류센터 [10335],312.2,창동,4호선,58134.0
10342,강북구,한국사회봉사회 [10342],217.9,북한산우이,우이신설선,6777.0
10564,강북구,청구아파트 [10564],1186.0,솔밭공원,우이신설선,5317.0
10706,노원구,창일중학교 [10706],435.0,창동,4호선,58134.0
10747,강북구,청구아파트 [10747],1171.2,솔밭공원,우이신설선,5317.0
11101,중랑구,공릉시장 [11101],350.5,공릉(서울과학기술대),7호선,26988.0
11103,중랑구,태릉입구역4번출구 [11103],144.2,태릉입구,7호선,31365.0
11104,중랑구,태릉입구역3번출구 [11104],134.3,태릉입구,7호선,31365.0
11114,중랑구,주유소앞다운복지관 [11114],394.6,태릉입구,7호선,31365.0
11117,중랑구,태릉입구역7번출구 [11117],122.9,태릉입구,7호선,31365.0
11127,중랑구,원자력병원 [11127],863.4,공릉(서울과학기술대),7호선,26988.0
11134,중랑구,효성화운트빌원자력병원후문 [11134],784.6,화랑대(서울여대입구),6호선,22634.0
11135,중랑구,우방아파트 [11135],677.2,화랑대(서울여대입구),6호선,22634.0
11138,중랑구,청솔아파트 [11138],392.8,화랑대(서울여대입구),6호선,22634.0
11140,중랑구,화랑대사거리 [11140],359.3,화랑대(서울여대입구),6호선,22634.0
11141,중랑구,화랑대사거리 [11141],352.2,화랑대(서울여대입구),6호선,22634.0
11142,중랑구,경춘선숲길.화랑대역공원 [11142],705.4,화랑대(서울여대입구),6호선,22634.0
11144,중랑구,서울여대.육군사관학교행정안내소 [11144],997.2,봉화산(서울의료원),6호선,16708.0
11145,중랑구,서울여대.육군사관학교행정안내소 [11145],1020.7,봉화산(서울의료원),6호선,16708.0
11146,중랑구,태릉국제사격장 [11146],1223.9,봉화산(서울의료원),6호선,16708.0
11148,중랑구,태릉 [11148],1492.7,갈매,경춘선,5334.0
11149,중랑구,태릉 [11149],1511.3,갈매,경춘선,5334.0
11150,중랑구,태릉선수촌 [11150],1017.5,갈매,경춘선,5334.0
11151,중랑구,태릉선수촌 [11151],985.0,갈매,경춘선,5334.0
11153,중랑구,한국스포츠정책과학원 [11153],842.1,갈매,경춘선,5334.0
11154,중랑구,삼육대앞 [11154],732.9,갈매,경춘선,5334.0
11158,중랑구,예수사랑교회 [11158],331.0,화랑대(서울여대입구),6호선,22634.0
11159,노원구,서울과학기술대입구 [11159],317.1,공릉(서울과학기술대),7호선,26988.0
11161,중랑구,공릉역1번출구 [11161],106.2,공릉(서울과학기술대),7호선,26988.0
11162,중랑구,공릉역4번출구 [11162],108.8,공릉(서울과학기술대),7호선,26988.0
11165,중랑구,공릉대동2차아파트 [11165],243.6,공릉(서울과학기술대),7호선,26988.0
11166,노원구,노원문화원 [11166],390.7,공릉(서울과학기술대),7호선,26988.0
11167,노원구,노원문화원 [11167],416.7,공릉(서울과학기술대),7호선,26988.0
11168,노원구,용원초등학교 [11168],490.2,공릉(서울과학기술대),7호선,26988.0
11180,노원구,상계주공9단지 [11180],229.4,마들,7호선,26574.0
11181,노원구,노원고등학교 [11181],486.8,마들,7호선,26574.0
11183,노원구,상계주공7단지 [11183],521.2,마들,7호선,26574.0
11184,노원구,대림아파트상가 [11184],515.8,마들,7호선,26574.0
11185,노원구,도봉면허시험장 [11185],291.9,노원,7호선,88644.0
11186,노원구,도봉면허시험장 [11186],288.3,노원,7호선,88644.0
11188,노원구,상계주공7단지.광림교회앞 [11188],478.1,노원,4호선,88644.0
11189,노원구,상계10동우체국 [11189],495.0,노원,4호선,88644.0
11192,노원구,온곡중학교노원정보도서관 [11192],383.1,노원,4호선,88644.0
11196,도봉구,수락산역3번출구 [11196],78.2,수락산,7호선,26047.0
11197,도봉구,수락산역 [11197],58.0,수락산,7호선,26047.0
11198,도봉구,노일초등학교 [11198],479.4,수락산,7호선,26047.0
11199,도봉구,노원초등학교 [11199],546.8,수락산,7호선,26047.0
11203,도봉구,수락리버시티아파트 [11203],807.0,도봉산,7호선,34761.0
11204,도봉구,수락중고등학교 [11204],551.5,수락산,7호선,26047.0
11206,도봉구,은빛아파트2단지 [11206],260.8,수락산,7호선,26047.0
11207,도봉구,홍파복지원미주아파트 [11207],267.0,수락산,7호선,26047.0
11214,노원구,중앙하이츠2차아파트 [11214],410.6,노원,4호선,88644.0
11215,노원구,상계중학교정문 [11215],591.2,노원,4호선,88644.0
11219,노원구,상계119안전센터 [11219],750.9,상계,4호선,39791.0
11220,노원구,상계동주유소 [11220],408.9,상계,4호선,39791.0
11225,노원구,흥안운수종점 [11225],150.1,불암산,4호선,19028.0
11244,노원구,상계주공3단지 [11244],323.9,노원,7호선,88644.0
11245,노원구,상계주공2단지 [11245],576.0,중계,7호선,29466.0
11248,노원구,마들근린공원.노원에코센터 [11248],427.8,중계,7호선,29466.0
11251,노원구,노원구청 [11251],290.9,노원,7호선,88644.0
11255,노원구,상계주공6단지 [11255],192.3,노원,7호선,88644.0
11256,노원구,상계주공4단지 [11256],463.4,노원,7호선,88644.0
11257,노원구,백병원 [11257],399.9,중계,7호선,29466.0
11267,도봉구,상계주공15단지 [11267],383.2,마들,7호선,26574.0
11268,도봉구,상계주공11단지 [11268],44.1,마들,7호선,26574.0
11269,노원구,상계주공10단지 [11269],312.7,마들,7호선,26574.0
11270,노원구,노원고등학교 [11270],457.6,마들,7호선,26574.0
11272,도봉구,상계주공14단지 [11272],466.2,마들,7호선,26574.0
11273,도봉구,상계주공12단지 [11273],171.8,마들,7호선,26574.0
11279,노원구,광운대역 [11279],113.4,광운대,경원선,18788.0
11280,중랑구,월계현대아파트 [11280],440.7,광운대,경원선,18788.0
11281,중랑구,월계현대아파트 [11281],496.4,광운대,경원선,18788.0
11299,강북구,신창중학교후문 [11299],1175.8,월계,경원선,14843.0
11301,강북구,염광고등학교 [11301],1001.0,월계,경원선,14843.0
11302,노원구,월계주공1단지상가 [11302],961.3,월계,경원선,14843.0
11307,노원구,월계주공1단지 [11307],685.9,월계,경원선,14843.0
11310,노원구,월계주공108동앞롯데캐슬루나아파트 [11310],863.3,광운대,경원선,18788.0
11311,노원구,인덕대학 [11311],657.7,월계,경원선,14843.0
11312,중랑구,한진한화그랑빌아파트 [11312],323.4,석계,경원선,42734.0
11315,중랑구,한천초등학교 [11315],512.4,태릉입구,6호선,31365.0
11319,중랑구,월계미륭아파트 [11319],463.6,공릉(서울과학기술대),7호선,26988.0
11321,노원구,월계삼호아파트 [11321],475.9,공릉(서울과학기술대),7호선,26988.0
11323,노원구,월계삼호4차아파트 [11323],496.2,광운대,경원선,18788.0
11329,노원구,월계역1번출구 [11329],61.0,월계,경원선,14843.0
11331,노원구,월계119안전센터 [11331],538.4,월계,경원선,14843.0
11332,노원구,신도브래뉴.한전노원변전소 [11332],554.6,광운대,경원선,18788.0
11335,노원구,광운대학교 [11335],530.5,광운대,경원선,18788.0
11340,노원구,월계보건지소 [11340],302.0,월계,경원선,14843.0
11347,노원구,상명고등학교.성원아파트 [11347],728.3,중계,7호선,29466.0
11349,노원구,은행사거리 [11349],1169.0,중계,7호선,29466.0
11350,노원구,양지근린공원 [11350],1091.1,중계,7호선,29466.0
11354,노원구,중계주공10단지 [11354],892.5,중계,7호선,29466.0
11355,노원구,롯데우성아파트 [11355],901.0,중계,7호선,29466.0
11357,노원구,중계구민체육센터 [11357],709.3,중계,7호선,29466.0
11359,노원구,을지중학교 [11359],933.5,중계,7호선,29466.0
11361,노원구,청암중.고등학교 [11361],883.6,상계,4호선,39791.0
11364,노원구,중계주공5단지514동 [11364],1119.3,상계,4호선,39791.0
11366,노원구,중계역 [11366],57.0,중계,7호선,29466.0
11367,노원구,노원구민회관 [11367],363.5,하계,7호선,36273.0
11368,노원구,건영옴니백화점 [11368],443.2,하계,7호선,36273.0
11369,노원구,브라운스톤중계.우리은행앞 [11369],485.9,하계,7호선,36273.0
11370,노원구,서울아이티고등학교 [11370],271.5,중계,7호선,29466.0
11371,노원구,서울아이티고등학교 [11371],336.0,중계,7호선,29466.0
11372,노원구,어린이교통공원 [11372],152.7,중계,7호선,29466.0
11373,노원구,중계역 [11373],166.0,중계,7호선,29466.0
11375,노원구,중계건영2차아파트 [11375],187.1,중계,7호선,29466.0
11376,노원구,중계역2번출구 [11376],127.4,중계,7호선,29466.0
11377,노원구,상명초등학교 [11377],474.2,중계,7호선,29466.0
11378,노원구,중계3단지목련아파트 [11378],456.6,중계,7호선,29466.0
11379,노원구,상명고등학교 [11379],685.7,중계,7호선,29466.0
11380,노원구,목련아파트상가 [11380],552.5,중계,7호선,29466.0
11381,노원구,중계목화아파트4단지 [11381],637.6,중계,7호선,29466.0
11382,노원구,용동초등학교 [11382],505.9,중계,7호선,29466.0
11386,노원구,홈플러스중계점 [11386],486.4,하계,7호선,36273.0
11395,노원구,중계주공2단지 [11395],566.1,상계,4호선,39791.0
11398,노원구,중계1동주민센터 [11398],1056.5,상계,4호선,39791.0
11403,노원구,노원문화예술회관.불암초등학교 [11403],1361.4,상계,4호선,39791.0
11404,노원구,영신여자고등학교입구 [11404],1392.0,상계,4호선,39791.0
11408,노원구,노원우체국 [11408],1563.7,중계,7호선,29466.0
11415,노원구,대림벽산아파트 [11415],1124.2,중계,7호선,29466.0
11416,노원구,하계역 [11416],116.0,하계,7호선,36273.0
11417,노원구,하계미성아파트 [11417],157.4,하계,7호선,36273.0
11418,중랑구,서울과학기술대앞 [11418],601.9,공릉(서울과학기술대),7호선,26988.0
11419,노원구,중계주공9단지후문 [11419],1058.9,하계,7호선,36273.0
11420,노원구,중계주공9단지후문 [11420],1035.8,하계,7호선,36273.0
11421,노원구,삼익선경아파트후문.시립과학관 [11421],836.5,하계,7호선,36273.0
11425,노원구,하계미성아파트.을지병원 [11425],129.9,하계,7호선,36273.0
11426,노원구,하계역 [11426],143.3,하계,7호선,36273.0
11429,노원구,한성여객종점 [11429],269.3,하계,7호선,36273.0
11433,노원구,대진고등학교 [11433],529.3,하계,7호선,36273.0
11434,노원구,골마을근린공원 [11434],593.5,하계,7호선,36273.0
11440,노원구,동천학교 [11440],837.3,중계,7호선,29466.0
11442,노원구,하계현대아파트 [11442],605.6,중계,7호선,29466.0
11446,노원구,한천중학교 [11446],576.8,공릉(서울과학기술대),7호선,26988.0
11447,노원구,하계역 [11447],60.0,하계,7호선,36273.0
11448,노원구,하계장미아파트 [11448],261.3,하계,7호선,36273.0
11451,노원구,중평초등학교 [11451],232.7,하계,7호선,36273.0
11452,노원구,하계극동아파트 [11452],409.5,하계,7호선,36273.0
11453,노원구,하계시영아파트 [11453],338.7,하계,7호선,36273.0
11455,노원구,하계장미아파트 [11455],181.7,하계,7호선,36273.0
11456,노원구,중평초등학교 [11456],272.2,하계,7호선,36273.0
11458,노원구,중계1동신안아파트 [11458],970.3,노원,4호선,88644.0
11464,중랑구,월계미성아파트 [11464],576.1,공릉(서울과학기술대),7호선,26988.0
11469,노원구,하계1치안센터 [11469],529.7,하계,7호선,36273.0
11470,노원구,하계1치안센터 [11470],532.6,하계,7호선,36273.0
11503,도봉구,수락리버시티3.4단지 [11503],589.7,도봉산,7호선,34761.0
12106,은평구,연신내역 [12106],100.0,연신내,수도권 광역급행철도,75817.0
12107,은평구,선일하이츠빌라 [12107],405.4,연신내,3호선,75817.0
12109,은평구,세명컴퓨터고등학교 [12109],723.8,연신내,3호선,75817.0
12111,은평구,구파발역2번출구 [12111],14.8,구파발,3호선,45355.0
12113,은평구,구파발역.롯데몰 [12113],59.3,구파발,3호선,45355.0
12119,은평구,연신내역 [12119],193.6,연신내,수도권 광역급행철도,75817.0
12128,은평구,서부병원 [12128],573.7,역촌,6호선,8562.0
12129,은평구,신진과학기술고교.이마트은평점 [12129],293.7,응암,6호선,37525.0
12133,은평구,서부병원 [12133],609.2,역촌,6호선,8562.0
12134,은평구,은평세무서 [12134],632.8,역촌,6호선,8562.0
12138,은평구,역촌역역촌오거리 [12138],106.1,역촌,6호선,8562.0
12139,은평구,삼성타운 [12139],335.3,역촌,6호선,8562.0
12140,은평구,구산역1번출구.예일여고 [12140],99.1,구산,6호선,14958.0
12141,은평구,역촌중앙시장 [12141],275.9,구산,6호선,14958.0
12145,은평구,806의무경찰대.우남아파트 [12145],1207.7,구산,6호선,14958.0
12146,은평구,806의무경찰대.우남아파트 [12146],1282.3,구산,6호선,14958.0
12147,은평구,선정중고등학교 [12147],942.3,구산,6호선,14958.0
12148,은평구,선진운수종점 [12148],630.7,구산,6호선,14958.0
12150,은평구,역촌중앙시장 [12150],261.5,구산,6호선,14958.0
12151,은평구,구산역2번출구.예일여고 [12151],79.4,구산,6호선,14958.0
12152,은평구,하나은행역촌동지점 [12152],337.7,구산,6호선,14958.0
12154,은평구,녹번초등학교.은평세무서 [12154],329.4,역촌,6호선,8562.0
12155,은평구,응암초등학교 [12155],799.9,새절(신사),6호선,26197.0
12157,은평구,응암오거리 [12157],262.0,새절(신사),6호선,26197.0
12158,은평구,신사초등학교 [12158],220.3,새절(신사),6호선,26197.0
12159,은평구,신사동고개사거리 [12159],578.7,응암,6호선,37525.0
12160,은평구,신사동고개사거리 [12160],589.4,새절(신사),6호선,26197.0
12163,은평구,은평문화예술정보학교 [12163],509.4,새절(신사),6호선,26197.0
12165,은평구,대림시장 [12165],448.3,새절(신사),6호선,26197.0
12166,은평구,대림시장 [12166],405.7,새절(신사),6호선,26197.0
12172,마포구,증산종합시장.증산중학교입구 [12172],456.7,증산(명지대앞),6호선,19397.0
12173,마포구,증산종합시장.증산중학교입구 [12173],463.1,증산(명지대앞),6호선,19397.0
12175,은평구,와산교 [12175],341.0,새절(신사),6호선,26197.0
12177,은평구,신흥시장 [12177],359.2,응암,6호선,37525.0
12181,은평구,구산역2번출구.예일여고 [12181],160.9,구산,6호선,14958.0
12182,은평구,구산역1번출구 [12182],39.0,구산,6호선,14958.0
12184,은평구,연신내역.로데오거리 [12184],105.8,연신내,6호선,75817.0
12185,은평구,연서시장 [12185],124.9,연신내,수도권 광역급행철도,75817.0
12186,은평구,종로약국 [12186],342.1,연신내,3호선,75817.0
12187,은평구,불광지구대 [12187],580.4,연신내,3호선,75817.0
12189,은평구,은평경찰서 [12189],1061.8,독바위,6호선,5496.0
12190,은평구,폭포동 [12190],1268.2,구파발,3호선,45355.0
12192,은평구,신도중학교 [12192],1183.4,구파발,3호선,45355.0
12195,은평구,은평노인종합복지관.신도중학교 [12195],1217.1,구파발,3호선,45355.0
12197,은평구,폭포동.은평노인종합복지관 [12197],1229.0,구파발,3호선,45355.0
12198,은평구,은평경찰서 [12198],1117.9,독바위,6호선,5496.0
12199,은평구,연신초등학교 [12199],877.0,독바위,6호선,5496.0
12200,은평구,불광지구대 [12200],563.2,연신내,3호선,75817.0
12202,은평구,연서시장 [12202],138.2,연신내,3호선,75817.0
12204,은평구,은평연세병원 [12204],373.9,구산,6호선,14958.0
12205,은평구,구산역4번출구 [12205],57.6,구산,6호선,14958.0
12207,은평구,역말사거리 [12207],601.2,구산,6호선,14958.0
12208,은평구,역촌초등학교 [12208],462.9,응암,6호선,37525.0
12209,은평구,응암역2번출구 [12209],202.3,응암,6호선,37525.0
12225,은평구,불광롯데캐슬아파트 [12225],339.5,불광,6호선,44854.0
12227,은평구,진관초교입구 [12227],1055.4,지축,일산선,15670.0
12229,은평구,푸르지오625동앞.관음사입구 [12229],1302.1,지축,일산선,15670.0
12230,은평구,삼천리골입구56사단북한산부대 [12230],1884.3,지축,일산선,15670.0
12232,은평구,흥국사 [12232],2656.8,지축,일산선,15670.0
